accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
P14550	AKR1A1	erythrocytes	7	7	7	0	7	0	0	0	0	524.16	36441.2850	0.01438368598
P14598	NCF1	erythrocytes	6	6	6	0	6	0	0	0	0	479.88	44681.1450	0.01074010077
P14625	HSP90B1	erythrocytes	17	17	10	7	10	0	6	0	1	808.15	90176.8350	0.00896183593
P14672	SLC2A4	erythrocytes	6	6	5	1	4	1	1	0	0	558.33	54786.4800	0.01019101793
P14735	IDE	erythrocytes	2	2	2	0	2	0	0	0	0	200.14	117966.7700	0.001696579469
P14868	DARS1	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	57135.4100	0.005671089085
P14923	JUP	erythrocytes	7	7	7	0	6	0	1	0	0	645.13	81743.4900	0.007892126945
P15104	GLUL	erythrocytes	5	5	5	0	5	0	0	0	0	286.08	41932.7650	0.006822350017
P15121	AKR1B1	erythrocytes	5	5	5	0	5	0	0	0	0	248.14	35721.7200	0.006946474022
P15144	ANPEP	plasma	16	16	6	10	4	0	10	0	2	316.208	109406.7350	0.002890205982
P15151	PVR	erythrocytes	14	14	4	10	1	0	10	0	3	73.932	43209.3600	0.001711018168
P15153	RAC2	erythrocytes	5	5	5	0	3	1	1	0	0	1073.04	21115.1400	0.05081851221
P15169	CPN1	plasma	5	5	2	3	0	0	3	0	2	-4.032	50033.7450	-8.058561277e-05
P15170	GSPT1	erythrocytes	0	0	0	0	0	0	0	0	0	0	55755.3600	0
P15311	EZR	erythrocytes	7	7	7	0	7	0	0	0	0	521.92	69411.7350	0.007519189659
P15374	UCHL3	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	26182.2250	0.006109488403
P15531	NME1	erythrocytes	13	13	12	1	7	0	0	2	4	1358.712	17017.3500	0.07984274872
P15735	PHKG2	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	46441.4550	0.001722168265
P15814	IGLL1	plasma	2	2	1	1	0	0	0	0	2	-2.016	19134.3050	-0.000105360503
P15880	RPS2	erythrocytes	12	12	12	0	7	0	0	5	0	355.94	31192.9450	0.01141091359
P15924	DSP	erythrocytes;plasma	34	34	34	0	34	0	0	0	0	2445.65	331768.7800	0.007371549547
P16070	CD44	erythrocytes;plasma	17	17	7	10	4	0	10	0	3	313.872	79209.6050	0.003962549744
P16083	NQO2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	25918.2000	0.006171724888
P16152	CBR1	erythrocytes	4	4	4	0	4	0	0	0	0	274.06	30243.3550	0.009061825317
P16157	ANK1	erythrocytes	34	34	34	0	34	0	0	0	0	2143.5	206261.6200	0.01039214179
P16452	EPB42	erythrocytes	2	2	2	0	1	1	0	0	0	290.34	76876.7750	0.003776693286
P16455	MGMT	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	21645.6900	0.007389923814
P16591	FER	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	94636.5350	0.003380512611
P16615	ATP2A2	erythrocytes	8	8	8	0	7	0	0	0	1	487.884	114755.4950	0.004251508828
P16671	CD36	erythrocytes	19	19	9	10	0	4	10	2	3	911.552	52921.5700	0.01722458347
P16930	FAH	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	46242.4850	0.006097855684
P16949	STMN1	erythrocytes	11	11	11	0	11	0	0	0	0	662.07	17171.0650	0.03855730556
P16989	YBX3	erythrocytes	13	13	13	0	13	0	0	0	0	869.9	39958.2400	0.02177022812
P17066	HSPA6	erythrocytes;plasma	1	1	1	0	1	0	0	0	0	43.09	71027.2100	0.000606668909
P17174	GOT1	erythrocytes	2	2	2	0	2	0	0	0	0	309.11	46115.6550	0.00670292984
P17612	PRKACA	erythrocytes	9	9	9	0	8	1	0	0	0	771.2	40457.9150	0.01906178309
P17655	CAPN2	erythrocytes	3	2	2	0	1	0	0	2	0	-36.04	78140.0500	-0.00046122315
P17812	CTPS1	erythrocytes	11	11	11	0	11	0	0	0	0	841.84	66689.5300	0.01262327085
P17813	ENG	erythrocytes	15	15	9	6	2	0	5	0	8	145.848	68094.0200	0.00214186209
P17858	PFKL	erythrocytes	5	5	5	0	4	0	1	0	0	485.17	84886.2600	0.005715530405
P17927	CR1	erythrocytes	81	81	61	20	1	0	20	0	60	-137.99	219706.8850	-0.0006280640682
P17931	LGALS3	erythrocytes	5	5	4	1	4	0	0	0	1	281.98	26020.8100	0.01083671108
P17936	IGFBP3	plasma	16	16	13	3	4	0	3	0	9	301.776	28749.3250	0.01049680297
P17980	PSMC3	erythrocytes	3	3	3	0	3	0	0	0	0	202	49202.8900	0.004105449903
P17987	TCP1	erythrocytes	9	9	9	0	9	0	0	0	0	568.06	60342.7550	0.009413889041
P18031	PTPN1	erythrocytes	17	17	17	0	16	0	0	1	0	1028.86	49966.1500	0.0205911402
P18077	RPL35A	erythrocytes	3	3	3	0	3	0	0	0	0	184.15	12537.5450	0.01468788347
P18124	RPL7	erythrocytes	5	5	5	0	5	0	0	0	0	344.11	29225.4650	0.01177432078
P18428	LBP	plasma	5	5	1	4	0	0	4	0	1	-2.016	50907.8050	-3.960100028e-05
P18433	PTPRA	erythrocytes	10	10	3	7	3	0	7	0	0	239.94	88711.5000	0.002704722612
P18577	RHCE	erythrocytes	0	0	0	0	0	0	0	0	0	0	45319.1650	0
P18621	RPL17	erythrocytes	0	0	0	0	0	0	0	0	0	0	21265.5700	0
P18669	PGAM1	erythrocytes	10	10	10	0	10	0	0	0	0	668.13	28672.2800	0.02330229755
P19086	GNAZ	erythrocytes	3	3	3	0	1	2	0	0	0	990.07	40791.9450	0.02427121335
P19105	MYL12A	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	19793.8900	0.008081281648
P19174	PLCG1	erythrocytes	13	13	13	0	13	0	0	0	0	1001.8	148398.7300	0.006750731627
P19256	CD58	erythrocytes	7	7	1	6	0	0	6	0	1	-2.016	25338.6950	-7.956210847e-05
P19320	VCAM1	plasma	12	12	6	6	0	0	6	0	6	-12.096	78744.1300	-0.0001536114501
P19474	TRIM21	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	54168.9500	0.001476491606
P19652	ORM2	plasma	8	8	3	5	1	0	5	0	2	-21.062	21650.9200	-0.0009727993083
P19784	CSNK2A2	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	41212.6150	0.00878274771
P19823	ITIH2	plasma	14	13	6	7	6	0	6	0	2	243.948	72451.2250	0.003367065222
P19827	ITIH1	erythrocytes;plasma	11	10	5	5	4	0	5	0	2	235.908	71413.9450	0.003303388435
P20020	ATP2B1	erythrocytes	10	10	10	0	10	0	0	0	0	761.86	134551.8500	0.005662203827
P20042	EIF2S2	erythrocytes	13	13	13	0	12	0	0	1	0	827.92	38256.7950	0.02164112284
P20073	ANXA7	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	52738.5450	0.0007971399287
P20339	RAB5A	erythrocytes	4	4	4	0	1	2	1	0	0	828.13	23658.3700	0.03500367946
P20340	RAB6A	erythrocytes	6	6	6	0	4	2	0	0	0	1010.22	23461.2900	0.04305901338
P20618	PSMB1	erythrocytes	8	7	7	0	6	0	2	0	0	768.34	23548.6800	0.03262773115
P20674	COX5A	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	12500.9900	0.0131237606
P20742	PZP	plasma	11	11	1	10	0	0	10	1	0	-17.03	161054.4400	-0.0001057406427
P20810	CAST	erythrocytes	22	22	22	0	21	0	0	1	0	1585.68	76571.7950	0.02070840836
P20851	C4BPB	plasma	13	13	6	7	0	0	5	0	8	-12.096	26350.6900	-0.000459039213
P20930	FLG	erythrocytes	0	0	0	0	0	0	0	0	0	0	435160.0500	0
P21108	PRPS1L1	erythrocytes	0	0	0	0	0	0	0	0	0	0	34707.6300	0
P21145	MAL	erythrocytes	0	0	0	0	0	0	0	0	0	0	16713.2800	0
P21266	GSTM3	erythrocytes	2	2	2	0	0	0	0	2	0	-36.04	26559.2200	-0.001356967562
P21281	ATP6V1B2	erythrocytes	0	0	0	0	0	0	0	0	0	0	56499.9700	0
P21333	FLNA	erythrocytes	53	53	53	0	48	0	0	5	0	3220.02	280605.1050	0.01147527234
P21399	ACO1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	98397.6100	0.0008128246204
P21439	ABCB4	erythrocytes	4	4	2	2	2	0	2	0	0	159.96	141521.0150	0.001130291498
P21796	VDAC1	erythrocytes	21	21	21	0	12	0	0	9	0	627.97	30641.0650	0.02049439208
P21964	COMT	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	30036.6100	0.002662750557
P21980	TGM2	erythrocytes	6	6	5	1	3	0	0	1	2	160.028	77196.7050	0.002072990032
P22059	OSBP	erythrocytes	15	15	15	0	15	0	0	0	0	1161.76	89288.1950	0.01301135049
P22061	PCMT1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	24504.8350	0.001715579803
P22102	GART	erythrocytes	7	7	7	0	7	0	0	0	0	483.98	107634.6000	0.004496509487
P22105	TNXB	plasma	61	61	56	5	0	0	5	0	56	-112.896	455951.7600	-0.0002476051414
P22234	PAICS	erythrocytes	8	8	8	0	8	0	0	0	0	526.02	46947.4150	0.01120445077
P22303	ACHE	erythrocytes	8	8	3	5	0	1	3	0	4	-6.048	64575.1300	-9.365834804e-05
P22314	UBA1	erythrocytes	16	16	16	0	16	0	0	0	0	1148.01	117716.1500	0.009752357684
P22392	NME2	erythrocytes	0	0	0	0	0	0	0	0	0	0	17297.8450	0
P22612	PRKACG	erythrocytes	3	3	3	0	2	1	0	0	0	370.32	40302.7050	0.009188465141
P22626	HNRNPA2B1	erythrocytes	46	46	46	0	36	0	0	10	0	1746.08	37429.5400	0.04664978517
P22694	PRKACB	erythrocytes	9	9	9	0	8	1	0	0	0	771.2	40490.9550	0.01904622897
P22695	UQCRC2	erythrocytes	3	3	3	0	3	0	0	0	0	126.12	46783.3200	0.002695832617
P22736	NR4A1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	64462.2950	0.002481450591
P22792	CPN2	plasma	8	8	0	8	0	0	8	0	0	0	58225.7550	0
P22830	FECH	erythrocytes	4	4	4	0	4	0	0	0	0	284.22	42186.0600	0.006737296633
P22891	PROZ	plasma	29	29	23	6	14	0	6	0	9	569.986	40364.1650	0.01412108983
P23083	IGHV1-2	plasma	2	2	2	0	1	0	0	0	1	-19.046	10956.2250	-0.001738372478
P23142	FBLN1	plasma	38	38	35	3	0	0	3	0	35	-70.56	74290.0050	-0.0009497912943
P23193	TCEA1	erythrocytes	6	6	6	0	5	0	0	1	0	343.94	33969.2700	0.0101250336
P23258	TUBG1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	51169.1100	0.001563052396
P23276	KEL	erythrocytes	12	12	6	6	1	0	5	0	6	69.9	82822.4050	0.000843974526
P23284	PPIB	erythrocytes	6	6	5	1	5	0	1	0	0	313.22	20289.1600	0.01543780028
P23381	WARS1	erythrocytes	2	2	2	0	2	0	0	0	0	180.05	53033.4250	0.003395028701
P23396	RPS3	erythrocytes	21	21	21	0	16	0	0	5	0	978	26556.8450	0.03682666371
P23470	PTPRG	plasma	10	10	2	8	1	0	8	0	1	77.964	159626.3650	0.0004884155572
P23526	AHCY	erythrocytes	4	4	4	0	4	0	0	0	0	288.09	47584.3200	0.006054305284
P23528	CFL1	erythrocytes	15	15	15	0	14	0	0	1	0	949.94	18371.1200	0.05170833351
P23588	EIF4B	erythrocytes	24	24	24	0	23	0	0	1	0	1745.64	69150.1700	0.02524418957
P23610	F8A1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	38971.0050	0.001078750728
P23634	ATP2B4	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	137918.4100	0.001739724233
P23743	DGKA	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	82629.1900	0.0005087790404
P23919	DTYMK	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	23687.7500	0.003549513989
P23921	RRM1	erythrocytes	4	4	4	0	3	0	0	0	1	162.044	90068.9550	0.00179911047
P24298	GPT	erythrocytes	3	3	3	0	3	0	0	0	0	351.15	54504.9200	0.006442537664
P24390	KDELR1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	24541.7050	0.003258942278
P24534	EEF1B2	erythrocytes	9	9	9	0	8	0	0	1	0	583.88	24632.1850	0.02370394669
P24539	ATP5PB	erythrocytes	7	7	7	0	7	0	0	0	0	352.31	24625.2650	0.01430685111
P24666	ACP1	erythrocytes	3	3	3	0	3	0	0	0	0	202	17911.0700	0.01127794152
P24941	CDK2	erythrocytes	6	6	6	0	6	0	0	0	0	404	33929.0150	0.01190721275
P25311	AZGP1	plasma	7	7	3	4	1	0	4	0	2	-21.062	32144.4650	-0.0006552294462
P25325	MPST	erythrocytes	10	10	9	1	9	0	0	0	1	704.21	33046.7050	0.02130953752
P25398	RPS12	erythrocytes	2	2	2	0	2	0	0	0	0	142.11	14383.6200	0.009879988487
P25445	FAS	erythrocytes	16	16	13	3	3	1	4	0	8	665.412	35079.6550	0.0189686016
P25685	DNAJB1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	37912.5200	0.002109593348
P25686	DNAJB2	erythrocytes	4	4	4	0	3	1	0	0	0	408.53	35108.9050	0.01163607922
P25705	ATP5F1A	erythrocytes	37	37	37	0	36	0	1	0	0	2592.53	55208.5350	0.04695886243
P25786	PSMA1	erythrocytes	6	6	6	0	3	0	1	2	0	369.15	29555.1300	0.01249021743
P25787	PSMA2	erythrocytes	10	10	10	0	10	0	0	0	0	685.98	25767.0600	0.02662236204
P25788	PSMA3	erythrocytes	6	6	6	0	6	0	0	0	0	328.12	28301.7050	0.0115936478
P25789	PSMA4	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	29483.4300	0.01098990179
P25815	S100P	erythrocytes	0	0	0	0	0	0	0	0	0	0	10399.7800	0
P26038	MSN	erythrocytes	10	10	10	0	10	0	0	0	0	655.09	67687.8150	0.009678108239
P26373	RPL13	erythrocytes	10	10	10	0	5	0	0	5	0	233.92	24261.1400	0.009641756323
P26447	S100A4	erythrocytes	3	3	3	0	3	0	0	0	0	126.12	11597.2150	0.01087502474
P26599	PTBP1	erythrocytes	8	8	8	0	6	0	0	2	0	405.9	59632.1400	0.006806732074
P26639	TARS1	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	83434.0500	0.005296878193
P26640	VARS1	erythrocytes	4	4	4	0	4	0	0	0	0	244.04	140342.6000	0.001738887551
P26641	EEF1G	erythrocytes	8	8	8	0	6	0	0	2	0	260.21	49986.8850	0.00520556542
P26885	FKBP2	erythrocytes	0	0	0	0	0	0	0	0	0	0	13300.2400	0
P26927	MST1	plasma	23	23	19	4	0	0	3	0	20	-38.304	78412.6000	-0.0004884929208
P27105	STOM	erythrocytes	6	6	6	0	4	2	0	0	0	796.74	31730.2550	0.02510978875
P27169	PON1	plasma	4	4	1	3	0	0	3	0	1	-2.016	39599.5850	-5.090962443e-05
P27348	YWHAQ	erythrocytes	10	10	10	0	9	0	0	1	0	442.14	27763.8500	0.01592502481
P27448	MARK3	erythrocytes	20	20	20	0	20	0	0	0	0	1599.6	84427.3300	0.01894647148
P27449	ATP6V0C	erythrocytes	0	0	0	0	0	0	0	0	0	0	15735.5200	0
P27482	CALML3	erythrocytes	0	0	0	0	0	0	0	0	0	0	16890.5500	0
P27635	RPL10	erythrocytes	3	3	3	0	1	0	0	2	0	-35.06	24445.4000	-0.001434216662
P27701	CD82	erythrocytes	5	5	2	3	0	2	3	0	0	476.82	29625.2100	0.01609507578
P27708	CAD	erythrocytes	12	12	12	0	12	0	0	0	0	809.97	242849.1650	0.003335280152
P27797	CALR	erythrocytes	6	6	5	1	4	0	1	0	1	210.194	46465.7450	0.004523633485
P27816	MAP4	erythrocytes	47	47	47	0	45	0	0	2	0	3525.12	120872.2100	0.02916402372
P27824	CANX	erythrocytes	9	9	9	0	5	2	0	0	2	834.748	65394.6950	0.01276476632
P27918	CFP	plasma	42	42	37	5	0	0	20	0	22	2387.748	48493.5350	0.04923848096
P28062	PSMB8	erythrocytes	1	0	0	0	1	0	0	0	0	0	22659.3550	0
P28066	PSMA5	erythrocytes	6	6	6	0	5	0	1	0	0	565.15	26410.6700	0.02139854839
P28070	PSMB4	erythrocytes	3	1	1	0	3	0	0	0	0	79.98	24391.4700	0.003279015164
P28072	PSMB6	erythrocytes	2	1	1	0	2	0	0	0	0	79.98	21903.6000	0.003651454555
P28074	PSMB5	erythrocytes	0	0	0	0	0	0	0	0	0	0	22458.0850	0
P28161	GSTM2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	25744.2650	0.006213422679
P28289	TMOD1	erythrocytes	0	0	0	0	0	0	0	0	0	0	40568.6300	0
P28482	MAPK1	erythrocytes	8	8	8	0	8	0	0	0	0	601.9	41257.8600	0.01458873533
P28715	ERCC5	erythrocytes	3	3	3	0	3	0	0	0	0	202	133106.4750	0.001517582071
P28838	LAP3	erythrocytes	15	15	15	0	15	0	0	0	0	1226.51	56165.6000	0.02183738801
P28907	CD38	erythrocytes	9	9	5	4	0	0	4	0	5	-10.08	34328.0050	-0.0002936378039
P29144	TPP2	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	138216.7950	0.001186975866
P29401	TKT	erythrocytes	17	17	17	0	16	0	0	1	0	882.26	67876.6000	0.01299799931
P29622	SERPINA4	plasma	4	4	0	4	0	0	4	0	0	0	46354.5000	0
P29692	EEF1D	erythrocytes	19	19	19	0	19	0	0	0	0	1387.95	30990.1350	0.04478683297
P29972	AQP1	erythrocytes	5	5	3	2	3	0	2	0	0	239.94	28394.3550	0.008450271189
P29992	GNA11	erythrocytes	3	3	3	0	1	2	0	0	0	477.8	42122.7300	0.01134304448
P30040	ERP29	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	25852.2800	0.006187461996
P30041	PRDX6	erythrocytes	6	6	6	0	6	0	0	0	0	424.09	24903.4600	0.01702936058
P30043	BLVRB	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	21987.8500	0.007274926835
P30044	PRDX5	erythrocytes	8	8	8	0	6	1	0	0	1	680.574	17030.5850	0.0399618686
P30046	DDT	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	12580.3700	0.00668342823
P30048	PRDX3	erythrocytes	6	6	4	2	4	0	0	0	2	322.16	21539.2500	0.01495688104
P30050	RPL12	erythrocytes	6	6	6	0	3	0	0	3	0	147.94	17818.3400	0.008302681395
P30085	CMPK1	erythrocytes	6	6	6	0	5	0	0	1	0	326.09	22222.1050	0.01467412741
P30086	PEBP1	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	20925.2950	0.02675517836
P30101	PDIA3	erythrocytes	12	12	11	1	8	0	0	0	4	456.262	54264.6000	0.008408096623
P30153	PPP2R1A	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	65176.3850	0.001290037795
P30154	PPP2R1B	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	66081.2850	0.0006361861759
P30536	TSPO	erythrocytes	0	0	0	0	0	0	0	0	0	0	18696.4250	0
P30566	ADSL	erythrocytes	4	4	4	0	3	0	0	1	0	108.1	54757.2200	0.001974168886
P30613	PKLR	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	61829.2750	0.006467809949
P30622	CLIP1	erythrocytes	17	17	17	0	17	0	0	0	0	1359.66	162243.8850	0.008380346661
P30626	SRI	erythrocytes	0	0	0	0	0	0	0	0	0	0	21676.1250	0
P30711	GSTT1	erythrocytes	0	0	0	0	0	0	0	0	0	0	27203.3500	0
P30740	SERPINB1	erythrocytes	4	4	4	0	4	0	0	0	0	206.1	42741.2100	0.004822044112
P30825	SLC7A1	erythrocytes	2	2	0	2	0	0	2	0	0	0	67637.5000	0
P31150	GDI1	erythrocytes	0	0	0	0	0	0	0	0	0	0	50582.1800	0
P31151	S100A7	erythrocytes	2	2	2	0	1	0	0	0	1	40.024	11339.6350	0.003529566869
P31153	MAT2A	erythrocytes	5	5	5	0	3	0	0	2	0	165.96	43660.0800	0.003801184056
P31321	PRKAR1B	erythrocytes	8	8	6	2	6	0	0	0	2	378.95	42941.2250	0.00882485304
P31323	PRKAR2B	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	46301.5150	0.006909493134
P31327	CPS1	erythrocytes;plasma	156	156	156	0	153	0	3	0	0	13050.66	160547.1950	0.08128862046
P31930	UQCRC1	erythrocytes	6	6	6	0	6	0	0	0	0	348.21	49127.8750	0.007087829465
P31939	ATIC	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	64614.9650	0.001301246546
P31942	HNRNPH3	erythrocytes	15	15	15	0	13	0	0	2	0	452.18	36926.2550	0.01224548766
P31943	HNRNPH1	erythrocytes	12	12	12	0	9	0	0	3	0	472	49228.9800	0.009587848458
P31944	CASP14	erythrocytes;plasma	0	0	0	0	0	0	0	0	0	0	27679.1650	0
P31946	YWHAB	erythrocytes	14	14	14	0	13	0	0	1	0	686.18	28081.9950	0.02443487366
P31947	SFN	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	27773.6650	0.008639119108
P31948	STIP1	erythrocytes	16	16	16	0	12	0	0	4	0	622.1	62638.4300	0.009931602692
P31949	S100A11	erythrocytes	8	8	7	1	7	0	0	0	1	408.1	11740.3000	0.03476061089
P32119	PRDX2	erythrocytes;plasma	6	6	4	2	4	0	0	0	2	244.04	21760.4700	0.0112148313
P32121	ARRB2	erythrocytes	5	5	5	0	5	0	0	0	0	271.94	46105.1900	0.005898251368
P32856	STX2	erythrocytes	0	0	0	0	0	0	0	0	0	0	33340.5650	0
P32942	ICAM3	erythrocytes	21	21	6	15	0	0	15	0	6	-12.096	56411.1950	-0.0002144255232
P32969	RPL9	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	21863.1650	0.001922868898
P33121	ACSL1	erythrocytes	9	9	9	0	8	0	1	0	0	618.35	77942.4250	0.007933420085
P33151	CDH5	plasma	7	7	0	7	0	0	7	0	0	0	82576.4000	0
P33176	KIF5B	erythrocytes	4	4	4	0	3	0	0	1	0	118.03	109552.1850	0.001077386088
P33527	ABCC1	erythrocytes	10	10	7	3	6	0	3	0	1	497.954	171588.6000	0.002902022629
P33908	MAN1A1	plasma	2	2	1	1	0	0	1	0	1	-2.016	72967.4400	-2.762876154e-05
P33947	KDELR2	erythrocytes	0	0	0	0	0	0	0	0	0	0	24421.5750	0
P34896	SHMT1	erythrocytes	7	7	4	3	3	0	0	4	0	255.12	52950.7350	0.004818063432
P34931	HSPA1L	erythrocytes	0	0	0	0	0	0	0	0	0	0	70374.1900	0
P34932	HSPA4	erythrocytes	14	14	14	0	14	0	0	0	0	939.95	94329.8250	0.009964504864
P35030	PRSS3	erythrocytes	6	6	6	0	1	0	0	0	5	69.98	24279.2550	0.002882296018
P35232	PHB1	erythrocytes	7	7	7	0	7	0	0	0	0	428.19	29672.4000	0.01443058195
P35236	PTPN7	erythrocytes	6	6	6	0	6	0	0	0	0	415.9	40528.6150	0.01026188534
P35240	NF2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	69689.1000	0.002295337434
P35241	RDX	erythrocytes	2	2	2	0	2	0	0	0	0	180.05	68562.9000	0.002626055782
P35268	RPL22	erythrocytes	3	3	3	0	3	0	0	0	0	260.03	14655.6700	0.01774262112
P35325	SPRR2B	erythrocytes	0	0	0	0	0	0	0	0	0	0	7975.3850	0
P35542	SAA4	plasma	1	1	0	1	0	0	1	0	0	0	12803.0550	0
P35579	MYH9	erythrocytes	29	29	29	0	29	0	0	0	0	1534.85	226397.6100	0.006779444359
P35580	MYH10	erythrocytes	18	18	18	0	18	0	0	0	0	1090.03	228995.4250	0.004760051429
P35606	COPB2	erythrocytes	3	3	3	0	3	0	0	0	0	202	102354.5300	0.001973532583
P35611	ADD1	erythrocytes	30	30	30	0	30	0	0	0	0	2361.46	80954.0700	0.02917036784
P35612	ADD2	erythrocytes	27	27	27	0	27	0	0	0	0	2159.46	80853.1150	0.02670843294
P35613	BSG	erythrocytes	8	8	5	3	2	0	3	0	3	153.912	40200.3650	0.003828621954
P35670	ATP7B	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	157260.4700	0.002034331959
P35749	MYH11	erythrocytes	10	10	10	0	10	0	0	0	0	762.91	227335.7250	0.003355873785
P35754	GLRX	erythrocytes	4	4	4	0	2	0	0	0	2	138.078	11644.3900	0.01185789895
P35813	PPM1A	erythrocytes	3	3	3	0	2	1	0	0	0	370.32	42316.0800	0.0087512832
P35858	IGFALS	plasma	11	11	5	6	0	0	6	0	5	-10.08	63245.4150	-0.0001593791423
P35998	PSMC2	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	48502.0150	0.001733536225
P36507	MAP2K2	erythrocytes	11	11	11	0	11	0	0	0	0	765.96	44423.5250	0.0172422157
P36543	ATP6V1E1	erythrocytes	5	5	5	0	5	0	0	0	0	248.14	26013.7200	0.009538812596
P36551	CPOX	erythrocytes	3	3	3	0	3	0	0	0	0	222.09	39248.0050	0.005658631566
P36578	RPL4	erythrocytes	16	16	16	0	13	0	0	3	0	575.15	47565.5550	0.01209173319
P36639	NUDT1	erythrocytes	0	0	0	0	0	0	0	0	0	0	17951.2750	0
P36871	PGM1	erythrocytes	22	22	22	0	22	0	0	0	0	1627.89	61448.2850	0.0264920331
P36873	PPP1CC	erythrocytes	3	3	3	0	3	0	0	0	0	202	36852.1150	0.005481367894
P36915	GNL1	erythrocytes	11	11	11	0	11	0	0	0	0	879.78	68659.8600	0.01281360026
P36955	SERPINF1	plasma	5	5	4	1	4	0	1	0	0	222.91	44387.0700	0.005021957971
P36957	DLST	erythrocytes	8	8	8	0	8	0	0	0	0	520.52	41389.1950	0.01257622913
P36959	GMPR	erythrocytes	0	0	0	0	0	0	0	0	0	0	37418.4600	0
P36980	CFHR2	plasma	9	9	8	1	0	0	1	0	8	-16.128	28738.1050	-0.000561206106
P37802	TAGLN2	erythrocytes	9	9	9	0	8	0	0	1	0	376.1	22259.9450	0.01689581892
P37837	TALDO1	erythrocytes	7	7	7	0	7	0	0	0	0	370.16	37539.5400	0.009860536384
P37840	SNCA	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	14460.0850	0.01950057693
P38159	RBMX	erythrocytes	20	20	20	0	17	0	0	3	0	927.98	42331.3600	0.02192180927
P38405	GNAL	erythrocytes	4	4	4	0	2	2	0	0	0	1098.1	44176.6850	0.02485700319
P38606	ATP6V1A	erythrocytes	3	3	3	0	3	0	0	0	0	202	68303.2400	0.002957399971
P38646	HSPA9	erythrocytes	26	26	26	0	26	0	0	0	0	1765.22	68758.1700	0.0256728764
P38919	EIF4A3	erythrocytes	14	14	14	0	9	0	0	5	0	402.08	46870.3900	0.008578550338
P39019	RPS19	erythrocytes	5	5	5	0	5	0	0	0	0	240.22	15929.1050	0.01508057107
P39023	RPL3	erythrocytes	17	17	17	0	8	0	0	9	0	222.01	45977.2250	0.004828695077
P39656	DDOST	erythrocytes	0	0	0	0	0	0	0	0	0	0	46115.5250	0
P39687	ANP32A	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	28585.0900	0.01119184862
P40227	CCT6A	erythrocytes	9	9	9	0	8	0	0	1	0	356.24	57892.2150	0.006153504405
P40306	PSMB10	erythrocytes	2	1	1	0	2	0	0	0	0	79.98	24647.9850	0.003244889998
P40429	RPL13A	erythrocytes	5	5	5	0	5	0	0	0	0	166.02	23445.7850	0.007081016908
P40925	MDH1	erythrocytes	14	14	14	0	14	0	0	0	0	982.37	36294.4700	0.02706665781
P40926	MDH2	erythrocytes	35	35	35	0	33	1	1	0	0	2849.25	33000.1050	0.08634063437
