# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-12T21:58:23Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 eab7879e14401408aa6c70f4047db865441ca64fa933e1e751b571bfa7cac220
# composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 9ecb8ae2215e5755640d0ff4a5dd19bf23d7518a8401d0d7a77c6ad74939cdd4
# rules       = B0-B5, D31 (within-tier), D47 (summed rows), D48 (shared rows)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
accession	gene	tier	mw_master	match_rule	n_rows	rows	v_I	sd_I	valid_I	minor_row_share_I	shared_row_value_I	v_IIa	sd_IIa	valid_IIa	minor_row_share_IIa	shared_row_value_IIa	v_IIx	sd_IIx	valid_IIx	minor_row_share_IIx	shared_row_value_IIx	w_I_tier1	w_I_tier1_low	w_I_tier1_high	w_IIa_tier1	w_IIa_tier1_low	w_IIa_tier1_high	w_IIx_tier1	w_IIx_tier1_low	w_IIx_tier1_high	w_I_tier2	w_I_tier2_low	w_I_tier2_high	w_IIa_tier2	w_IIa_tier2_low	w_IIa_tier2_high	w_IIx_tier2	w_IIx_tier2_low	w_IIx_tier2_high
P20929	NEB	1	986650.4600	summed:4	4	2181;2182;2183;2184	2817.370107	1092.95931	19	0.02181387302	0	2899.990011	1030.013828	29	0.02899694174	0	2910.423182	1482.893223	13	0.0338200819	0	0.0525978665	0.03219326019	0.07300247281	0.04768226829	0.03074655627	0.06461798031	0.04763784479	0.02336582907	0.0719098605									
P21291	CSRP1	1	20567.3300	single	1	762	7.729416847	0	1	0	0	13.19824028	9.738420165	10	0	0	0	0	0	0	0	3.008053451e-06	3.008053451e-06	3.008053451e-06	4.523671182e-06	1.185846614e-06	7.861495749e-06	0	0	0									
P21333	FLNA	1	280605.1050	single	1	1198	4.037984848	8.160780372	19	0	0	5.818179607	28.75722522	29	0	0	8.692995071	12.99883676	13	0	0	2.143982105e-05	0	6.476976839e-05	2.72069447e-05	0	0.0001616813489	4.046668629e-05	0	0.000100977459									
P21817	RYR1	1;2	565167.7050	summed:2	2	2986;2987	222.2115936	100.483982	19	0.09475268558	0	366.5294924	154.9821262	29	0.05983540167	0	483.466814	145.8081465	13	0.04830608142	0	0.002376320172	0.001301749266	0.003450891078	0.003452099818	0.001992425274	0.004911774362	0.004532905315	0.00316583212	0.00589997851	0.02542844426	0.01392971328	0.03692717524	0.03296700753	0.01902734639	0.04690666867	0.03703928176	0.0258686515	0.04820991201
P22460	KCNA5	1	67226.8800	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
P23297	S100A1	2	10545.7050	single	1	2990	103.7868271	118.9386759	7	0	0	96.50629807	757.8671178	14	0	0	96.40857315	370.5805666	8	0	0										0.000221612163	0	0.000475577507	0.0001619662547	0	0.001433892555	0.0001378192316	0	0.0006675763608
P23327	HRC	1;2	77182.7900	single	1	1484	298.5654602	172.6363214	19	0	0	267.7186584	701.3613545	29	0	0	240.2144318	504.2263818	13	0	0	0.0004360345887	0.0001839109595	0.000688158218	0.0003443469144	0	0.001246456688	0.0003075758341	0	0.0009531983674	0.004665903764	0.001967987999	0.007363819528	0.003288458596	0	0.01190346432	0.002513264053	0	0.00778877573
P23634	ATP2B4	1	137918.4100	single	1	316	5.215717554	15.97111533	14	0	0	5.548256874	24.80969012	21	0	0	2.717633009	43.34075281	11	0	0	1.361122491e-05	0	5.529033052e-05	1.275192894e-05	0	6.977369497e-05	6.217928046e-06	0	0.0001053813109									
P24844	MYL9	1	19695.7500	single	1	2077	9.234192848	0	1	0	0	8.385268688	131.7961224	6	0	0	5.598783493	0	1	0	0	3.44137791e-06	3.44137791e-06	3.44137791e-06	2.752241813e-06	0	4.601081975e-05	1.829358565e-06	1.829358565e-06	1.829358565e-06									
P26678	PLN	2	6108.4750	single	1	2521	1867.475586	2428.425062	19	0	0	558.5844727	1236.14905	27	0	0	193.5550308	57.48020268	4	0	0										0.002309742006	0	0.005313280803	0.0005430188737	0	0.001744721208	0.0001602713205	0.0001126754097	0.0002078672313
P27797	CALR	2	46465.7450	single	1	457	180.5045776	150.0157674	19	0	0	223.0112915	160.3390274	29	0	0	237.5467682	702.7041024	13	0	0										0.00169823139	0.0002868462137	0.003109616566	0.001649122899	0.0004634485774	0.002834797221	0.001496237659	0	0.005922365404
P28161	GSTM2	2	25744.2650	single	1	1350	41.3496933	129.0187263	12	0	0	213.9072266	295.5953259	24	0	0	226.2329559	784.7577014	13	0	0										0.0002155403228	0	0.0008880661798	0.000876393643	0	0.002087469438	0.0007895050598	0	0.003528143086
P28289	TMOD1	1	40568.6300	single	1	3517	34.95970154	39.93622397	19	0	0	63.14952087	53.93836251	28	0	0	72.91379547	55.63353042	13	0	0	2.683607281e-05	0	5.749226743e-05	4.269307969e-05	6.227327023e-06	7.915883235e-05	4.907187913e-05	1.162983044e-05	8.651392783e-05									
P29475	NOS1	1;2	160968.0450	single	1	2237	3.362082124	3.348822982	16	0	0	5.841594219	7.140746924	23	0	0	3.540567994	8.33719511	12	0	0	1.024021065e-05	4.038461807e-08	2.044003667e-05	1.566996901e-05	0	3.482489125e-05	9.454645506e-06	0	3.171808584e-05	0.00010957809	4.321463166e-07	0.0002187240336	0.0001496457268	0	0.000332572206	7.725581156e-05	0	0.0002591748639
P29536	LMOD1	1	67029.3650	single	1	1751	6.381236553	173.0802266	5	0	0	3.201345682	45.68418576	16	0	0	22.57426834	9.247670341	9	0	0	8.093397163e-06	0	0.0002276130785	3.57597735e-06	0	5.460627202e-05	2.510217944e-05	1.481893673e-05	3.538542215e-05									
P30626	SRI	1;2	21676.1250	single	1	3280	30.03961134	30.15475041	2	0	0	15.42101002	4.814384492	5	0	0	18.98415565	0	1	0	0	1.232074189e-05	0	2.468870805e-05	5.570466264e-06	3.831386504e-06	7.309546023e-06	6.826617572e-06	6.826617572e-06	6.826617572e-06	0.0001318413664	0	0.0002641880685	5.31970722e-05	3.658913542e-05	6.980500898e-05	5.578166631e-05	5.578166631e-05	5.578166631e-05
P31415	CASQ1	1;2	41688.2750	single	1	489	19347.18555	13487.7614	19	0	0	25884.85938	11353.90139	29	0	0	37901.89844	85440.38485	13	0	0	0.0152613385	0.004621998125	0.02590067887	0.01798277942	0.01009497516	0.02587058369	0.02621244486	0	0.08530186965	0.1633080003	0.0494589168	0.2771570838	0.1717327006	0.09640541685	0.2470599844	0.2141871633	0	0.6970187473
P31431	SDC4	1	19765.9650	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
P32418	SLC8A1	1	104542.9550	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
P35222	CTNNB1	1	85364.0250	single	1	779	3.34410882	6.113636968	17	0	0	3.920354128	14.57719875	22	0	0	7.168306589	15.49965287	10	0	0	5.401522494e-06	0	1.527648452e-05	5.576956608e-06	0	2.631396206e-05	1.015135692e-05	0	3.210110285e-05									
P35443	THBS4	2	103145.8100	single	1	3448	0	0	0	0	0	3.957184792	1.532725771	3	0	0	2.305467844	0.04855559823	4	0	0										0	0	0	6.495778189e-05	3.979785848e-05	9.011770531e-05	3.2235114e-05	3.15562083e-05	3.291401969e-05
P35498	SCN1A	1	228968.7300	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
P35573	AGL	2	174761.3450	single	1	109	482.4428101	230.9586993	19	0	0	1055.257324	461.3640271	29	0	0	1247.408691	299.1732546	13	0	0										0.01707131421	0.008898804553	0.02524382387	0.02934925072	0.01651760464	0.0421808968	0.02955103489	0.02246363896	0.03663843082
P35609	ACTN2	1	103852.0450	single	1	73	15565.25488	5515.169179	19	0	0	12167.53613	4790.731715	29	0	0	8652.225586	3828.439456	13	0	0	0.03058666968	0.01974902782	0.04142431154	0.02105788646	0.01276675148	0.02934902145	0.01490649464	0.008310664278	0.02150232501									
P41145	OPRK1	2	42644.6150	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
P45378	TNNT3	1	31692.8750	single	1	3536	213.9125061	2911.990126	19	0	0	34155.53516	16301.90724	29	0	0	33501.07422	21872.33192	13	0	0	0.0001282799308	0	0.001874554137	0.01803930554	0.009429424758	0.02664918631	0.01761379803	0.0061140224	0.02911357366									
P45379	TNNT2	1	35791.8200	shared_group	0	3535	3.301280081	0	0	0	3.301280081	5.333713055	0	0	0	5.333713055	10.03249645	0	0	0	10.03249645	2.235769656e-06	2.235769656e-06	2.235769656e-06	3.181343124e-06	3.181343124e-06	3.181343124e-06	5.956970356e-06	5.956970356e-06	5.956970356e-06									
P47756	CAPZB	1	30497.1100	single	1	479	797.3919678	877.6149173	19	0	0	931.151123	413.0732073	29	0	0	942.1596069	505.277921	13	0	0	0.0004601415449	0	0.0009665763977	0.0004732340005	0.0002632999935	0.0006831680075	0.0004766677925	0.000221032007	0.000732303578									
P47989	XDH	2	146422.5500	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
P48788	TNNI2	1	21207.0600	single	1	3532	119.6349907	2875.648407	16	0	0	35012.75391	15590.17114	29	0	0	41049.82031	13062.12652	13	0	0	4.800644965e-05	0	0.001201930312	0.0123738207	0.00686411464	0.01788352676	0.01444190111	0.009846462251	0.01903733997									
P49257	LMAN1	1	54208.1250	single	1	1742	23.19044876	14.78585067	18	0	0	33.75579453	15.61465308	27	0	0	30.87327194	15.98494207	12	0	0	2.378671351e-05	8.620694194e-06	3.895273283e-05	3.049367748e-05	1.638800461e-05	4.459935036e-05	2.776384975e-05	1.338884179e-05	4.213885772e-05									
P50461	CSRP3	1	20968.8150	single	1	763	375.2624817	778.7243436	19	0	0	744.8037109	697.4224366	29	0	0	103.2478867	993.0630763	13	0	0	0.0001488915112	0	0.0004578630976	0.0002602632221	1.655684975e-05	0.0005039695945	3.59159783e-05	0	0.0003813645202									
P50479	PDLIM4	1	35397.5150	single	1	2405	12.33112621	4.459152487	4	0	0	9.506052971	4.638990741	4	0	0	9.343834877	14.59829167	3	0	0	8.259170293e-06	5.272508806e-06	1.124583178e-05	5.607510387e-06	2.871023557e-06	8.343997218e-06	5.486944545e-06	0	1.405944373e-05									
P51114	FXR1	1	69588.7850	single	1	1224	93.07129669	190.345017	19	0	0	54.50772095	276.6257026	29	0	0	71.61994171	172.910834	13	0	0	0.0001225507355	0	0.0003731857073	6.321124731e-05	0	0.0003840071895	8.268102625e-05	0	0.0002822964527									
P52179	MYOM1	1	187624.1600	summed:2	2	2091;2092	2542.111343	1122.348124	19	0.01797390416	0	2479.786774	1131.263239	29	0.0134656732	0	2221.665148	965.2605626	13	0.01964424343	0	0.00902493812	0.00504040676	0.01300946948	0.007753542691	0.004216424938	0.01129066044	0.006915124514	0.003910667706	0.009919581322									
P52961	ART1	2	30536.9500	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
P54289	CACNA2D1	2	122134.5100	single	1	445	96.91503906	105.4864195	19	0	0	179.5597534	161.8316957	29	0	0	372.5984192	156.6569451	13	0	0										0.002396653825	0	0.005005273016	0.00349012241	0.0003445821814	0.006635662639	0.006168761119	0.003575139616	0.008762382623
P54296	MYOM2	1	164867.1200	summed:2	2	2093;2094	3005.65826	1287.851285	19	0.001740713801	0	5181.499849	2024.81422	29	0.001012342848	0	5563.241179	2829.881067	13	0.001117910694	0	0.009376366082	0.005358821816	0.01339391035	0.01423595556	0.008672862614	0.0197990485	0.01521579263	0.007475901065	0.0229556842									
P55145	MANF	2	18161.8450	single	1	1817	14.82314205	9.1974815	4	0	0	4.517427444	0	1	0	0	3.800359845	1.328399713	2	0	0										5.450997396e-05	2.068755795e-05	8.833238997e-05	1.305703041e-05	1.305703041e-05	1.305703041e-05	9.356280557e-06	6.085832254e-06	1.262672886e-05
P56539	CAV3	1	17259.0900	single	1	494	109.1820755	156.4606762	16	0	0	175.9423141	70.88169957	20	0	0	114.1451492	1137.338356	9	0	0	3.565579652e-05	0	8.675145493e-05	5.060404993e-05	3.021724826e-05	7.099085161e-05	3.268195255e-05	0	0.0003583238079									
P57103	SLC8A3	2	99593.2100	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
P60900	PSMA6	1	27399.1550	single	1	2684	263.4385681	325.1573159	19	0	0	57.12265778	41.91615413	29	0	0	110.9340591	115.2840854	13	0	0	0.0001365769562	0	0.0003051513485	2.608210611e-05	6.943263094e-06	4.522094912e-05	5.042370055e-05	0	0.0001028246516									
P61313	RPL15	1	24014.5200	single	1	2884	87.66897202	48.31355513	18	0	0	119.7677078	302.5872347	25	0	0	82.84001923	40.93305888	13	0	0	3.983645902e-05	1.788295695e-05	6.17899611e-05	4.793036437e-05	0	0.0001690240772	3.300249264e-05	1.669524178e-05	4.930974349e-05									
P62942	FKBP1A	1;2	11819.3900	single	1	1188	348.4530945	236.2865808	19	0	0	734.7758789	513.2774213	27	0	0	1059.96106	850.3999012	13	0	0	7.792921333e-05	2.508529357e-05	0.0001307731331	0.0001447261591	4.36277536e-05	0.0002458245645	0.0002078344876	4.10902227e-05	0.0003745787526	0.000833902216	0.0002684318371	0.001399372595	0.00138211194	0.0004166381499	0.002347585729	0.001698257434	0.0003357564807	0.003060758386
P63261	ACTG1	1	41792.2900	summed:3	3	68;69;70	239.3656788	408.8034542	16	0.3500909623	0	203.8949623	995.6866079	27	0.2830389149	0	131.7593317	569.0954457	12	0.4104956227	0	0.0001892861997	0	0.0005125608339	0.0001420037283	0	0.000835454949	9.135034538e-05	0	0.0004859111316									
P63316	TNNC1	1	18402.3300	single	1	3529	61876.72656	24029.11948	19	0	0	192.156311	3330.305283	28	0	0	169.9576416	1320.444059	13	0	0	0.02154572181	0.01317868703	0.0299127566	5.892838642e-05	0	0.001080229824	5.18855174e-05	0	0.0004549972724									
P67936	TPM4	1	28390.2000	summed:3	3	3574;3575;3576	12158.97365	12327.36856	19	0.003206625853	0	24786.59892	20002.7621	28	0.001579312993	0	42760.22958	28952.41893	12	0.002334672653	0	0.006531700653	0	0.01315386167	0.0117268798	0.002263298791	0.02119046081	0.02013914931	0.006503182112	0.0337751165									
P68032	ACTC1	1	41887.2250	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
P68106	FKBP1B	1;2	11782.4050	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P68133	ACTA1	1	41919.2950	single	1	66	100000	0	19	0	0	100000	0	29	0	0	100000	0	13	0	0	0.07931856955	0.07931856955	0.07931856955	0.06985718037	0.06985718037	0.06985718037	0.0695419095	0.0695419095	0.0695419095									
P84077	ARF1	1	20565.2950	shared_group	0	238	16.15226746	0	0	0	16.15226746	33.12281799	0	0	0	33.12281799	53.3625946	0	0	0	53.3625946	6.285348232e-06	6.285348232e-06	6.285348232e-06	1.135165815e-05	1.135165815e-05	1.135165815e-05	1.820558014e-05	1.820558014e-05	1.820558014e-05									
Q00765	REEP5	2	21492.8400	single	1	2840	771.3206787	384.4729016	19	0	0	734.097229	328.8053777	27	0	0	1142.820312	1718.313841	13	0	0										0.003356638098	0.001683486548	0.005029789648	0.002510964976	0.001386292719	0.003635637233	0.003329586539	0	0.008335863178
Q00872	MYBPC1	1	128292.8700	summed:4	4	2041;2042;2043;2044	11487.01221	2281.398325	19	0.0009742235844	0	9558.932277	2851.038771	29	0.02913716297	0	7406.333352	1850.188082	13	0.01848012594	0	0.02788499087	0.02234684307	0.03342313868	0.02043661614	0.01434120891	0.02653202338	0.01576298337	0.01182520707	0.01970075968									
Q01082	SPTBN1	1	274473.2500	single	1	3275	47.34880829	20.67587131	19	0	0	39.26795578	19.90462302	29	0	0	31.78616524	35.75473376	13	0	0	0.0002459064844	0.0001385261509	0.0003532868179	0.0001796120213	8.856807712e-05	0.0002706559655	0.0001447340793	0	0.000307538508									
Q01449	MYL7	1	19316.5850	summed:2	2	2075;2076	25.49374866	48.13460391	10	0.42602762	0	577.1164489	517.8130915	25	0.02038553115	0	734.7038848	455.3919261	9	0.01326537312	0	9.318048204e-06	0	2.691140277e-05	0.0001857765461	1.909003448e-05	0.0003524630578	0.0002354373317	8.950607672e-05	0.0003813685867									
Q01484	ANK2	1	433708.4500	summed:2	2	177;178	233.5598564	203.9590781	15	0.02285061579	0	183.3609433	68.95648829	22	0.02774868259	0	334.4765899	112.9800991	12	0.01908443782	0	0.001916712551	0.0002429192422	0.003590505859	0.001325262168	0.0008268712702	0.001823653066	0.00240655755	0.001593666249	0.003219448852									
Q01668	CACNA1D	1	245137.6700	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q03001	DST	1	860647.8550	summed:2	2	954;955	3.56871289	4.085247466	15	0.194211581	0	8.698299259	11.48570498	21	0.1130897174	0	1.521567829	5.892975384	8	0.1384141142	0	5.811630624e-05	0	0.0001246443515	0.0001247547006	0	0.0002894875573	2.172448297e-05	0	0.0001058625943									
Q05682	CALD1	1	93229.9300	single	1	453	11.84749126	11.02236721	7	0	0	7.308197498	184.3015428	13	0	0	32.76321697	32.36560669	8	0	0	2.089982543e-05	1.455578084e-06	4.034407278e-05	1.135436146e-05	0	0.0002976939596	5.06727574e-05	6.149582066e-07	0.0001007305566									
Q06413	MEF2C	2	51220.5100	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q07343	PDE4B	1	83342.1350	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q08043	ACTN3	1	103239.6300	single	1	74	74.28707123	542.1098151	19	0	0	2403.144287	2436.665051	29	0	0	8461.325195	4215.994723	13	0	0	0.0001451177644	0	0.00120411448	0.004134503546	0	0.008326678084	0.01449163769	0.007270940384	0.02171233499									
Q08209	PPP3CA	1	58555.8950	single	1	2610	4.163658619	8.60225709	11	0	0	12.94025993	16.42758305	28	0	0	28.28570747	25.33337161	13	0	0	4.613246288e-06	0	1.414436644e-05	1.262730603e-05	0	2.865759595e-05	2.747706306e-05	2.867933168e-06	5.208619295e-05									
Q08629	SPOCK1	2	47008.1950	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q09013	DMPK	2	69384.1200	single	1	903	3.204856873	1.711126916	3	0	0	0	0	0	0	0	0	0	0	0	0										4.502404009e-05	2.098494883e-05	6.906313136e-05	0	0	0	0	0	0
Q09666	AHNAK	1	629096.1750	single	1	121	17.67440033	30.53983612	19	0	0	23.21390343	120.2447631	29	0	0	25.88326454	45.15670443	13	0	0	0.0002103888093	0	0.0005739224871	0.0002433673428	0	0.001503976037	0.0002701274613	0	0.0007413997737									
Q0VAK6	LMOD3	1	64913.3850	single	1	1753	133.8754272	395.1834281	19	0	0	97.89311981	700.0067789	29	0	0	125.0467911	219.2042226	13	0	0	0.0001644356691	0	0.0006498290886	0.0001058969638	0	0.0008631370297	0.0001346602602	0	0.0003707166788									
Q0ZGT2	NEXN	1	80657.3200	single	1	2195	122.6411591	40.50717111	19	0	0	140.1693726	54.30042233	29	0	0	163.3119507	166.8720658	13	0	0	0.0001871720243	0.0001253509418	0.0002489931068	0.0001884056833	0.0001154189246	0.000261392442	0.0002185216119	0	0.0004418068806									
Q12792	TWF1	1	40150.8500	single	1	3649	2.833172083	3.191858832	3	0	0	3.201833725	0	1	0	0	4.855570316	4.483711318	3	0	0	2.152427841e-06	0	4.57735849e-06	2.142350873e-06	2.142350873e-06	2.142350873e-06	3.234205661e-06	2.476884074e-07	6.220722915e-06									
Q12797	ASPH	2	85861.4550	summed:2	2	292;293	2414.217237	1046.697123	19	0.001161616955	0	4124.421908	2075.728432	29	0.002031187636	0	7216.632341	4650.908461	13	0.0006459574997	0										0.04197109785	0.0237742982	0.06016789749	0.05635787292	0.02799422784	0.08472151801	0.08399460159	0.02986253766	0.1381266655
Q12955	ANK3	1;2	480403.1900	single	1	179	1.150157332	0.7500053048	15	0	0	1.416536212	1.318765726	27	0	0	1.866865814	0.8213098083	12	0	0	1.045500003e-05	3.637406242e-06	1.727259382e-05	1.134045935e-05	7.827277674e-07	2.189819092e-05	1.487824229e-05	8.332701507e-06	2.142378308e-05	0.0001118765007	3.892303023e-05	0.0001848299713	0.000108299594	7.474926439e-06	0.0002091242615	0.0001215731126	6.80881813e-05	0.0001750580439
Q13023	AKAP6	2	256716.3900	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q13049	TRIM32	1	71856.4750	single	1	3601	1.824256182	0	1	0	0	1.806683362	0.1661891541	2	0	0	1.992154837	0	1	0	0	2.480348118e-06	2.480348118e-06	2.480348118e-06	2.1634409e-06	1.96443513e-06	2.36244667e-06	2.374770471e-06	2.374770471e-06	2.374770471e-06									
Q13061	TRDN	2	81594.3200	single	1	3594	623.4953613	292.20745	19	0	0	1631.798462	683.0544179	29	0	0	1832.941895	1331.005919	13	0	0										0.0103007511	0.005473199206	0.01512830299	0.02118945133	0.0123197602	0.03005914246	0.02027342737	0.005551710387	0.03499514436
Q13153	PAK1	1	60514.9250	single	1	2343	2.507895172	1.515540402	2	0	0	2.454118013	1.037242034	2	0	0	2.130777121	0	1	0	0	2.871658435e-06	1.136293086e-06	4.607023783e-06	2.474885008e-06	1.428865727e-06	3.520904289e-06	2.139110235e-06	2.139110235e-06	2.139110235e-06									
Q13203	MYBPH	1	52049.3700	single	1	2047	17.2751236	115.5298642	16	0	0	28.89559937	218.1050405	23	0	0	58.09475327	133.3204556	12	0	0	1.701365194e-05	0	0.000130794887	2.506364708e-05	0	0.0002142449717	5.016317656e-05	0	0.0001652816198									
Q13418	ILK	1	51418.4950	single	1	1587	7.597255468	4.160168294	12	0	0	10.04951859	9.173846841	19	0	0	6.497347116	26.70343577	10	0	0	7.391575115e-06	3.344034978e-06	1.143911525e-05	8.611160835e-06	7.503394483e-07	1.647198222e-05	5.542275006e-06	0	2.832046155e-05									
Q13496	MTM1	1	69930.6800	single	1	2013	2.242640018	2.48430105	12	0	0	2.195802271	3.308441429	14	0	0	6.314334869	5.533542915	3	0	0	2.967482881e-06	0	6.254733968e-06	2.558927983e-06	0	6.414495246e-06	7.325343643e-06	9.058071038e-07	1.374488018e-05									
Q13501	SQSTM1	1	47555.3300	single	1	3279	12.21703851	14.15482773	2	0	0	8.300701857	8.758705934	12	0	0	7.238997459	5.599053446	9	0	0	1.099324852e-05	0	2.373017644e-05	6.578260948e-06	0	1.351948763e-05	5.710975083e-06	1.29378128e-06	1.012816889e-05									
Q13554	CAMK2B	2	72676.6850	single	1	461	25.74160576	34.7394256	17	0	0	39.63930893	30.08595466	28	0	0	35.49144745	21.73556251	13	0	0										0.0003787969586	0	0.0008900000625	0.0004584737221	0.000110495415	0.0008064520292	0.0003496530909	0.0001355196261	0.0005637865556
Q13555	CAMK2G	2	62606.2650	single	1	463	33.02019882	41.82480665	15	0	0	19.70474052	51.18059618	25	0	0	26.85733223	53.41066009	11	0	0										0.0004185749347	0	0.0009487599832	0.000196327791	0	0.000706264645	0.0002279288069	0	0.0006812064416
Q13557	CAMK2D	2	56237.4050	single	1	462	102.2647476	73.35207623	19	0	0	83.55384064	61.78026012	29	0	0	53.46380234	48.11379883	13	0	0										0.001164466402	0.0003292222903	0.001999710514	0.0007477991285	0.0001948715273	0.00130072673	0.0004075713665	4.078475802e-05	0.000774357975
Q13586	STIM1	2	74888.0200	summed:2	2	3324;3325	191.710269	293.1230801	19	0.01698443769	0	115.2127256	286.7710979	28	0.03054300481	0	209.9946195	284.0264348	13	0.02477919227	0										0.00290692257	0	0.007351578049	0.00137311232	0	0.004790867829	0.002131763716	0	0.005015062582
Q13643	FHL3	1	31060.5500	single	1	1180	1514.463379	532.999649	19	0	0	1190.741211	442.2520931	29	0	0	1704.141846	682.4817586	13	0	0	0.0008900795463	0.000576825299	0.001203333794	0.0006163446187	0.0003874286333	0.0008452606042	0.0008781071712	0.0005264391877	0.001229775155									
Q13698	CACNA1S	1	212347.3000	single	1	444	53.85476303	45.45826063	19	0	0	103.0792084	61.34505161	29	0	0	96.79273987	59.90374227	13	0	0	0.000216387299	3.37369691e-05	0.0003990376289	0.0003647664615	0.0001476846876	0.0005818482353	0.0003409747096	0.0001299499865	0.0005519994326									
Q13813	SPTAN1	1	284534.1550	summed:2	2	3272;3273	11.7054354	115.9085876	19	0.1847055964	0	91.98355758	484.0167365	28	0.03092347052	0	28.84625816	61.17109749	13	0.08246164129	0	6.302065049e-05	0	0.0006870584879	0.0004361558386	0	0.002731204336	0.0001361621917	0	0.0004249064251									
Q13936	CACNA1C	1	248973.0200	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q14118	DAG1	1	94324.2550	single	1	814	67.98209381	315.5781026	19	0	0	62.69664764	106.9665044	29	0	0	209.8395081	197.2047941	13	0	0	0.0001213329686	0	0.0006845699313	9.855185108e-05	0	0.0002666907772	0.0003283547359	1.977067236e-05	0.0006369387994									
Q14192	FHL2	1	32192.6500	single	1	1179	9.786343575	7.995268605	3	0	0	19.7604332	29.89865302	10	0	0	206.6645813	0	1	0	0	5.961260358e-06	1.091016694e-06	1.083150402e-05	1.060108389e-05	0	2.664112339e-05	0.0001103711129	0.0001103711129	0.0001103711129									
Q14315	FLNC	1;2	291019.3800	single	1	1200	3610.427246	1958.941559	19	0	0	4350.991211	1661.191046	29	0	0	2858.293945	1100.393152	13	0	0	0.0198811459	0.009094056094	0.03066823571	0.02110120222	0.01304484759	0.02915755685	0.01379943935	0.00848689667	0.01911198202	0.2127434747	0.0973133592	0.3281735902	0.2015131453	0.1245762322	0.2784500584	0.1127579966	0.06934814102	0.1561678521
Q14324	MYBPC2	1	128070.4100	single	1	2045	24.5786171	278.4031285	19	0	0	4284.319824	2008.119261	29	0	0	12766.50781	3583.074003	13	0	0	5.956170854e-05	0	0.0007342199259	0.00914382205	0.004857987675	0.01342965643	0.02712398881	0.01951131504	0.03473666259									
Q14331	FRG1	1	29172.0250	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q14524	SCN5A	1	226936.5850	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q14571	ITPR2	2	308059.5600	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q14573	ITPR3	2	304102.2000	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q14596	NBR1	1	107411.6550	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q14643	ITPR1	2	313924.7850	single	1	1633	4.782791615	5.704888048	17	0	0	1.397577047	5.500955142	12	0	0	0	0	0	0	0										0.000304006454	0	0.0006666237131	6.982237701e-05	0	0.0003446478434	0	0	0
Q14896	MYBPC3	1	140760.6650	single	1	2046	5.148695946	4.47514998	11	0	0	2.454722643	5.605857145	17	0	0	3.958780289	4.727416409	7	0	0	1.371322049e-05	1.793946358e-06	2.563249461e-05	5.758121451e-06	0	1.890795994e-05	9.244328088e-06	0	2.028353338e-05									
