# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-17T02:11:26Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# D58: the combined standard — contractile (tier 1) and support (tier 2) together, one denominator per fiber type; ordered by type-I weight
rank_I	accession	gene	tier	match_rule	w_I	rank_I	cumulative_share_I_in_I_order	w_I_low	w_I_high	w_IIa	rank_IIa	cumulative_share_IIa_in_IIa_order	w_IIa_low	w_IIa_high	w_IIx	rank_IIx	cumulative_share_IIx_in_IIx_order	w_IIx_low	w_IIx_high
348	P02647	APOA1	2	single	0.0001483472313	348	0.9487465719	0	0.0004961488781	0.0001055950486	396	0.9579618643	0	0.0004204626602	8.832547976e-05	470	0.954517568	0	0.0003778788126
349	P61604	HSPE1	2	single	0.0001477697905	349	0.9488943417	3.175062709e-05	0.0002637889539	0.0001250451762	353	0.9530120717	2.255700762e-05	0.0002275333448	0.000111392773	405	0.9480342284	0	0.0003802391385
350	P18206	VCL	1	single	0.0001477673508	350	0.9490421091	0	0.0002977385276	0.0002029767626	256	0.9373932756	0	0.0009742487635	0.0002027385916	263	0.9260087753	0	0.001716613366
351	O75962	TRIO	2	single	0.0001465576777	351	0.9491886667	7.864172344e-05	0.000214473632	0.0001175541578	369	0.9549370344	0.0001175541578	0.0001175541578	1.136682326e-05	1644	0.9909321283	1.136682326e-05	1.136682326e-05
352	Q16695	H3-4	2	shared_split	0.0001448608331	352	0.9493335276	0.0001448608331	0.0004345824994	0.0001188927933	363	0.9542287454	0.0001188927933	0.0003566783798	0.0001231631677	380	0.9451096936	0.0001231631677	0.0003694895031
353	O14561	NDUFAB1	2	single	0.0001447439594	353	0.9494782715	7.379656709e-05	0.0002156913518	7.357151705e-05	466	0.964093258	8.832023959e-06	0.0001383110101	5.87461319e-05	607	0.9643600842	0	0.000172691165
354	P27816	MAP4	2	summed:2	0.0001444776627	354	0.9496227492	0	0.002126463745	0.0001410726481	332	0.9502261533	6.028794115e-05	0.000221857355	0.0001694309487	314	0.9355247948	0	0.0005540056565
355	P84243	H3-3A	2	shared_split	0.0001431616176	355	0.9497659108	0.0001431616176	0.0004294848528	0.0001174981825	370	0.9550545326	0.0001174981825	0.0003524945474	0.0001217184655	382	0.9453540654	0.0001217184655	0.0003651553964
356	Q6NXT2	H3-5	2	shared_split	0.0001420861009	356	0.9499079969	0.0001420861009	0.0004262583028	0.000116615465	373	0.955405067	0.000116615465	0.0003498463951	0.0001208040427	387	0.9459602293	0.0001208040427	0.0003624121282
357	P12814	ACTN1	1	summed:2	0.0001401184521	357	0.9500481154	0	0.0004376613016	0.0001611469814	302	0.9457357284	0	0.0004685748419	5.130137691e-05	655	0.9669917559	0	0.0001568992147
358	Q53RD9	FBLN7	2	single	0.0001385808095	358	0.9501866962	0	0.001391263804	7.570029718e-05	462	0.9637979258	0	0.001319224635	0.0008759455851	94	0.857752595	0	0.001872658487
359	O75915	ARL6IP5	2	single	0.000138189367	359	0.9503248855	3.112803453e-05	0.0002452506994	0.0001485028855	318	0.9482002572	7.543619683e-05	0.0002215695741	0.0001735791222	309	0.9346692929	0	0.0004648898895
360	Q9NX14	NDUFB11	2	single	0.0001377954566	360	0.950462681	6.232929628e-05	0.0002132616169	0.0001018629983	401	0.9584795907	4.855692932e-05	0.0001551690673	5.447279981e-05	634	0.9658817958	1.992012421e-05	8.90254754e-05
361	Q12802	AKAP13	2	single	0.0001374835938	361	0.9506001646	0	0.0003536628965	3.91141177e-05	677	0.9753273442	0	0.0001301336428	2.887491294e-05	952	0.9784942762	0	0.0001237137904
362	Q5BKX8	CAVIN4	1	single+via_mapping:MURC	0.0001371121299	362	0.9507372767	0	0.0003415857394	8.198762824e-05	443	0.9623031917	1.220399731e-05	0.0001517712592	0.0001342593116	364	0.9430446683	0	0.0006391544019
363	Q6NVY1	HIBCH	2	single	0.0001365573245	363	0.950873834	0	0.0003017962235	0.0001733729167	289	0.9435772796	1.181082495e-05	0.0003349350084	8.240929855e-05	494	0.9565650157	0	0.0005947736439
364	P63261	ACTG1	1	summed:3	0.0001356600322	364	0.9510094941	0	0.0003673485935	0.0001033917711	399	0.9582753178	0	0.0006082880211	6.537146508e-05	570	0.9620873621	0	0.000347724165
365	P47755	CAPZA2	2	single	0.0001356518741	365	0.9511451459	5.315329396e-05	0.0002181504542	0.0001294869436	346	0.9521296668	4.263491316e-05	0.000216338974	0.0001420229695	349	0.9409716653	3.494289564e-05	0.0002491030434
366	O95817	BAG3	1	single	0.0001347875923	366	0.9512799335	6.245431199e-05	0.0002071208727	0.0001533431561	312	0.9472974185	3.179439281e-05	0.0002748919194	0.0001226532737	381	0.9452323469	8.829364381e-06	0.0002364771831
367	Q0ZGT2	NEXN	1	single	0.0001341448182	367	0.9514140784	8.983810137e-05	0.000178451535	0.0001371766609	338	0.9510590978	8.403558961e-05	0.0001903177322	0.0001563768354	331	0.9382796105	0	0.0003161626039
368	Q9P2K3	RCOR3	2	shared_split	0.0001340810859	368	0.9515481594	0.0001340810859	0.0002681621718	1.351206559e-06	3517	0.9998448574	1.351206559e-06	2.702413118e-06	6.644751323e-06	2168	0.9954750509	6.644751323e-06	1.328950265e-05
369	O95453	PARN	2	single	0.000133108875	369	0.9516812683	5.423721713e-05	0.0002119805328	0.000117195705	371	0.9551717283	4.069799427e-05	0.0001936934157	2.399236398e-06	3077	0.9993876494	2.399236398e-06	2.399236398e-06
370	P55822	SH3BGR	2	single	0.0001316762139	370	0.9518129445	8.205097266e-05	0.0001813014551	0.0001507040584	315	0.9477524833	6.330509917e-05	0.0002381030175	0.0002386382408	236	0.9201218938	0.0001586864731	0.0003185900084
371	P60174	TPI1	2	single	0.0001305513816	371	0.9519434959	0	0.001016255114	0.0006171836367	132	0.8946735049	0	0.002065754607	0.0005536736096	132	0.8838142519	0	0.004567770626
372	P62917	RPL8	2	single	0.0001304112714	372	0.9520739072	0	0.0004490330166	0.0001585691741	303	0.9458942975	0	0.0008221726855	0.0001745982961	308	0.9344957138	0	0.0006513463074
373	P00338	LDHA	2	single	0.0001301395341	373	0.9522040467	0	0.0005367998786	0.00176125512	62	0.8277694817	0	0.005415396781	0.002511573751	48	0.7896893839	0	0.007968109836
374	P11047	LAMC1	2	single	0.0001300349427	374	0.9523340817	0	0.0006649819526	0.0001151017405	377	0.9558684862	0	0.0002465641686	2.835984839e-05	965	0.9788668905	0	0.0002576860291
375	Q01469	FABP5	2	single	0.0001291838404	375	0.9524632655	0	0.0004286578649	3.829927845e-05	688	0.9757525931	0	0.001206827968	8.966323684e-05	469	0.9544292425	0	0.01023138517
376	Q9UKL0	RCOR1	2	shared_split	0.0001286439282	376	0.9525919094	0.0001286439282	0.0002572878565	1.296413424e-06	3531	0.9998633504	1.296413424e-06	2.592826847e-06	6.37529825e-06	2211	0.9957545753	6.37529825e-06	1.27505965e-05
377	P68366	TUBA4A	2	single	0.0001279220525	377	0.9527198315	2.062460066e-05	0.0002352195044	0.0002188521486	240	0.9340273378	3.025952717e-05	0.00040744477	0.0003162018862	193	0.9084812396	9.443550876e-05	0.0005379682637
378	Q9UIW2	PLXNA1	2	single	0.0001270089267	378	0.9528468404	0.0001270089267	0.0001270089267	7.591375925e-06	1722	0.9927567613	5.40346397e-06	9.77928788e-06	9.595481227e-06	1786	0.9924080074	3.990139092e-06	1.520082336e-05
379	P23786	CPT2	2	single	0.0001266497899	379	0.9529734902	0	0.0007391258807	8.012805715e-05	448	0.9627085043	0	0.0007409710993	3.295981341e-05	884	0.9763970992	0	0.0001209100667
380	O95139	NDUFB6	2	single	0.0001257571287	380	0.9530992473	7.717640151e-05	0.0001743378558	7.783579402e-05	456	0.9633376323	1.044021388e-05	0.0001452313742	4.660145435e-05	704	0.9693740635	0	0.0001611111949
381	Q9Y281	CFL2	1	single	0.0001256109171	381	0.9532248582	0	0.0002777971279	0.0002150821986	244	0.9348948778	8.109958255e-05	0.0003490648146	0.0001509434994	339	0.9395103284	0	0.0004626740345
382	Q9Y4W6	AFG3L2	2	single	0.0001253419232	382	0.9533502002	4.392710984e-05	0.0002067567365	0.0001157200126	376	0.9557533844	7.033262325e-05	0.0001611074019	9.467424082e-05	455	0.9531315196	0	0.0002103874768
383	O43852	CALU	2	single	0.0001245697583	383	0.9534747699	4.451882632e-05	0.0002046206902	0.0001201119492	360	0.9538709888	4.234837159e-05	0.0001978755267	0.0001465344046	345	0.9404002108	0	0.0004584122151
384	P00558	PGK1	2	single	0.0001223556509	384	0.9535971256	0	0.000415129071	0.001209453086	76	0.8476643003	0	0.003415025841	0.001112143842	82	0.846069539	0	0.004624317886
385	Q9NSE4	IARS2	2	single	0.0001215453955	385	0.953718671	1.172007931e-05	0.0002313707117	8.869048465e-05	424	0.9606793993	0	0.0003883251177	5.23927517e-05	648	0.9666284017	0	0.0006871235312
386	Q9UN36	NDRG2	2	single	0.0001210948378	386	0.9538397658	0	0.0003047762983	0.0001872673001	276	0.941249338	0	0.000414599954	0.0002038579841	259	0.9251971884	0	0.000909476832
387	P49327	FASN	2	single	0.000119216755	387	0.9539589826	2.845213015e-05	0.0002099813799	4.499020714e-05	626	0.9731742666	0	0.0001374942111	1.452128728e-05	1416	0.9879988335	0	0.0001772493339
388	Q9Y6C9	MTCH2	2	single	0.0001188524889	388	0.9540778351	5.018697148e-05	0.0001875180063	6.58339808e-05	497	0.9662591233	1.074963846e-06	0.0001305929978	4.367115422e-05	738	0.9709032203	2.824135009e-05	5.910095834e-05
389	P30837	ALDH1B1	2	single	0.0001187318806	389	0.9541965669	5.458001201e-05	0.0001828837492	0.0001015858826	402	0.9585811765	3.863050888e-05	0.0001645412563	4.858639877e-05	678	0.9681418151	0	0.0004483368158
390	P48509	CD151	2	single	0.0001183769	390	0.9543149438	2.731142402e-05	0.0002094423761	4.046856329e-05	670	0.9750489526	2.254657972e-06	7.868246861e-05	9.908541831e-05	439	0.9515827798	2.850229138e-05	0.0001696685452
391	Q0VAK6	LMOD3	1	single	0.000117849839	391	0.9544327937	0	0.0004657277457	7.710272661e-05	458	0.9634923377	0	0.0006284431211	9.636458914e-05	449	0.9525599935	0	0.0002652895544
392	P43034	PAFAH1B1	2	single	0.000117620288	392	0.954550414	1.634349302e-05	0.0002188970829	1.60916388e-05	1088	0.9858443655	0	8.932059783e-05	1.491437531e-05	1386	0.9875567267	0	0.0001120119792
393	P46020	PHKA1	2	single	0.0001173956711	393	0.9546678096	0	0.0004528180508	0.0002816040852	214	0.9275513304	0	0.0006230244318	0.0003231785055	186	0.9062456386	6.767328114e-05	0.0005786837298
394	O75438	NDUFB1	2	single	0.0001169419601	394	0.9547847516	4.029220313e-05	0.0001935917171	0.0001105952953	387	0.9569926036	3.628581213e-05	0.0001849047785	5.061370689e-05	660	0.9672457167	2.963825815e-05	7.158915563e-05
395	P05546	SERPIND1	2	single	0.0001166685705	395	0.9549014202	4.432823885e-05	0.0001890089022	1.031233237e-05	1427	0.9901460111	0	4.584760987e-05	9.316896932e-06	1815	0.9926815908	0	2.851390323e-05
396	Q8WWM7	ATXN2L	2	single	0.0001160769469	396	0.9550174971	0	0.0003237755566	2.693027062e-06	2990	0.998748339	0	2.480459763e-05	4.37566928e-05	736	0.9708158626	3.698198564e-07	8.714356574e-05
397	Q14197	MRPL58	2	single+via_mapping:ICT1	0.0001159886403	397	0.9551334858	0	0.0002321927959	4.125667326e-06	2482	0.9970228928	0	1.566953976e-05	2.703127455e-06	2996	0.9991810199	2.703127455e-06	2.703127455e-06
398	Q9H7Z7	PTGES2	2	single	0.0001157220922	398	0.9552492078	3.064913432e-05	0.0002007950501	0.0001013714697	403	0.958682548	0	0.001318220869	9.137894786e-05	467	0.9542485136	0	0.0002665494265
399	Q9BV79	MECR	2	single	0.0001153683058	399	0.9553645762	8.506273361e-06	0.0002222303383	7.219679639e-05	472	0.9645299717	3.706950196e-05	0.0001073240908	3.325161905e-05	873	0.9760331284	0	0.0002169657172
400	Q6UXV4	APOOL	2	single	0.0001150462319	400	0.9554796224	5.708687508e-05	0.0001730055887	6.563808372e-05	498	0.9663247614	8.590649809e-06	0.0001226855176	4.251167496e-05	748	0.9713315867	1.971922703e-05	6.530412289e-05
401	Q9UDW1	UQCR10	2	single	0.0001141256392	401	0.955593748	8.98949546e-06	0.0002192617829	0.0001074800895	393	0.9576416857	2.264673514e-05	0.0001923134438	8.807886791e-05	471	0.9546056469	0	0.000192883733
402	Q5HYK3	COQ5	2	single	0.0001139954293	402	0.9557077435	5.030680667e-05	0.0001776840519	5.795808897e-05	534	0.9685095729	0	0.00373891935	4.692710182e-05	697	0.9690467706	0	0.00013128082
403	P27797	CALR	2	single	0.0001137404631	403	0.9558214839	1.92117643e-05	0.0002082691619	0.0001257312021	350	0.9526362277	3.533390191e-05	0.0002161285023	0.0001310366245	371	0.9439741645	0	0.000518665445
404	Q16821	PPP1R3A	2	single	0.0001136440718	404	0.955935128	6.76537484e-05	0.0001596343953	0.0002066306281	253	0.936780617	9.600782326e-05	0.0003172534329	0.0001667311133	319	0.9363650694	6.03630528e-05	0.0002730991738
405	P15259	PGAM2	2	single	0.0001136335502	405	0.9560487615	0	0.0007099654216	0.0009367653034	95	0.8674969143	0	0.002485097786	0.0009477336391	90	0.8541863402	0	0.004296661173
406	Q9BWH2	FUNDC2	2	single	0.0001118923732	406	0.9561606539	5.034262738e-05	0.000173442119	6.887782913e-05	486	0.9655207772	3.272591257e-05	0.0001050297457	6.221149031e-05	582	0.9628530516	0	0.0001604424824
407	P26641	EEF1G	2	single	0.0001118378839	407	0.9562724918	3.206535805e-05	0.0001916104098	0.000138008601	336	0.9507840246	0	0.0002793145817	0.0001971872896	273	0.9280046879	8.192150023e-05	0.0003124530789
408	P83111	LACTB	2	single	0.0001110023567	408	0.9563834941	5.231313701e-05	0.0001696915764	7.679258833e-05	459	0.9635691303	4.204218479e-05	0.0001115429919	4.999773283e-05	669	0.9676984535	0	0.000118360286
409	O95758	PTBP3	2	single	0.0001109638866	409	0.956494458	8.844362363e-05	0.0001334841496	1.839880616e-05	1018	0.9846298935	1.839880616e-05	1.839880616e-05	4.07021342e-05	771	0.9722850785	4.07021342e-05	4.07021342e-05
410	P82909	KGD4	2	single+via_mapping:MRPS36	0.0001102202095	410	0.9566046782	6.053646094e-05	0.0001599039581	4.936921429e-05	589	0.9714324948	0	0.0001609459887	2.760620622e-05	982	0.9793430897	0	6.838797212e-05
411	P06748	NPM1	2	single	0.0001097652666	411	0.9567144435	0	0.0004894676064	9.349784416e-05	418	0.9601360987	0	0.0002093577159	0.0001160342672	394	0.946788406	0	0.0002962926615
412	Q01433	AMPD2	2	single	0.0001096199738	412	0.9568240635	1.784908371e-05	0.0002013908639	3.835683765e-05	685	0.9756376614	0	8.348016873e-05	5.397111858e-05	637	0.9660440375	0	0.0001896809608
413	Q49A88	CCDC14	2	single	0.0001093841295	413	0.9569334476	1.255745127e-05	0.0002062108077	1.418086213e-05	1162	0.9869575755	0	3.291080571e-05	0	3614	1	0	0
414	Q9GZV1	ANKRD2	1	single	0.0001090148683	414	0.9570424625	0	0.000284321645	0.0001252623234	352	0.9528870265	1.310558046e-05	0.0002374190664	1.585326074e-05	1334	0.9867602376	0	5.749231596e-05
415	P01857	IGHG1	2	single	0.00010843346	415	0.9571508959	0	0.000284833871	8.819425751e-05	430	0.9612097049	1.947069177e-05	0.0001569178233	4.143468523e-05	761	0.9718742646	0	0.0002143061337
416	O60313	OPA1	2	single	0.0001084042681	416	0.9572593002	7.633466422e-05	0.0001404738719	8.829940537e-05	428	0.9610332722	0	0.0002760210122	0.0001096537342	407	0.9482541554	0	0.0003683792593
417	Q96MF6	COQ10A	2	single	0.0001080854435	417	0.9573673857	5.433867314e-05	0.0001618322139	4.73308332e-05	605	0.9722032117	2.226303564e-05	7.239863077e-05	2.997442567e-05	934	0.9779680869	0	0.0001313606747
418	Q16851	UGP2	2	summed:2	0.0001080031934	418	0.9574753888	0	0.0002810997601	0.0003285948189	192	0.9208698776	0	0.0008360434131	0.000242063461	231	0.9189211996	0	0.0006221761908
419	O95425	SVIL	1	single	0.0001074404783	419	0.9575828293	2.052805893e-05	0.0001943528976	0.0001073576939	394	0.9577490434	1.572159349e-05	0.0001989937943	6.847162647e-05	554	0.9610222322	1.063190864e-05	0.0001263113443
420	Q8TAQ2	SMARCC2	2	single	0.0001068705025	420	0.9576896998	0	0.0003809828988	9.075608401e-06	1550	0.9913306613	0	0.0001319894751	1.687654518e-05	1297	0.9861543263	0	4.222144927e-05
421	P50461	CSRP3	1	single	0.000106709455	421	0.9577964093	0	0.0003281471268	0.0001894955563	272	0.9404984874	1.205490898e-05	0.0003669362037	2.570192933e-05	1027	0.9805387868	0	0.0002729092847
422	O60341	KDM1A	2	single	0.0001060146989	422	0.957902424	6.688573195e-05	0.0001451436658	4.219186284e-05	652	0.9743069851	1.972469038e-05	6.465903531e-05	8.547003518e-05	483	0.9556420175	8.547003518e-05	8.547003518e-05
423	P12882	MYH1	1	single	0.0001048119932	423	0.958007236	0	0.00187168272	0.007180228138	25	0.6852976225	0.003257511968	0.01110294431	0.03379898808	6	0.4271741316	0.02141229783	0.04618567832
424	Q08043	ACTN3	1	single	0.0001040048383	424	0.9581112408	0	0.000862980024	0.00301029874	48	0.7960918926	0	0.006062587264	0.01037039962	21	0.6354516206	0.005203177103	0.01553762214
425	Q96I99	SUCLG2	2	single	0.0001037811589	425	0.958215022	9.957541362e-06	0.0001976047764	5.92700415e-05	522	0.9678072411	0	0.0002691918139	4.270022811e-05	744	0.9711612562	0	0.0002172584445
426	A0A096LP55	UQCRHL	2	shared_split	0.0001035249144	426	0.9583185469	0.0001035249144	0.0002070498287	7.190935698e-05	474	0.9646738467	7.190935698e-05	0.000143818714	3.645757252e-05	823	0.9742910054	3.645757252e-05	7.291514504e-05
427	Q96MG2	JSRP1	2	single	0.0001033894981	427	0.9584219364	2.367279833e-05	0.0001831061979	0.0001449139419	325	0.9492291778	7.852129101e-05	0.0002113065928	0.0002727870822	215	0.9148181751	0.0001026128537	0.0004429613108
428	P07919	UQCRH	2	shared_split	0.0001033798962	428	0.9585253163	0.0001033798962	0.0002067597924	7.180862603e-05	475	0.9647456553	7.180862603e-05	0.0001436172521	3.640650259e-05	825	0.974363826	3.640650259e-05	7.281300517e-05
429	Q71U36	TUBA1A	2	single	9.997602249e-05	429	0.9586252923	0	0.0002191443634	0.0001462650082	324	0.9490842639	0	0.0006641940943	0.0002293505942	243	0.9217482205	0	0.0006351585629
430	Q8IWW8	ADHFE1	2	single	9.949318485e-05	430	0.9587247855	0	0.0002166091124	4.483679172e-05	629	0.9733089432	0	0.0006733037615	8.452556795e-06	1920	0.9936120582	0	0.0002481373224
431	P60900	PSMA6	1	single	9.788370368e-05	431	0.9588226692	0	0.0002186997353	1.899017144e-05	1001	0.9843130358	5.055333949e-06	3.292500892e-05	3.608383927e-05	830	0.9745448104	0	7.358262404e-05
432	Q9Y6P5	SESN1	2	single	9.7802786e-05	432	0.958920472	4.111026982e-05	0.0001544953022	3.093341091e-06	2853	0.9983494443	0	5.676839506e-05	5.001198787e-06	2436	0.9970357483	1.993117943e-06	8.00927963e-06
433	P62745	RHOB	2	single	9.745190556e-05	433	0.9590179239	3.16905121e-05	0.000163213299	3.395722137e-06	2731	0.9979538225	2.97293773e-06	3.818506544e-06	0	3569	1	0	0
434	Q5U5X0	LYRM7	2	single	9.73363444e-05	434	0.9591152602	1.130264275e-05	0.000183370046	7.348703697e-05	467	0.9641667451	4.064069969e-05	0.0001063333742	4.254569252e-05	747	0.971289075	0	0.0002348505542
435	P07339	CTSD	2	single	9.693935688e-05	435	0.9592121996	2.571913664e-06	0.0001913068001	5.824463345e-05	532	0.9683934821	0	0.0001278918008	0.000108294617	413	0.9489078258	0	0.0006093006374
436	P55072	VCP	2	single	9.685042501e-05	436	0.95930905	1.670173694e-05	0.0001769991131	0.0001843620621	277	0.9414337001	0	0.001259198578	0.0001680763944	318	0.9361983383	0	0.002073223324
437	P30405	PPIF	2	single	9.641977682e-05	437	0.9594054698	0	0.000222005468	4.068778045e-05	668	0.9749678785	7.363094154e-06	7.401246674e-05	3.314857472e-05	876	0.9761326816	0	0.0003441339399
438	P36578	RPL4	2	single	9.527804872e-05	438	0.9595007478	4.426010449e-05	0.0001462959929	9.380643037e-05	417	0.9600426009	3.496212916e-05	0.0001526507316	0.0001182589395	392	0.9465563187	6.890947601e-05	0.0001676084029
439	Q9NZJ6	COQ3	2	single	9.438223827e-05	439	0.9595951301	0	0.0002620878784	6.760096352e-05	491	0.9658607615	0	0.0001685062746	3.831926373e-05	802	0.9735086359	0	0.0001717814198
440	Q8IVU3	HERC6	2	single	9.383782669e-05	440	0.9596889679	0	0.0005961678056	2.186058461e-05	937	0.9830046878	0	0.0002732037958	0	3661	1	0	0
441	Q8IV08	PLD3	2	single	9.355836917e-05	441	0.9597825263	5.851513852e-05	0.0001286015998	4.025196795e-05	671	0.9750892045	2.386990745e-05	5.663402845e-05	0.0001316255663	370	0.9438431279	6.84482798e-05	0.0001948028528
442	P05387	RPLP2	2	single	9.296385911e-05	442	0.9598754901	3.360584941e-05	0.0001523218688	8.2298501e-05	441	0.9621391561	0	0.0002367257339	7.943313401e-05	502	0.9572099567	2.76575524e-05	0.0001312087156
443	Q99714	HSD17B10	2	single	9.205352248e-05	443	0.9599675437	3.472821139e-05	0.0001493788336	4.453767316e-05	631	0.9733980262	1.351044922e-05	7.556489711e-05	2.534741949e-05	1036	0.980768468	0	0.0001054837089
444	P45378	TNNT3	1	single	9.193728633e-05	444	0.9600594809	0	0.001343479213	0.0131342731	12	0.5558226165	0.006865488238	0.01940305797	0.01260465714	14	0.5586104603	0.004375271928	0.02083404234
445	Q9BX68	HINT2	2	single	9.131071959e-05	445	0.9601507917	0	0.000189640282	5.861688825e-05	529	0.9682183939	1.981734651e-05	9.741643e-05	3.428709787e-05	857	0.9754939281	0	0.0002272893698
446	P19338	NCL	2	single	9.095033948e-05	446	0.960241742	2.199043794e-05	0.000159910241	7.074543201e-05	480	0.9651024257	0	0.0001602415278	0.0001195837428	389	0.9461996347	0	0.0003436306798
447	Q14BN4	SLMAP	1	single	9.050224856e-05	447	0.9603322442	5.095574263e-05	0.0001300487545	5.852455409e-05	530	0.9682769185	2.084282163e-05	9.620628654e-05	5.379198684e-05	640	0.9662055604	3.784411174e-05	6.973986194e-05
448	Q99807	COQ7	2	single	8.935206219e-05	448	0.9604215963	2.195664324e-05	0.0001567474811	4.018121929e-05	672	0.9751293858	6.804353532e-06	7.355808505e-05	3.357917871e-05	868	0.9758661414	0	0.0001367231308
449	Q07065	CKAP4	2	single	8.883626418e-05	449	0.9605104326	0	0.0002291338306	9.568059783e-05	414	0.9597603142	0	0.0002069603808	0.0001927705608	277	0.9287782365	8.924694531e-05	0.0002962941763
450	P04843	RPN1	2	single	8.84306259e-05	450	0.9605988632	0	0.0003959789692	6.821636892e-05	488	0.9656574442	0	0.0002027601401	0.0001355494953	363	0.942910409	0	0.0002849253354
451	P51114	FXR1	1	single	8.783121404e-05	451	0.9606866944	0	0.0002674594617	4.602360017e-05	620	0.9729014972	0	0.0002795925425	5.916759042e-05	603	0.9641240073	0	0.0002020149198
452	Q5SV97	PERM1	2	single	8.767485014e-05	452	0.9607743693	3.828779552e-05	0.0001370619047	5.539888307e-05	547	0.9692468497	1.432284761e-05	9.647491854e-05	3.148675675e-05	908	0.9771698461	1.450656602e-05	4.846694749e-05
453	O95433	AHSA1	2	single	8.760564378e-05	453	0.9608619749	0	0.0002088427686	2.249234614e-05	923	0.9826943048	0	5.324105875e-05	0	3493	1	0	0
454	Q8TDY2	RB1CC1	2	single	8.731429636e-05	454	0.9609492892	8.191455218e-06	0.0001664371375	6.296655548e-05	506	0.9668361809	1.863728012e-05	0.0001072958308	2.30475564e-05	1087	0.9820052641	0	8.455705304e-05
455	Q14118	DAG1	1	single	8.695844948e-05	455	0.9610362477	0	0.0004906262531	7.17548092e-05	476	0.9648174101	0	0.0001941754074	0.0002349748111	238	0.9205932971	1.414814375e-05	0.0004558014785
456	P22061	PCMT1	2	single	8.654098599e-05	456	0.9611227886	3.844332873e-06	0.0001692376391	8.868481662e-05	425	0.9607680841	2.334164214e-05	0.0001540279911	0.00010444127	422	0.9498633277	0	0.0003252726195
457	Q9H6F2	TMEM38A	2	single	8.544161808e-05	457	0.9612082303	4.030142903e-05	0.0001305818071	8.204803602e-05	442	0.9622212041	5.011969891e-05	0.0001139763731	8.621593055e-05	477	0.955127893	2.613263425e-05	0.0001462992269
458	Q96AN5	TMEM143	2	single	8.533472904e-05	458	0.961293565	0	0.000192415565	7.823826119e-05	454	0.9631819285	3.114384267e-05	0.0001253326797	5.936881154e-05	602	0.9640648397	0	0.0005053569837
459	Q14012	CAMK1	2	single	8.520386882e-05	459	0.9613787689	8.520386882e-05	8.520386882e-05	7.564487669e-06	1728	0.9928022319	4.813156597e-06	1.031581874e-05	0	3591	1	0	0
460	O75165	DNAJC13	2	single	8.50124175e-05	460	0.9614637813	1.338719326e-05	0.0001566376417	3.725594226e-05	698	0.9761291376	0	8.953645416e-05	0.0002506059539	227	0.9179465675	0.0002506059539	0.0002506059539
461	Q9UH62	ARMCX3	2	single	8.473732914e-05	461	0.9615485186	5.664406698e-05	0.0001128305913	7.196558705e-05	473	0.9646019373	8.794080102e-06	0.000135137094	0.0001389319105	356	0.9419549691	7.870739137e-05	0.0001991564296
462	Q9Y235	APOBEC2	2	single	8.398292266e-05	462	0.9616325015	0	0.0002406079461	0.0002400970074	233	0.9324063607	8.60522022e-05	0.0003941418127	0.0002784987644	208	0.9128905559	0	0.0005599316801
463	Q9UBQ7	GRHPR	2	single	8.350764985e-05	463	0.9617160092	0	0.0002132417677	8.284299167e-05	439	0.9619741021	2.482207894e-05	0.0001408639044	4.148344346e-05	757	0.9717084596	0	0.0002580935399
464	Q16082	HSPB2	2	single	8.326034829e-05	464	0.9617992695	0	0.0001755920805	8.836489254e-05	427	0.9609449728	0	0.0003192006258	0.0001797778403	302	0.9334337538	0	0.0004357384351
465	Q7Z406	MYH14	2	single	8.306966063e-05	465	0.9618823392	3.352390778e-05	0.0001326154135	4.598266902e-05	621	0.9729474798	0	0.0001017809359	4.44615224e-05	726	0.9703765281	0	0.0001416952327
466	Q16586	SGCA	2	single	8.29908774e-05	466	0.9619653301	3.686632431e-05	0.0001291154305	8.704907011e-05	432	0.9613839973	4.454194701e-05	0.0001295561932	0.0001003678847	433	0.950985941	0	0.0002020250044
467	Q7Z460	CLASP1	2	single	8.288957875e-05	467	0.9620482196	0	0.0008822027617	0.0001617835763	300	0.9454128713	0	0.0003891347263	0.0005199997112	139	0.8875713365	0	0.001649524163
468	Q9BXK5	BCL2L13	2	single	8.2610699e-05	468	0.9621308303	8.689351057e-06	0.0001565320469	3.54633889e-05	719	0.9768916825	1.786419655e-05	5.306258124e-05	4.43009784e-05	727	0.9704208291	0	0.000120346973
469	Q9Y2J8	PADI2	2	single	8.252531489e-05	469	0.9622133557	0	0.0004018223301	0.000274853832	215	0.9278261842	0	0.0005596307985	0.0003372340636	182	0.9049383131	1.570608534e-05	0.0006587620419
