accession	gene_primary	protein_name	length	reviewed	organism_id	subtree_terms_returning_entry	in_term_level_query
Q13049	TRIM32	E3 ubiquitin-protein ligase TRIM32 (EC 2.3.2.27) (72 kDa Tat-interacting protein) (RING-type E3 ubiquitin transferase TRIM32) (Tripartite motif-containing protein 32) (Zinc finger protein HT2A)	653	reviewed	9606	GO:0030016;GO:0030017;GO:0036379;GO:0005863	true
Q13153	PAK1	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	545	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q13203	MYBPH	Myosin-binding protein H (MyBP-H) (H-protein)	477	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031430	true
Q13418	ILK	Scaffold protein ILK (ILK-1) (ILK-2) (Inactive integrin-linked kinase) (p59ILK)	452	reviewed	9606	GO:0030016;GO:0030017	true
Q13496	MTM1	Myotubularin (EC 3.1.3.95) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (Phosphatidylinositol-3-phosphate phosphatase)	603	reviewed	9606	GO:0030016;GO:0030017;GO:0031674	true
Q13501	SQSTM1	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62) (p62)	440	reviewed	9606	GO:0030016;GO:0030017	true
Q13643	FHL3	Four and a half LIM domains protein 3 (FHL-3) (Skeletal muscle LIM-protein 2) (SLIM-2)	280	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q13698	CACNA1S	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)	1873	reviewed	9606	GO:0030016;GO:0030017;GO:0031674	true
Q13813	SPTAN1	Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)	2472	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q13936	CACNA1C	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)	2221	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q14118	DAG1	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	895	reviewed	9606	GO:0030016;GO:0043034	true
Q14192	FHL2	Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3)	279	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q14315	FLNC	Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	2725	reviewed	9606	GO:0030016;GO:0030017;GO:0043034;GO:0031674;GO:0030018	true
Q14324	MYBPC2	Myosin-binding protein C, fast-type (Fast MyBP-C) (C-protein, skeletal muscle fast isoform)	1141	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031430	true
Q14331	FRG1	Protein FRG1 (FSHD region gene 1 protein)	258	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q14524	SCN5A	Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1)	2016	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q14596	NBR1	Next to BRCA1 gene 1 protein (Cell migration-inducing gene 19 protein) (Membrane component chromosome 17 surface marker 2) (Neighbor of BRCA1 gene 1 protein) (Protein 1A1-3B)	966	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031430	true
Q14896	MYBPC3	Myosin-binding protein C, cardiac-type (Cardiac MyBP-C) (C-protein, cardiac muscle isoform)	1274	reviewed	9606	GO:0030016;GO:0097512;GO:0030017;GO:0036379;GO:0005863;GO:0031672;GO:0014705;GO:0031430	true
Q14BN4	SLMAP	Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein)	828	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031674;GO:0031430;GO:0030018	true
Q15124	PGM5	Phosphoglucomutase-like protein 5 (Aciculin) (Phosphoglucomutase-related protein) (PGM-RP)	567	reviewed	9606	GO:0030016;GO:0030017;GO:0043034;GO:0031674;GO:0030018	true
Q15139	PRKD1	Serine/threonine-protein kinase D1 (EC 2.7.11.13) (Protein kinase C mu type) (Protein kinase D) (nPKC-D1) (nPKC-mu)	912	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q15149	PLEC	Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1)	4684	reviewed	9606	GO:0030016;GO:0030017;GO:0043034;GO:0031674;GO:0030018	true
Q15172	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha)	486	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031674;GO:0031430;GO:0030018	true
Q15327	ANKRD1	Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein)	319	reviewed	9606	GO:0030016;GO:0030017;GO:0031674	true
Q15413	RYR3	Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)	4870	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q15842	KCNJ8	ATP-sensitive inward rectifier potassium channel 8 (Inward rectifier K(+) channel Kir6.1) (Potassium channel, inwardly rectifying subfamily J member 8) (uKATP-1)	424	reviewed	9606	GO:0030016	true
Q16527	CSRP2	Cysteine and glycine-rich protein 2 (Cysteine-rich protein 2) (CRP2) (LIM domain only protein 5) (LMO-5) (Smooth muscle cell LIM protein) (SmLIM)	193	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q16637	SMN1; SMN2	Survival motor neuron protein (Component of gems 1) (Gemin-1)	294	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q2TBA0	KLHL40	Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5) (Sarcosynapsin)	621	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031674	true
Q2TBC4	PRICKLE4	Prickle-like protein 4 (Overexpressed breast tumor protein)	344	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q2V2M9	FHOD3	FH1/FH2 domain-containing protein 3 (Formactin-2) (Formin homolog overexpressed in spleen 2) (hFHOS2)	1422	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q53GG5	PDLIM3	PDZ and LIM domain protein 3 (Actinin-associated LIM protein) (Alpha-actinin-2-associated LIM protein)	364	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q5BKX8	CAVIN4	Caveolae-associated protein 4 (Muscle-related coiled-coil protein) (Muscle-restricted coiled-coil protein)	364	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q5BKY1	LRRC10	Leucine-rich repeat-containing protein 10	277	reviewed	9606	GO:0030016;GO:0030017	true
Q5JQC9	AKAP4	A-kinase anchor protein 4 (AKAP-4) (A-kinase anchor protein 82 kDa) (AKAP 82) (hAKAP82) (Major sperm fibrous sheath protein) (HI) (Protein kinase A-anchoring protein 4) (PRKA4)	854	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q5JVS0	HABP4	Intracellular hyaluronan-binding protein 4 (IHABP-4) (IHABP4) (Hyaluronan-binding protein 4) (Ki-1/57 intracellular antigen)	413	reviewed	9606	GO:0030016;GO:0030017	true
Q5TD97	FHL5	Four and a half LIM domains protein 5 (FHL-5) (Activator of cAMP-responsive element modulator in testis) (Activator of CREM in testis)	284	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q5VST9	OBSCN	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	7968	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031674;GO:0031430;GO:0030018	true
Q5VTT5	MYOM3	Myomesin-3 (Myomesin family member 3)	1437	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031430	true
Q5VU43	PDE4DIP	Myomegalin (Cardiomyopathy-associated protein 2) (Phosphodiesterase 4D-interacting protein)	2346	reviewed	9606	GO:0030016	true
Q5VZP5	STYXL2	Serine/threonine/tyrosine-interacting-like protein 2 (Inactive dual specificity phosphatase 27)	1158	reviewed	9606	GO:0030016;GO:0030017	true
Q6H8Q1	ABLIM2	Actin-binding LIM protein 2 (abLIM-2) (Actin-binding LIM protein family member 2)	611	reviewed	9606	GO:0030016	true
Q6IBS0	TWF2	Twinfilin-2 (A6-related protein) (hA6RP) (Protein tyrosine kinase 9-like) (Twinfilin-1-like protein)	349	reviewed	9606	GO:0030016	true
Q6P050	FBXL22	F-box and leucine-rich protein 22	231	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q6P5Q4	LMOD2	Leiomodin-2 (Cardiac leiomodin) (C-LMOD) (Leiomodin)	547	reviewed	9606	GO:0030016;GO:0030017;GO:0036379;GO:0005865;GO:0031672;GO:0031430	true
Q711Q0	CEFIP	Cardiac-enriched FHL2-interacting protein	1435	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q86SG2	ANKRD23	Ankyrin repeat domain-containing protein 23 (Diabetes-related ankyrin repeat protein) (Muscle ankyrin repeat protein 3)	305	reviewed	9606	GO:0030016;GO:0030017;GO:0031674	true
Q86TC9	MYPN	Myopalladin (145 kDa sarcomeric protein)	1320	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q86VF2	IGFN1	Immunoglobulin-like and fibronectin type III domain-containing protein 1 (EEF1A2-binding protein 1) (KY-interacting protein 1)	1251	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q86VF7	NRAP	Nebulin-related-anchoring protein (N-RAP)	1730	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q86VW2	ARHGEF25	Rho guanine nucleotide exchange factor 25 (Guanine nucleotide exchange factor GEFT) (Rac/Cdc42/Rho exchange factor GEFT) (RhoA/Rac/Cdc42 guanine nucleotide exchange factor GEFT) (p63RhoGEF)	580	reviewed	9606	GO:0030016;GO:0030017	true
Q86YM7	HOMER1	Homer protein homolog 1 (Homer-1)	354	reviewed	9606	GO:0030016;GO:0030017;GO:0043034;GO:0031674;GO:0030018	true
Q8IUG5	MYO18B	Unconventional myosin-XVIIIb	2567	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q8IWX7	UNC45B	Protein unc-45 homolog B (Unc-45B) (SMUNC45)	931	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031674;GO:0030018	true
Q8N0Z2	ABRA	Actin-binding Rho-activating protein (Striated muscle activator of Rho-dependent signaling) (STARS)	381	reviewed	9606	GO:0030016;GO:0030017	true
Q8N3K9	CMYA5	Cardiomyopathy-associated protein 5 (Dystrobrevin-binding protein 2) (Genethonin-3) (Myospryn) (SPRY domain-containing protein 2) (Tripartite motif-containing protein 76)	4069	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031430	true
Q8N3V7	SYNPO	Synaptopodin	929	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q8NBH2	KY	Kyphoscoliosis peptidase (EC 3.4.-.-)	661	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q8NC69	KCTD6	BTB/POZ domain-containing protein KCTD6 (KCASH3 protein) (Potassium channel tetramerization domain-containing protein 6)	237	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031430	true
Q8NDY3	ADPRHL1	Inactive ADP-ribosyltransferase ARH2 (ADP-ribosylhydrolase-like protein 1) ([Protein ADP-ribosylarginine] hydrolase-like protein 1)	354	reviewed	9606	GO:0030016;GO:0030017	true
Q8NDZ2	SIMC1	SUMO-interacting motif-containing protein 1 (Platform element for inhibition of autolytic degradation)	872	reviewed	9606	GO:0030016;GO:0030017	true
Q8NEZ5	FBXO22	F-box only protein 22 (F-box protein FBX22p44)	403	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q8NF91	SYNE1	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	8797	reviewed	9606	GO:0030016;GO:0030017	true
Q8TDC0	MYOZ3	Myozenin-3 (Calsarcin-3) (FATZ-related protein 3)	251	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q8WU10	PYROXD1	tRNA ligase complex-associated NAD(P)H dehydrogenase PYROXD1 (EC 1.6.99.1) (Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1)	500	reviewed	9606	GO:0030016;GO:0030017	true
Q8WX93	PALLD	Palladin (SIH002) (Sarcoma antigen NY-SAR-77)	1383	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q8WXH0	SYNE2	Nesprin-2 (KASH domain-containing protein 2) (KASH2) (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2)	6885	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q8WZ42	TTN	Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)	34350	reviewed	9606	GO:0030016;GO:0030017;GO:0036379;GO:0005865;GO:0031672;GO:0031674;GO:0031430;GO:0030018;GO:1990733	true
Q92736	RYR2	Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	4967	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031674;GO:0030018	true
Q92831	KAT2B	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	832	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031674	true
Q92952	KCNN1	Small conductance calcium-activated potassium channel protein 1 (SK1) (SKCa 1) (SKCa1) (hSK1) (KCa2.1)	543	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q969P5	FBXO32	F-box only protein 32 (Atrogin-1) (Muscle atrophy F-box protein) (MAFbx)	355	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q969Q1	TRIM63	E3 ubiquitin-protein ligase TRIM63 (EC 2.3.2.27) (Iris RING finger protein) (Muscle-specific RING finger protein 1) (MuRF-1) (MuRF1) (RING finger protein 28) (RING-type E3 ubiquitin transferase TRIM63) (Striated muscle RING zinc finger protein) (Tripartite motif-containing protein 63)	353	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031674;GO:0031430;GO:0030018	true
Q96AC1	FERMT2	Fermitin family homolog 2 (Kindlin-2) (Mitogen-inducible gene 2 protein) (MIG-2) (Pleckstrin homology domain-containing family C member 1) (PH domain-containing family C member 1)	680	reviewed	9606	GO:0030016;GO:0030017;GO:0031674	true
Q96DD0	LRRC39	Leucine-rich repeat-containing protein 39 (Myosin-interacting M-band-associated stress-responsive protein) (Myomasp)	335	reviewed	9606	GO:0030016;GO:0030017;GO:0031672;GO:0031430	true
Q96HC4	PDLIM5	PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)	596	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q96JY6	PDLIM2	PDZ and LIM domain protein 2 (PDZ-LIM protein mystique)	352	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q96Q27	ASB2	Ankyrin repeat and SOCS box protein 2 (ASB-2)	635	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9BR39	JPH2	Junctophilin-2 (JP-2) (Junctophilin type 2) [Cleaved into: Junctophilin-2 N-terminal fragment (JP2NT)]	696	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9BYV2	TRIM54	Tripartite motif-containing protein 54 (Muscle-specific RING finger protein) (MuRF) (Muscle-specific RING finger protein 3) (MuRF-3) (MuRF3) (RING finger protein 30)	358	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9C0I1	MTMR12	Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12) (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein)	747	reviewed	9606	GO:0030016;GO:0030017	true
Q9GZV1	ANKRD2	Ankyrin repeat domain-containing protein 2 (Skeletal muscle ankyrin repeat protein) (hArpp)	360	reviewed	9606	GO:0030016;GO:0030017;GO:0031674	true
Q9H1R3	MYLK2	Myosin light chain kinase 2, skeletal/cardiac muscle (MLCK2) (EC 2.7.11.18)	596	reviewed	9606	GO:0030016;GO:0030017	true
Q9H2S1	KCNN2	Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2)	579	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9H7C4	SYNC	Syncoilin (Syncoilin intermediate filament 1) (Syncoilin-1)	482	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9H987	SYNPO2L	Synaptopodin 2-like protein	977	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9HBI1	PARVB	Beta-parvin (Affixin)	364	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9HDC5	JPH1	Junctophilin-1 (JP-1) (Junctophilin type 1)	661	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9NNX1	TUFT1	Tuftelin	390	reviewed	9606	GO:0030016;GO:0030017;GO:0031674	true
Q9NP98	MYOZ1	Myozenin-1 (Calsarcin-2) (Filamin-, actinin- and telethonin-binding protein) (Protein FATZ)	299	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9NPC6	MYOZ2	Myozenin-2 (Calsarcin-1) (FATZ-related protein 2)	264	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9NR12	PDLIM7	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	457	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9NVD7	PARVA	Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2)	372	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9NY72	SCN3B	Sodium channel regulatory subunit beta-3	215	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9NYL9	TMOD3	Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod)	352	reviewed	9606	GO:0030016;GO:0030017;GO:0036379;GO:0005865	true
Q9NZQ9	TMOD4	Tropomodulin-4 (Skeletal muscle tropomodulin) (Sk-Tmod)	345	reviewed	9606	GO:0030016;GO:0030017;GO:0036379;GO:0005865	true
Q9NZR1	TMOD2	Tropomodulin-2 (Neuronal tropomodulin) (N-Tmod)	351	reviewed	9606	GO:0030016;GO:0030017;GO:0036379;GO:0005865	true
Q9UBF9	MYOT	Myotilin (57 kDa cytoskeletal protein) (Myofibrillar titin-like Ig domains protein) (Titin immunoglobulin domain protein)	498	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9UDY4	DNAJB4	DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein)	337	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9UGI6	KCNN3	Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3)	731	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9UHP9	SMPX	Small muscular protein (Stretch-responsive skeletal muscle protein)	88	reviewed	9606	GO:0030016;GO:0030017;GO:0043034;GO:0031672;GO:0031430	true
Q9UJW0	DCTN4	Dynactin subunit 4 (Dyn4) (Dynactin subunit p62)	460	reviewed	9606	GO:0030016;GO:0030017	true
Q9UKP3	ITGB1BP2	Integrin beta-1-binding protein 2 (Melusin)	347	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9UKX2	MYH2	Myosin-2 (Myosin heavy chain 2) (Myosin heavy chain 2a) (MyHC-2a) (Myosin heavy chain IIa) (MyHC-IIa) (Myosin heavy chain, skeletal muscle, adult 2)	1941	reviewed	9606	GO:0030016;GO:0030017	true
Q9UKX3	MYH13	Myosin-13 (Myosin heavy chain 13) (Myosin heavy chain, skeletal muscle, extraocular) (MyHC-EO) (Myosin heavy chain, skeletal muscle, laryngeal) (MyHC-IIL) (Superfast myosin)	1938	reviewed	9606	GO:0030016	true
Q9ULV4	CORO1C	Coronin-1C (Coronin-3) (hCRNN4)	474	reviewed	9606	GO:0030016;GO:0030017	true
Q9UMS6	SYNPO2	Synaptopodin-2 (Genethonin-2) (Myopodin)	1093	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9UNE7	STUB1	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	303	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9UQD0	SCN8A	Sodium channel protein type 8 subunit alpha (Sodium channel protein type VIII subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.6)	1980	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9Y281	CFL2	Cofilin-2 (Cofilin, muscle isoform)	166	reviewed	9606	GO:0030016;GO:0030017;GO:0031674;GO:0030018	true
Q9Y2K3	MYH15	Myosin-15 (Myosin heavy chain 15)	1926	reviewed	9606	GO:0030016	true
Q9Y623	MYH4	Myosin-4 (Myosin heavy chain 2b) (MyHC-2b) (Myosin heavy chain 4) (Myosin heavy chain IIb) (MyHC-IIb) (Myosin heavy chain, skeletal muscle, fetal)	1939	reviewed	9606	GO:0030016;GO:0030017	true
