accession	gene_primary	protein_name	length	reviewed	organism_id	subtree_terms_returning_entry	in_term_level_query
P27797	CALR	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	417	reviewed	9606		
P27816	MAP4	Microtubule-associated protein 4 (MAP-4)	1152	reviewed	9606		
P27824	CANX	Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90)	592	reviewed	9606		
P27986	PIK3R1	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	724	reviewed	9606		
P28065	PSMB9	Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)	219	reviewed	9606		
P28066	PSMA5	Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome subunit alpha-5) (alpha-5) (Proteasome zeta chain)	241	reviewed	9606		
P28070	PSMB4	Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3) (Proteasome subunit beta-7) (beta-7)	264	reviewed	9606		
P28072	PSMB6	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y) (Proteasome subunit beta-1) (beta-1)	239	reviewed	9606		
P28074	PSMB5	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X) (Proteasome subunit beta-5) (beta-5)	263	reviewed	9606		
P28161	GSTM2	Glutathione S-transferase Mu 2 (EC 2.5.1.18) (GST class-mu 2) (GSTM2-2)	218	reviewed	9606		
P28331	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)	727	reviewed	9606		
P28370	SMARCA1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1 (SMARCA1) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A1) (EC 3.6.4.-) (Global transcription activator SNF2L1) (Nucleosome-remodeling factor subunit SNF2L) (SNF2L) (SNF2 related chromatin remodeling ATPase 1)	1042	reviewed	9606		
P28482	MAPK1	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	360	reviewed	9606		
P28827	PTPRM	Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48)	1452	reviewed	9606		
P28838	LAP3	Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)	519	reviewed	9606		
P28907	CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.-) (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPR hydrolase 1) (T10) (CD antigen CD38)	300	reviewed	9606		
P29144	TPP2	Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II)	1249	reviewed	9606		
P29218	IMPA1	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)	277	reviewed	9606		
P29279	CCN2	CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Insulin-like growth factor-binding protein 8) (IBP-8) (IGF-binding protein 8) (IGFBP-8)	349	reviewed	9606		
P29317	EPHA2	Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK)	976	reviewed	9606		
P29373	CRABP2	Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II)	138	reviewed	9606		
P29508	SERPINB3	Serpin B3 (Protein T4-A) (Squamous cell carcinoma antigen 1) (SCCA-1)	390	reviewed	9606		
P29590	PML	Protein PML (E3 SUMO-protein ligase PML) (EC 2.3.2.-) (Promyelocytic leukemia protein) (RING finger protein 71) (RING-type E3 SUMO transferase PML) (Tripartite motif-containing protein 19) (TRIM19)	882	reviewed	9606		
P29692	EEF1D	Elongation factor 1-delta (EF-1-delta) (Antigen NY-CO-4)	281	reviewed	9606		
P29728	OAS2	2'-5'-oligoadenylate synthase 2 ((2-5')oligo(A) synthase 2) (2-5A synthase 2) (EC 2.7.7.84) (p69 OAS / p71 OAS) (p69OAS / p71OAS)	719	reviewed	9606		
P29992	GNA11	Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G protein subunit alpha-11) (EC 3.6.5.-) (Guanine nucleotide-binding protein G(y) subunit alpha)	359	reviewed	9606		
P30038	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	563	reviewed	9606		
P30040	ERP29	Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 28) (ERp28) (Endoplasmic reticulum resident protein 31) (ERp31)	261	reviewed	9606		
P30041	PRDX6	Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12)	224	reviewed	9606		
P30043	BLVRB	Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.-) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR) (S-nitroso-CoA-assisted nitrosyltransferase) (SNO-CoA-assisted nitrosyltransferase) (EC 2.6.99.-)	206	reviewed	9606		
P30044	PRDX5	Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)	214	reviewed	9606		
P30046	DDT	D-dopachrome decarboxylase (EC 4.1.1.84) (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II)	118	reviewed	9606		
P30048	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.24) (Antioxidant protein 1) (AOP-1) (HBC189) (Peroxiredoxin III) (Prx-III) (Peroxiredoxin-3) (Protein MER5 homolog) (Thioredoxin-dependent peroxiredoxin 3)	256	reviewed	9606		
P30049	ATP5F1D	ATP synthase F(1) complex subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)	168	reviewed	9606		
P30050	RPL12	Large ribosomal subunit protein uL11 (60S ribosomal protein L12)	165	reviewed	9606		
P30084	ECHS1	Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)	290	reviewed	9606		
P30085	CMPK1	UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)	196	reviewed	9606		
P30086	PEBP1	Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]	187	reviewed	9606		
P30101	PDIA3	Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60)	505	reviewed	9606		
P30153	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PP2Aa) (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)	589	reviewed	9606		
P30405	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Mitochondrial cyclophilin) (CyP-M) (Rotamase F)	207	reviewed	9606		
P30419	NMT1	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (HsNMT1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1) (Protein-lysine myristoyltransferase NMT1) (EC 2.3.1.-)	496	reviewed	9606		
P30519	HMOX2	Heme oxygenase 2 (HO-2) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 2 soluble form]	316	reviewed	9606		
P30533	LRPAP1	Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP)	357	reviewed	9606		
P30566	ADSL	Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	484	reviewed	9606		
P30622	CLIP1	CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 1) (Cytoplasmic linker protein 170 alpha-2) (CLIP-170) (Reed-Sternberg intermediate filament-associated protein) (Restin)	1438	reviewed	9606		
P30711	GSTT1	Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1) (Glutathione transferase T1-1)	240	reviewed	9606		
P30740	SERPINB1	Leukocyte elastase inhibitor (LEI) (Monocyte/neutrophil elastase inhibitor) (EI) (M/NEI) (Peptidase inhibitor 2) (PI-2) (Serpin B1)	379	reviewed	9606		
P30837	ALDH1B1	Aldehyde dehydrogenase family 1 member B1, mitochondrial (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (Aldehyde dehydrogenase 5) (Aldehyde dehydrogenase X) (Nitroglycerin reductase ALDH1B1) (EC 1.7.1.-)	517	reviewed	9606		
P30876	POLR2B	DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (3'-5' exoribonuclease) (EC 3.1.13.-) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (RNA-directed RNA polymerase II subunit RPB2) (EC 2.7.7.48)	1174	reviewed	9606		
P31025	LCN1	Lipocalin-1 (Tear lipocalin) (Tlc) (Tear prealbumin) (TP) (von Ebner gland protein) (VEG protein)	176	reviewed	9606		
P31040	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp) (Malate dehydrogenase [quinone] flavoprotein subunit) (EC 1.1.5.-)	664	reviewed	9606		
P31150	GDI1	Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1) (Oligophrenin-2) (Protein XAP-4)	447	reviewed	9606		
P31151	S100A7	Protein S100-A7 (Psoriasin) (S100 calcium-binding protein A7)	101	reviewed	9606		
P31153	MAT2A	S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II)	395	reviewed	9606		
P31323	PRKAR2B	cAMP-dependent protein kinase type II-beta regulatory subunit	418	reviewed	9606		
P31327	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)	1500	reviewed	9606		
P31689	DNAJA1	DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2)	397	reviewed	9606		
P31749	AKT1	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)	480	reviewed	9606		
P31751	AKT2	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC protein kinase beta) (RAC-PK-beta)	481	reviewed	9606		
P31930	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)	480	reviewed	9606		
P31937	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)	336	reviewed	9606		
P31939	ATIC	Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase (IMP cyclohydrolase) (EC 3.5.4.10) (IMP synthase) (Inosinicase)]	592	reviewed	9606		
P31942	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9)	346	reviewed	9606		
P31943	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]	449	reviewed	9606		
P31944	CASP14	Caspase-14 (CASP-14) (EC 3.4.22.-) [Cleaved into: Caspase-14 subunit p17, mature form; Caspase-14 subunit p10, mature form; Caspase-14 subunit p20, intermediate form; Caspase-14 subunit p8, intermediate form]	242	reviewed	9606		
P31946	YWHAB	14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]	246	reviewed	9606		
P31948	STIP1	Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)	543	reviewed	9606		
P31949	S100A11	Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed]	105	reviewed	9606		
P32119	PRDX2	Peroxiredoxin-2 (EC 1.11.1.24) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2)	198	reviewed	9606		
P32121	ARRB2	Beta-arrestin-2 (Arrestin beta-2) (Non-visual arrestin-3)	409	reviewed	9606		
P32322	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial (P5C reductase 1) (P5CR 1) (EC 1.5.1.2)	319	reviewed	9606		
P32455	GBP1	Guanylate-binding protein 1 (EC 3.6.1.-) (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (HuGBP-1) (hGBP1) (Guanine nucleotide-binding protein 1) (Interferon-induced guanylate-binding protein 1)	592	reviewed	9606		
P32456	GBP2	Guanylate-binding protein 2 (EC 3.6.5.-) (GTP-binding protein 2) (GBP-2) (HuGBP-2) (Guanine nucleotide-binding protein 2) (Interferon-induced guanylate-binding protein 2)	591	reviewed	9606		
P32856	STX2	Syntaxin-2 (Epimorphin)	288	reviewed	9606		
P33121	ACSL1	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Acyl-CoA synthetase 1) (ACS1) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2) (Phytanate--CoA ligase) (EC 6.2.1.24)	698	reviewed	9606		
P33176	KIF5B	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)	963	reviewed	9606		
P33240	CSTF2	Cleavage stimulation factor subunit 2 (CF-1 64 kDa subunit) (Cleavage stimulation factor 64 kDa subunit) (CSTF 64 kDa subunit) (CstF-64)	577	reviewed	9606		
P33316	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	252	reviewed	9606		
P33778	H2BC3	Histone H2B type 1-B (H2B-clustered histone 3) (Histone H2B.1) (Histone H2B.f) (H2B/f)	126	reviewed	9606		
P33897	ABCD1	ATP-binding cassette sub-family D member 1 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy protein) (ALDP)	745	reviewed	9606		
P34896	SHMT1	Serine hydroxymethyltransferase, cytosolic (SHMT) (cSHMT) (hcSHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (L-allo-threonine/L-threonine aldolase SHMT1) (Serine methylase)	483	reviewed	9606		
P34897	SHMT2	Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	504	reviewed	9606		
P34913	EPHX2	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)]	555	reviewed	9606		
P34932	HSPA4	Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2) (Heat shock protein family H member 2)	840	reviewed	9606		
P34949	MPI	Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	423	reviewed	9606		
P35030	PRSS3	Trypsin-3 (EC 3.4.21.4) (Brain trypsinogen) (Mesotrypsin) (Mesotrypsinogen) (Serine protease 3) (Serine protease 4) (Trypsin III) (Trypsin IV)	304	reviewed	9606		
P35052	GPC1	Glypican-1 [Cleaved into: Secreted glypican-1]	558	reviewed	9606		
P35080	PFN2	Profilin-2 (Profilin II)	140	reviewed	9606		
P35221	CTNNA1	Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)	906	reviewed	9606		
P35232	PHB1	Prohibitin 1	272	reviewed	9606		
P35237	SERPINB6	Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)	376	reviewed	9606		
P35241	RDX	Radixin	583	reviewed	9606		
P35244	RPA3	Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3)	121	reviewed	9606		
P35268	RPL22	Large ribosomal subunit protein eL22 (60S ribosomal protein L22) (EBER-associated protein) (EAP) (Epstein-Barr virus small RNA-associated protein) (Heparin-binding protein HBp15)	128	reviewed	9606		
P35269	GTF2F1	General transcription factor IIF subunit 1 (General transcription factor IIF 74 kDa subunit) (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha) (Transcription initiation factor RAP74)	517	reviewed	9606		
P35270	SPR	Sepiapterin reductase (SPR) (EC 1.1.1.153)	261	reviewed	9606		
P35321	SPRR1A	Cornifin-A (19 kDa pancornulin) (SPRK) (Small proline-rich protein IA) (SPR-IA)	89	reviewed	9606		
P35443	THBS4	Thrombospondin-4	961	reviewed	9606		
P35499	SCN4A	Sodium channel protein type 4 subunit alpha (SkM1) (Sodium channel protein skeletal muscle subunit alpha) (Sodium channel protein type IV subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.4)	1836	reviewed	9606		
P35520	CBS	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	551	reviewed	9606		
P35555	FBN1	Fibrillin-1 [Cleaved into: Asprosin]	2871	reviewed	9606		
P35568	IRS1	Insulin receptor substrate 1 (IRS-1)	1242	reviewed	9606		
P35573	AGL	Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]	1532	reviewed	9606		
P35579	MYH9	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	1960	reviewed	9606		
P35580	MYH10	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	1976	reviewed	9606		
P35606	COPB2	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)	906	reviewed	9606		
P35611	ADD1	Alpha-adducin (Erythrocyte adducin subunit alpha)	737	reviewed	9606		
P35612	ADD2	Beta-adducin (Erythrocyte adducin subunit beta)	726	reviewed	9606		
P35613	BSG	Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Hepatoma-associated antigen) (HAb18G) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147)	385	reviewed	9606		
P35625	TIMP3	Metalloproteinase inhibitor 3 (Protein MIG-5) (Tissue inhibitor of metalloproteinases 3) (TIMP-3)	211	reviewed	9606		
P35637	FUS	RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein)	526	reviewed	9606		
P35658	NUP214	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN)	2090	reviewed	9606		
P35659	DEK	Protein DEK	375	reviewed	9606		
P35754	GLRX	Glutaredoxin-1 (Thioltransferase-1) (TTase-1)	106	reviewed	9606		
P35813	PPM1A	Protein phosphatase 1A (EC 3.1.3.16) (Protein phosphatase 2C isoform alpha) (PP2C-alpha) (Protein phosphatase IA)	382	reviewed	9606		
P35914	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)	325	reviewed	9606		
P35998	PSMC2	26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2)	433	reviewed	9606		
P36404	ARL2	ADP-ribosylation factor-like protein 2	184	reviewed	9606		
P36405	ARL3	ADP-ribosylation factor-like protein 3	182	reviewed	9606		
P36507	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	400	reviewed	9606		
P36542	ATP5F1C	ATP synthase F(1) complex subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)	298	reviewed	9606		
P36543	ATP6V1E1	V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1)	226	reviewed	9606		
P36551	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	454	reviewed	9606		
P36578	RPL4	Large ribosomal subunit protein uL4 (60S ribosomal protein L1) (60S ribosomal protein L4)	427	reviewed	9606		
P36776	LONP1	Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Mitochondrial chaperone LONP1) (EC 3.6.4.10) (Serine protease 15)	959	reviewed	9606		
P36871	PGM1	Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1)	562	reviewed	9606		
P36873	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)	323	reviewed	9606		
P36915	GNL1	Guanine nucleotide-binding protein-like 1 (GTP-binding protein HSR1)	607	reviewed	9606		
P36952	SERPINB5	Serpin B5 (Maspin) (Peptidase inhibitor 5) (PI-5)	375	reviewed	9606		
P36955	SERPINF1	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	418	reviewed	9606		
P36957	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)	453	reviewed	9606		
P36959	GMPR	GMP reductase 1 (GMPR 1) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	345	reviewed	9606		
P36969	GPX4	Phospholipid hydroperoxide glutathione peroxidase GPX4 (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4) (EC 1.11.1.9)	197	reviewed	9606		
P37108	SRP14	Signal recognition particle 14 kDa protein (SRP14) (18 kDa Alu RNA-binding protein)	136	reviewed	9606		
P37198	NUP62	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	522	reviewed	9606		
P37235	HPCAL1	Hippocalcin-like protein 1 (Calcium-binding protein BDR-1) (HLP2) (Visinin-like protein 3) (VILIP-3)	193	reviewed	9606		
P37802	TAGLN2	Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog)	199	reviewed	9606		
P37837	TALDO1	Transaldolase (EC 2.2.1.2)	337	reviewed	9606		
