# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T05:33:10Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# source file 41467_2025_56896_MOESM12_ESM.xlsx sha256 6f98b206504ebd8a3846dfbab7e0a208cf74bcf17ce5010af308ac5e69d288ec
# per pool entry: mean and SD over participants of log2(slow) - log2(fast); slow_over_fast = 2^mean; quotients against the primary dataset's I/IIa and I/IIx
accession	gene	tier	primary_v_I	primary_v_IIa	primary_v_IIx	primary_I_over_IIa	primary_I_over_IIx	n_participants	log2_slow_minus_fast_mean	log2_slow_minus_fast_sd	slow_over_fast	primary_I_over_IIa_over_source	primary_I_over_IIx_over_source
Q92523	CPT1B	2	264.842926	143.5435486	103.1982269	1.845035382	2.566351515	5	0.74416839	0.1327125613	1.675008469	1.101508092	1.532142412
P23786	CPT2	2	131.3003235	92.84456635	39.03276062	1.414195021	3.363849274	5	0.403524724	0.1406932625	1.322735611	1.069144135	2.543100258
P43155	CRAT	2	1112.126099	548.5669556	328.8332214	2.027329731	3.38203693	5	0.666257178	0.1194613127	1.586950554	1.277500251	2.131154572
P50238	CRIP1	2	46.99758148	24.31372833	0	1.932964819	nan	2	0.565912185	0.3148865078	1.48032319	1.305772167	nan
P52943	CRIP2	2	7.906363487	19.29105377	0	0.4098461173	nan	5	0.18281179	0.1468197399	1.135094011	0.3610679937	nan
P46108	CRK	2	12.91035557	0	0	nan	nan	5	-0.04634173	0.1737079804	0.9683887806	nan	nan
P46109	CRKL	2	12.35023785	9.121586323	5.213872433	1.35395724	2.368726509	5	-0.003221942	0.1484084275	0.9977692119	1.356984385	2.37402245
Q5TZA2	CROCC	2	8.575520515	2.950431228	6.237491846	2.906531233	1.374834746	5	-0.462174238	0.138251039	0.7258914669	4.004085137	1.893994913
P02511	CRYAB	1	3788.567871	7354.317871	6780.352539	0.5151487789	0.5587567681	5	0.444671916	0.07421725668	1.361004575	0.3785062802	0.4105473108
Q14894	CRYM	2	43.15237236	4.914748907	14.00144053	8.780178434	3.081995191	5	1.338491478	1.176508909	2.528867551	3.471980346	1.218725429
Q08257	CRYZ	2	74.52044678	96.68939209	53.57899475	0.7707199845	1.390851902	5	0.17911563	0.1176559534	1.132189642	0.6807340008	1.228461956
O75390	CS	2	3839.35083	2799.480225	2012.487549	1.371451313	1.907763768	5	0.355415676	0.1347151544	1.279354142	1.071987238	1.491192865
O75534	CSDE1	2	2.828412533	4.181737423	3.473552942	0.6763725808	0.8142707423	5	-0.26637649	0.03339782575	0.8314051041	0.8135295025	0.9793910794
P55060	CSE1L	2	3.657763183	15.24717331	5.575442314	0.2398977902	0.6560489692	5	-0.147482352	0.07089532515	0.9028246085	0.2657191529	0.7266627018
P41240	CSK	2	5.741422653	7.225000381	3.600030541	0.7946605329	1.594826096	5	0.216614612	0.05645709845	1.162003659	0.6838709384	1.372479409
P48730	CSNK1D	2	2.448368192	4.581065178	6.34216547	0.534453909	0.3860460916	1	2.28538539	nan	4.874943134	0.1096328499	0.07918986559
P68400	CSNK2A1	2	5.565051079	3.2999475	3.023948669	1.686405944	1.840325907	5	-0.098882978	0.1205719442	0.933755682	1.806046246	1.9708859
P67870	CSNK2B	2	3.850231409	7.362249851	13.501544	0.522969403	0.2851697117	5	-0.057120202	0.065301004	0.9611808417	0.5440905397	0.2966868453
P21291	CSRP1	1	7.729416847	13.19824028	0	0.5856399553	nan	5	0.48214953	0.2633360443	1.396823301	0.4192655972	nan
P50461	CSRP3	1	375.2624817	744.8037109	103.2478867	0.5038407787	3.634577848	5	0.185545126	0.5277605377	1.137246604	0.4430356416	3.195945221
P01034	CST3	2	30.50710964	34.87805557	65.0212059	0.874679197	0.4691870786	5	-0.346309354	0.3010009387	0.7865937597	1.111983392	0.5964795332
P01040	CSTA	2	2154.229736	920.3079529	722.2724609	2.340770532	2.982572163	5	0.080782978	0.1882420201	1.05759186	2.213302334	2.820154235
P04080	CSTB	2	30.68840218	90.30210876	176.2706757	0.3398414787	0.1740981707	5	0.125608194	0.03128739139	1.090967553	0.311504662	0.1595814378
Q13363	CTBP1	2	6.507723331	8.953306198	26.9987936	0.7268514209	0.24103756	5	0.075846742	0.06875124167	1.053979453	0.6896257977	0.2286928453
P35221	CTNNA1	2	11.2701149	15.07006788	7.330082417	0.7478476531	1.537515441	5	-0.407719712	0.3221792096	0.7538138921	0.9920852626	2.039648588
P35222	CTNNB1	1	3.34410882	3.920354128	7.168306589	0.8530119247	0.4665130848	5	0.058248294	0.1056737223	1.041200777	0.8192578638	0.4480529548
P07858	CTSB	2	16.88905144	15.83270264	11.07939911	1.066719424	1.52436529	5	0.192691122	0.06928515197	1.142893618	0.9333497074	1.33377706
P53634	CTSC	2	6.43748188	12.04616261	57.70871544	0.5344010446	0.111551294	2	-0.398985189	0.6864231244	0.7583915584	0.7046505709	0.1470893139
P07339	CTSD	2	188.8509674	126.8193588	240.9956207	1.489133593	0.7836282122	5	0.223687276	0.2108901532	1.167714249	1.275255135	0.6710787445
P08311	CTSG	2	10.89978409	0	4.524914265	nan	2.408837704	5	0.190816384	0.4205550111	1.141409427	nan	2.11040635
Q9UBR2	CTSZ	2	23.66048813	17.59431767	31.26925278	1.344780091	0.7566694445	5	-0.02423586	0.08514657189	0.9833412986	1.367561897	0.7694881172
Q14247	CTTN	2	9.361861229	4.254652977	9.966600418	2.200381859	0.9393234239	5	0.002508976	0.1421980493	1.001740603	2.196558524	0.9376912759
Q13616	CUL1	2	6.118818998	9.712783813	5.220840931	0.6299758252	1.171998741	5	-0.17419262	0.08695256433	0.8862633627	0.7108223715	1.322404593
Q13617	CUL2	2	5.107197762	5.287614346	1.181095958	0.9658793981	4.324117552	5	-0.08286719	0.0772864176	0.9441793334	1.022982991	4.579762974
Q13618	CUL3	2	5.695962906	4.797979832	5.071784258	1.187158576	1.123068848	5	-0.27407612	0.06491317608	0.8269797339	1.435535271	1.358036724
Q13619	CUL4A	2	4.749076843	4.819688797	4.998133183	0.9853492711	0.9501701275	5	0.017555676	0.04810644984	1.012243007	0.9734315422	0.9386778877
Q93034	CUL5	2	15.25507832	32.00254059	27.15536308	0.4766833519	0.5617703681	5	-0.167840186	0.07402831369	0.8901743365	0.5354943771	0.6310790427
O60888	CUTA	2	12.58169746	25.09087181	348.1050415	0.5014452092	0.03614339341	5	0.009123938	0.1157688787	1.006344272	0.4982839602	0.03591553548
Q9NTM9	CUTC	2	20.88705254	21.35220528	32.71239853	0.9782152366	0.6385056882	5	-0.364884194	0.08194431035	0.7765312051	1.25972431	0.8222537407
P00167	CYB5A	2	88.54629135	55.2201004	61.26604843	1.60351558	1.445275052	5	-0.028535486	0.1389324273	0.9804150352	1.635547725	1.474146153
O43169	CYB5B	2	381.5112457	267.5427246	240.5948944	1.425982509	1.585699674	5	0.198240222	0.2054741246	1.147298044	1.242905029	1.382116602
Q9UHQ9	CYB5R1	2	3901.418213	1001.724121	953.9226685	3.894703273	4.089868437	5	0.99303616	0.1133309094	1.99036933	1.956774159	2.054828908
P00387	CYB5R3	2	652.9190063	327.5065155	488.7095032	1.993606159	1.336006364	5	0.176505214	0.048515161	1.130142907	1.764030147	1.182157013
P08574	CYC1	2	1527.96582	1304.331421	851.086731	1.171455196	1.795311529	5	0.218263962	0.1211380619	1.163332871	1.006981944	1.543248346
P99999	CYCS	2	3827.051758	2797.120361	1770.731079	1.368211326	2.16128344	5	0.395861874	0.2238618429	1.315728549	1.039888757	1.642651474
Q7L576	CYFIP1	2	0.909380734	2.825098515	2.735234171	0.3218934594	0.3324690601	5	-0.13147639	0.1924641083	0.9128967541	0.3526066425	0.3641913049
Q8WWM9	CYGB	2	0	16.10894728	0	0	nan	5	0.293068992	0.07537831067	1.225243924	0	nan
Q8N465	D2HGDH	2	2.832994223	3.204619884	2.302588344	0.8840344018	1.230352021	5	0.220466362	0.2883312234	1.165110156	0.7587560688	1.055996306
P61803	DAD1	2	20.32569027	53.71158791	56.0849781	0.3784228146	0.3624088117	5	-0.238732672	0.04624957557	0.8474894582	0.4465221495	0.4276263359
Q14118	DAG1	1	67.98209381	62.69664764	209.8395081	1.084301894	0.3239718509	5	-0.078077176	0.07207511231	0.947319393	1.144600124	0.3419879855
Q6PI48	DARS2	2	4.311154842	3.169195294	2.132956982	1.360331075	2.021210404	5	0.364197308	0.1477615604	1.287165272	1.056842586	1.570280404
Q96EP5	DAZAP1	2	14.74358797	19.41844845	13.94986916	0.7592567455	1.05689794	5	0.021127944	0.1720277498	1.014752535	0.7482186241	1.041532692
P07108	DBI	2	58.57064247	70.47392273	223.3239136	0.8310966696	0.26226767	5	0.04814466	0.2793986188	1.033934404	0.8038195325	0.2536598733
Q16643	DBN1	2	24.73475552	111.3875885	7.263278961	0.2220602479	3.405453053	5	-0.228608978	0.2611682066	0.8534573843	0.2601890288	3.990185235
Q9UJU6	DBNL	2	2.181262493	3.823105812	179.0669112	0.5705472462	0.01218127056	1	-0.39799855	nan	0.7589103892	0.7517979123	0.01605099987
P11182	DBT	2	44.58330536	22.48023415	9.049032688	1.983222464	4.926858693	5	0.334274014	0.1883331889	1.260742824	1.573058697	3.907901435
Q58WW2	DCAF6	2	5.617396355	6.450305939	4.073286414	0.870872856	1.379082093	5	0.051998306	0.1445521424	1.036699884	0.8400433622	1.330261646
Q5TAQ9	DCAF8	2	2.622586846	1.026632398	0.4775651693	2.554552974	5.491578982	5	0.025052358	0.1969188867	1.017516619	2.510576168	5.39704107
P81605	DCD	2	3672.373047	9313.295898	22643.85352	0.3943150832	0.1621796857	5	-0.057462496	0.15983794	0.9609528189	0.4103376102	0.1687696654
O15075	DCLK1	2	2.84269309	6.09300077	2.676650524	0.4665505878	1.062033711	3	0.011392449	0.4299304349	1.007927905	0.4628809121	1.053680235
P07585	DCN	2	55.24431992	26.57535839	28.37672234	2.078779865	1.946818215	5	-0.03950917	0.1175155172	0.9729859179	2.136495325	2.000869878
Q96C86	DCPS	2	108.8924427	100.8320084	121.3592453	1.079939242	0.8972735652	5	0.053269994	0.3049040349	1.037614103	1.040790829	0.8647468865
Q14203	DCTN1	2	3.342967868	6.509548664	17.03515053	0.5135483334	0.1962394088	5	-0.059561478	0.07045698577	0.9595557418	0.5351938517	0.204510692
Q13561	DCTN2	2	18.23423767	56.15388489	42.56635666	0.324719077	0.4283720549	5	-0.046138478	0.1070505984	0.9685252203	0.3352716793	0.4422931339
O75935	DCTN3	2	14.45534039	9.397761822	16.29091644	1.538168413	0.8873251813	5	0.11998664	0.1423006297	1.086724799	1.415416685	0.8165132351
Q9UJW0	DCTN4	1	0	2.366599858	6.876112461	0	0	5	-0.48848107	0.08618087818	0.7127751425	0	0
Q9H773	DCTPP1	2	12.33600664	7.453999043	46.00270271	1.654951466	0.2681583019	5	-0.110278922	0.04487486065	0.9264089382	1.786415693	0.2894599683
Q96GG9	DCUN1D1	2	4.798950195	15.52072525	8.440947056	0.3091962597	0.5685321995	5	-0.239748252	0.08412591183	0.846893081	0.3650947996	0.6713152017
Q6PH85	DCUN1D2	2	18.73603177	21.88740826	35.59500122	0.8560187461	0.5263669372	5	0.080609094	0.09308387436	1.057464399	0.8095012435	0.4977632699
Q7Z4W1	DCXR	2	186.9767761	63.96269226	61.23527527	2.923216167	3.053416112	5	0.515700846	0.1112280602	1.429688499	2.044652503	2.135721253
O94760	DDAH1	2	2.470777631	13.8776865	71.05365753	0.1780395912	0.03477340529	5	-0.964495364	0.278942825	0.5124576312	0.347423046	0.06785615664
O95865	DDAH2	2	21.70871735	21.14057159	83.93045044	1.026874664	0.258651267	5	0.016792236	0.0925315552	1.011707493	1.014991655	0.2556581509
Q16531	DDB1	2	13.88071537	30.73492432	38.06233597	0.4516267952	0.3646837488	5	-0.014675164	0.07375484134	0.9898795118	0.4562442094	0.3684122608
P39656	DDOST	2	16.07558584	47.99635696	92.19507599	0.3349334587	0.1743649069	5	-0.214604312	0.2124297981	0.8617824884	0.3886519663	0.2023305292
Q96HY6	DDRGK1	2	26.32032585	18.17589951	22.66682243	1.448089314	1.161182867	5	0.060609472	0.1411089259	1.042906247	1.388513414	1.113410596
P30046	DDT	2	4.787282705	12.46043587	14.51630402	0.3841986554	0.329786611	5	-0.195205772	0.118206798	0.8734483069	0.4398642167	0.3775685503
Q92499	DDX1	2	35.72315979	35.21819305	29.27113533	1.014338235	1.220422761	5	-0.174553618	0.1241388141	0.8860416254	1.144797497	1.377387614
Q92841	DDX17	2	7.765702248	6.799645424	12.19333935	1.142074588	0.6368806794	5	0.080920544	0.09196228575	1.05769271	1.0797792	0.6021415042
Q9NUU7	DDX19A	2	6.480720043	2.733759642	2.044372499	2.3706254	3.170028968	5	0.008258036	0.2114860676	1.005740448	2.357094621	3.151935447
Q9UMR2	DDX19B	2	6.480720043	2.733759642	2.044372499	2.3706254	3.170028968	5	-0.039298396	0.1125296863	0.973128079	2.436087758	3.257566025
Q13838	DDX39B	2	49.30034637	29.83641624	29.34663391	1.652354826	1.679931897	5	0.222160884	0.07714984434	1.166479444	1.416531457	1.44017274
O00571	DDX3X	2	8.361608505	12.69860268	22.66223907	0.6584668186	0.3689665649	5	-0.074818638	0.08406245204	0.9494614708	0.6935161024	0.3886061481
O15523	DDX3Y	2	16.31667519	39.2346499	0	0.415874112	nan	5	-0.156499022	0.06287756137	0.8971996595	0.4635245986	nan
P17844	DDX5	2	5.213738203	30.94527054	26.12713242	0.1684825536	0.1995526382	5	0.122387302	0.1942056166	1.088534628	0.154779232	0.1833222694
P26196	DDX6	2	10.48383474	12.43197727	13.43346071	0.8432958422	0.7804269479	5	-0.069895284	0.08747041002	0.9527071464	0.8851574645	0.8191677273
Q16698	DECR1	2	1945.990234	1092.884766	477.1366272	1.780599653	4.078475899	5	0.718628116	0.1379971992	1.645616445	1.082025923	2.478387908
O43583	DENR	2	25.01495934	24.04714394	24.14527988	1.040246584	1.036018611	5	-0.139843332	0.09038785231	0.9076177118	1.146128563	1.141470244
Q8TB45	DEPTOR	2	0	4.141923904	3.991253614	0	0	5	-0.32698824	0.3033753758	0.7971989748	0	0
P17661	DES	1	6504.340332	4521.089355	3542.89502	1.438666618	1.835882886	5	0.147624746	0.08884681143	1.107744179	1.298735434	1.657316662
Q02127	DHODH	2	11.47401428	4.849121094	9.97923851	2.366204939	1.149788561	5	0.322564364	0.2333316005	1.250551407	1.892129285	0.9194252666
Q9BTZ2	DHRS4	2	21.07288456	6.130713463	8.178639412	3.437264633	2.576575821	5	0.47256221	0.07213554471	1.387571592	2.477180025	1.85689577
Q9Y394	DHRS7	2	55.81584549	50.8252449	59.2964592	1.098191373	0.9413014916	5	-0.267030252	0.04835869196	0.8310284355	1.321484712	1.132694685
Q6IAN0	DHRS7B	2	100.1963654	72.99881744	106.1056213	1.372575185	0.9443077953	5	0.060930194	0.1797002781	1.043138119	1.315813467	0.9052567229
A6NNS2	DHRS7C	2	143.9146423	103.6762924	123.4229126	1.388115248	1.16602857	5	0.846940862	0.3306781415	1.798682892	0.7717398401	0.6482680051
Q96HY7	DHTKD1	2	12.93293571	5.300387859	3.134256363	2.439997988	4.126317128	5	-0.533021038	0.315316821	0.6911060252	3.530569695	5.970599268
O43143	DHX15	2	3.867075205	5.510743618	4.197983742	0.7017338263	0.921174412	5	-0.0861934064	0.1395091155	0.9420049811	0.7449364286	0.9778869862
Q08211	DHX9	2	3.865907907	4.134186745	5.400782824	0.9351072282	0.7158051034	5	0.070320676	0.08732815587	1.049950036	0.8906206925	0.6817515871
Q9NR28	DIABLO	2	81.76918793	65.52673721	45.14836121	1.247875164	1.811121949	5	0.182866954	0.1188625677	1.135137414	1.099316389	1.595508989
O60610	DIAPH1	2	0.1660987586	0.2283376306	0.5630241036	0.7274261282	0.2950118077	5	-0.086747824	0.1482259244	0.9416430447	0.7725073023	0.3132947345
P10515	DLAT	2	923.0717163	927.4174805	581.5018311	0.9953141231	1.587392622	5	0.19588746	0.134364276	1.145428543	0.8689447534	1.385850415
P09622	DLD	2	1466.966309	1198.395386	777.7131348	1.224108776	1.886256311	5	0.150413128	0.02184982926	1.109887252	1.102912727	1.699502636
P36957	DLST	2	1709.679688	1344.408813	800.5248413	1.27169628	2.135698481	5	0.276176812	0.1187795364	1.210981489	1.050136845	1.763609519
P11532	DMD	1	156.5318451	197.2488098	231.0782318	0.7935756126	0.6773976236	5	-0.04743657	0.05612533056	0.9676541634	0.8201025146	0.7000410366
P31689	DNAJA1	2	9.911354303	9.081866026	9.272827148	1.091334564	1.06886003	5	-0.10098722	0.362153491	0.9323947459	1.170464086	1.146359988
O60884	DNAJA2	2	32.69015217	54.25856972	42.63035583	0.6024882768	0.766828039	5	0.299098432	0.08885489265	1.230375288	0.4896784605	0.6232472699
Q96EY1	DNAJA3	2	18.97972679	20.40851974	17.05119181	0.9299903682	1.11310265	5	0.094349042	0.04886610758	1.067583595	0.8711171399	1.042637462
Q8WW22	DNAJA4	2	11.50635529	5.329194784	113.7688599	2.159117043	0.101138003	5	0.842581656	0.1723549282	1.793256246	1.204020367	0.05639908026
P25685	DNAJB1	2	4.635640621	142.298996	0	0.03257676268	nan	5	0.654952184	0.2972234542	1.574563766	0.02068938927	nan
P25686	DNAJB2	2	4.937301159	5.2487216	43.37789178	0.940667373	0.1138206805	5	-0.319911092	0.1824004262	0.8011192461	1.174191455	0.1420770765
Q9UDY4	DNAJB4	1	61.05282974	104.4386368	85.03628159	0.5845808757	0.7179621287	5	-0.092504252	0.1013261304	0.9378933259	0.6232914336	0.7655051047
O75953	DNAJB5	2	5.014167786	4.277182937	6.211952209	1.172306132	0.8071806763	5	-0.2640887722	0.1435930011	0.8327245299	1.407795844	0.9693249656
O75190	DNAJB6	1	8.92163229	10.76388931	11.31208229	0.8288483866	0.7886816999	5	-0.100370776	0.1113472782	0.9327932307	0.8885660394	0.8455053852
Q9NVH1	DNAJC11	2	6.51858902	9.078881264	5.189829826	0.717994743	1.256031361	5	-0.163455358	0.1357775646	0.8928839868	0.8041299358	1.406712831
O00429	DNM1L	2	41.67725229	32.72174072	36.62123108	1.273686894	1.138062568	5	0.261877302	0.04800380728	1.199037934	1.062257379	0.9491464248
P50570	DNM2	2	5.266621113	10.45745993	16.9514904	0.5036233607	0.3106877913	5	-0.11785715	0.10369451	0.9215554305	0.5464927492	0.3371341333
Q9ULA0	DNPEP	2	4.769701481	14.85910416	7.971645355	0.3209952249	0.5983333764	5	-0.010056284	0.06838556864	0.9930537526	0.3232405336	0.6025186198
O43598	DNPH1	2	0	27.0135994	61.9558115	0	0	5	-0.764147206	0.3359594413	0.5888013131	0	0
Q14185	DOCK1	2	1.449876666	1.597855449	13.66437149	0.9073891304	0.106106356	5	0.154790404	0.4179138168	1.113259871	0.8150739588	0.09531139922
Q9BU89	DOHH	2	7.790634155	8.204185486	248.9526978	0.9495926401	0.03129363219	5	-0.2041175592	0.2288484891	0.8680694894	1.093913162	0.03604968562
Q9NY33	DPP3	2	5.474483013	9.359145164	11.02307034	0.584934085	0.496638672	5	0.256647774	0.1205176504	1.19469949	0.489607713	0.4157017528
Q9UHL4	DPP7	2	1.625698686	10.27429199	148.9058075	0.1582297531	0.01091763117	5	0.22075179	0.2194547392	1.165340689	0.1357798236	0.009368617503
Q86TI2	DPP9	2	2.322862983	14.21827126	9.348504066	0.1633716885	0.2484742977	5	0.306895936	0.3845064861	1.237043245	0.132066271	0.2008614482
Q07507	DPT	2	2.703796387	13.59705639	34.5253334	0.1988515977	0.0783134041	5	0.02339313	0.04826075976	1.016347057	0.195653243	0.07705380124
Q16555	DPYSL2	2	9.404823303	5.49172163	27.58501816	1.712545525	0.3409395364	5	0.25653711	0.03246811227	1.194607852	1.433562923	0.285398707
Q14195	DPYSL3	2	21.77029324	4.806081772	8.700232506	4.529738417	2.502265683	5	1.935068966	0.09797757607	3.823964065	1.184566157	0.6543643299
O14531	DPYSL4	2	0	4.912595749	3.287437201	0	0	5	0.2287817	0.8477116247	1.171844954	0	0
P55039	DRG2	2	60.44740677	25.86042976	136.8995361	2.337447882	0.4415457384	5	-0.03911737	0.1368042951	0.9732501925	2.401692699	0.4536816348
Q02413	DSG1	2	141.887207	72.10264587	121.2155457	1.967850213	1.170536388	5	0.018084436	0.2648994494	1.01261407	1.943336825	1.155955089
P15924	DSP	2	177.2647247	87.58097076	121.7103043	2.02400959	1.456447963	5	-0.142580082	0.2863742832	0.9058976197	2.234258647	1.607740137
Q03001	DST	1	3.56871289	8.698299259	1.521567829	0.410277088	2.345418208	5	-0.103932376	0.1004330055	0.9304932721	0.4409242928	2.520618126
P60981	DSTN	2	35.36198044	11.68743801	24.19470072	3.025640042	1.461558911	5	-0.06481496	0.06244136399	0.956067935	3.164670555	1.52871868
Q8TEA8	DTD1	2	9.786019325	21.08041382	37.45816803	0.4642233027	0.2612519469	5	0.0047013	0.2954297514	1.003264008	0.4627130037	0.2604019927
Q9Y4J8	DTNA	2	53.60316086	66.75401306	80.05503845	0.8029953317	0.6695788534	5	-0.201510566	0.111261286	0.8696395351	0.9233657156	0.7699498774
Q9BVJ7	DUSP23	2	6.022222996	3.51244092	0	1.714540723	nan	5	-0.32447332	0.2389481707	0.7985898718	2.146960266	nan
Q4G0W2	DUSP28	2	6.906480312	32.35043716	25.8019352	0.2134895512	0.2676729579	5	-0.082126702	0.1012585	0.944664074	0.2259952052	0.2833525326
P51452	DUSP3	2	12.78103352	125.671936	63.88141632	0.1017015725	0.2000743605	5	-0.22609743	0.07191790253	0.8549444387	0.1189569379	0.2340203075
Q14204	DYNC1H1	2	10.45501518	12.30556583	30.49109077	0.849616777	0.3428875425	5	-0.071747542	0.0687185088	0.9514847626	0.8929378697	0.3603710285
Q13409	DYNC1I2	2	8.254319906	6.939908981	8.747128963	1.189398871	0.9436604789	5	-0.071340402	0.07359421628	0.9517533171	1.249692383	0.9914969162
Q9Y6G9	DYNC1LI1	2	3.392438293	8.699414253	8.620350838	0.389961691	0.3935383091	5	-0.210879468	0.07217527377	0.8640103694	0.4513391329	0.4554786876
O43237	DYNC1LI2	2	1.430820704	13.4728899	0	0.1061999849	nan	5	0.041239314	0.08541318584	1.028997384	0.1032072448	nan
Q9NP97	DYNLRB1	2	8.988139153	10.66945505	10.85696411	0.8424178282	0.8278685515	5	-0.16610569	0.07435173532	0.891245202	0.9452144329	0.9288897709
Q13627	DYRK1A	2	4.37169832	1.222678423	0	3.575509503	nan	5	0.097252006	0.2308908835	1.06973393	3.342428807	nan
O75923	DYSF	2	117.3058014	166.3287354	211.8229828	0.7052647947	0.5537916606	5	-0.35310714	0.1209842544	0.7828961533	0.900840797	0.7073628581
Q5JPH6	EARS2	2	10.65686989	6.996711254	6.68697834	1.52312558	1.593674952	5	-0.725471784	0.4159219185	0.6047992334	2.518398662	2.635047904
Q13011	ECH1	2	1821.575806	806.6186523	520.1618652	2.258286243	3.501940314	5	0.91030774	0.1218401494	1.879446359	1.201569937	1.863282928
Q9NTX5	ECHDC1	2	2.960843801	3.157571793	12.21755421	0.9376964313	0.2423434143	5	0.364892416	0.07061123322	1.287785594	0.7281463901	0.188186151
Q96DC8	ECHDC3	2	100.7821579	61.47506332	165.2644806	1.639399009	0.6098234632	5	0.062907158	0.1801918243	1.044568539	1.569450876	0.5838041643
P30084	ECHS1	2	1408.56543	1220.418701	748.8132935	1.154165721	1.8810636	5	0.653790052	0.12260709	1.57329592	0.7335973517	1.195619702
P42126	ECI1	2	1148.077393	832.3930054	458.7617188	1.379249207	2.502557092	5	0.332812426	0.1237515137	1.259466218	1.095106155	1.986998187
O75521	ECI2	2	479.5117188	255.7853317	120.7398605	1.874664648	3.971445028	5	0.586447764	0.1024522506	1.501545054	1.248490441	2.64490567
Q16610	ECM1	2	13.7840786	9.367311239	22.85646868	1.471508552	0.6030712265	5	-0.23697683	0.1332041687	0.848521529	1.734202966	0.7107317915
O60869	EDF1	2	32.18874741	74.40950012	59.27647018	0.4325892171	0.5430273987	5	-0.312030618	0.05315201852	0.8055071958	0.5370395441	0.6741434484
Q15075	EEA1	2	5.045320988	12.00119495	51.03182983	0.4204015523	0.09886615871	5	-0.06807832	0.1288402969	0.9539077641	0.4407150965	0.1036433106
P68104	EEF1A1	2	255.4790039	640.7748413	543.255127	0.3987032378	0.4702744461	5	0.316581086	0.06450178651	1.245375744	0.3201469432	0.3776165131
Q05639	EEF1A2	2	223.7610779	964.1538086	748.3630371	0.2320802717	0.2990007079	5	-0.116804376	0.06770619234	0.9222281601	0.2516516864	0.3242155476
P24534	EEF1B2	2	45.92062187	56.36848068	82.28521729	0.8146506934	0.5580664837	5	0.036460524	0.07359596163	1.025594567	0.7943204068	0.5441394698
P29692	EEF1D	2	156.1725922	314.380127	430.0956726	0.4967635635	0.3631112846	5	-0.081218836	0.06877509493	0.9452587238	0.5255318475	0.3841395751
P26641	EEF1G	2	164.9829254	227.5447235	332.2861023	0.7250571354	0.4965086541	5	0.027556868	0.05859680583	1.019284556	0.7113392735	0.4871148603
P13639	EEF2	2	57.63121414	184.5464478	205.2112732	0.3122856866	0.2808384415	5	-0.11735437	0.05337532839	0.921876649	0.3387499693	0.3046377645
O00418	EEF2K	2	1.868566632	79.88986301	0	0.02338928322	nan	5	-0.466145802	0.1438963025	0.7238959239	0.03231028445	nan
Q9BUP0	EFHD1	2	10.25807667	5.28288269	0	1.941757421	nan	4	-0.1547454375	0.2330850137	0.8982908617	2.161613241	nan
Q15029	EFTUD2	2	3.578240752	6.807669163	0.8850230873	0.5256190726	4.043104416	5	-0.193130789	0.1325547591	0.874705464	0.6009097854	4.622246667
Q9GZT9	EGLN1	2	2.193696856	3.698021889	75.40597534	0.593208186	0.02909181728	5	-0.558178328	0.4003903962	0.6791591879	0.873444984	0.04283504928
Q8N3D4	EHBP1L1	2	3.935194492	2.744785666	3.364906788	1.433698281	1.169480981	5	-0.177703482	0.06111216277	0.8841092239	1.621630272	1.322778849
Q9H4M9	EHD1	2	16.84335852	17.10707474	26.34926414	0.9845843766	0.6392344934	5	0.144134062	0.07427562639	1.105067168	0.8909724269	0.5784575923
Q9H223	EHD4	2	17.78555107	14.24998379	4.1966362	1.248110267	4.238049291	5	0.205197674	0.09677353448	1.152844295	1.082635593	3.676167985
P41567	EIF1	2	13.21613503	16.24250746	48.67350769	0.8136757862	0.2715262502	5	-0.14295665	0.1720979065	0.9056611959	0.8984328686	0.2998099636
O14602	EIF1AY	2	5.197793245	4.920897365	5.749224186	1.056269388	0.9040860257	5	-0.305928412	0.04686266544	0.8089214869	1.305774917	1.117643727
P49770	EIF2B2	2	4.656685829	6.292873383	3.839630842	0.7399935683	1.212795193	5	0.173030248	0.1573379505	1.12742405	0.6563577994	1.075722301
Q9NR50	EIF2B3	2	3.52062571	7.756401062	11.36725044	0.45389939	0.3097165606	5	-0.182762798	0.11540515	0.881014215	0.5152009834	0.3515454749
Q13144	EIF2B5	2	2.18440181	1.49644208	4.138925076	1.459730276	0.5277703197	5	0.172676708	0.07099219257	1.127147802	1.295065539	0.4682352381
P05198	EIF2S1	2	11.16148329	17.145298	28.43668747	0.6509938343	0.3925029348	5	-0.033642066	0.08363231695	0.9769508813	0.6663526762	0.401763223
