# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T01:17:13Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# tier 1: 242 entries, ordered by type-I weight; rank_<type> and cumulative_share_<type> follow that fiber type's own order
rank_I	accession	gene	tier	match_rule	w_I	rank_I	cumulative_share_I_in_I_order	w_I_low	w_I_high	valid_I	w_IIa	rank_IIa	cumulative_share_IIa_in_IIa_order	w_IIa_low	w_IIa_high	valid_IIa	w_IIx	rank_IIx	cumulative_share_IIx_in_IIx_order	w_IIx_low	w_IIx_high	valid_IIx
113	Q8IWX7	UNC45B	1	single	3.53839855e-05	113	0.9991566366	0	0.0001380373404	19	0.0001505288183	82	0.9965745073	1.065361747e-05	0.0002904040192	29	0.0001335718265	91	0.9974162567	1.389217287e-05	0.0002532514802	13
114	Q6IBS0	TWF2	1	single	3.530438658e-05	114	0.999191941	1.157562516e-05	5.9033148e-05	19	4.980836221e-05	109	0.9989992101	1.529859195e-05	8.431813248e-05	29	4.590646074e-05	113	0.9991248666	0	9.826309419e-05	13
115	O94875	SORBS2	1	summed:2	3.491701943e-05	115	0.999226858	0	0.0001197832101	10	4.821813054e-05	110	0.9990474283	0	0.0002117944234	15	0.0002183954858	78	0.9952030761	0	0.0005746413585	5
116	Q6H8Q1	ABLIM2	1	summed:2	3.175976777e-05	116	0.9992586177	1.664618769e-05	4.687334784e-05	18	3.554979036e-05	117	0.9993371657	4.121600811e-06	6.69779799e-05	28	5.022522447e-05	110	0.9989797427	1.729445868e-05	8.315599026e-05	12
117	Q9H1R3	MYLK2	1	single	3.073030617e-05	117	0.9992893481	0	0.0003512003406	16	5.020006356e-05	108	0.9989494018	0	0.0002758200204	25	0.0004762415242	58	0.9889241391	0	0.001307015031	13
118	A8MU46	SMTNL1	1	single	2.927126797e-05	118	0.9993186193	0	0.0001408588294	16	7.473651545e-05	99	0.9984254802	0	0.0001834177013	25	3.261399708e-05	119	0.9993358663	0	7.690253415e-05	12
119	P28289	TMOD1	1	single	2.683125691e-05	119	0.9993454506	0	5.748195009e-05	19	4.268835632e-05	114	0.9992254143	6.22663806e-06	7.915007458e-05	28	4.906316576e-05	112	0.9990789601	1.162776541e-05	8.649856612e-05	13
120	O75880	SCO1	1	single	2.53063197e-05	120	0.9993707569	0	5.168126308e-05	19	1.387562763e-05	132	0.9996362974	5.850113312e-06	2.190114195e-05	26	1.567274382e-05	133	0.9996346208	0	5.279028056e-05	12
121	P49257	LMAN1	1	single	2.378244484e-05	121	0.9993945393	8.619147157e-06	3.894574252e-05	18	3.04903038e-05	118	0.999367656	1.638619152e-05	4.459441609e-05	27	2.775891991e-05	120	0.9993636252	1.338646442e-05	4.21313754e-05	12
122	Q8WX93	PALLD	1	single	2.371647052e-05	122	0.9994182558	7.98715967e-06	3.944578137e-05	18	2.101275145e-05	122	0.9994670128	0	6.229168454e-05	28	1.857808655e-05	130	0.9995838583	3.666674934e-06	3.348949817e-05	12
123	O75369	FLNB	1	single	2.333036717e-05	123	0.9994415862	0	0.0004603069396	19	1.878262519e-05	125	0.999525335	0	0.0001906328771	27	1.366681283e-05	135	0.9996631632	0	0.000518888647	13
124	O76041	NEBL	1	single	2.319400663e-05	124	0.9994647802	0	7.461935139e-05	8	1.499897199e-05	130	0.9996076988	0	6.152403554e-05	22	1.048120403e-05	143	0.9997575837	0	6.354517074e-05	10
125	P21333	FLNA	1	single	2.143597354e-05	125	0.9994862162	0	6.475814505e-05	19	2.720393465e-05	119	0.9993948599	0	0.0001616634612	29	4.045950089e-05	114	0.9991653261	0	0.0001009595291	13
126	Q05682	CALD1	1	single	2.089607483e-05	126	0.9995071122	1.455316872e-06	4.033683279e-05	7	1.135310527e-05	139	0.9997222115	0	0.0002976610241	13	5.066375978e-05	108	0.9988791027	6.148490125e-07	0.0001007126705	8
127	Q9Y2K3	MYH15	1	single	2.061935198e-05	127	0.9995277316	0	5.645086404e-05	10	1.097595708e-05	141	0.9997445266	0	9.506721413e-05	9	1.091935175e-05	142	0.9997471025	0	0.0001313360392	5
128	O14950	MYL12B	1	shared_split	1.779723218e-05	128	0.9995455288	1.779723218e-05	3.559446437e-05	0	3.069642675e-06	177	0.9999758932	3.069642675e-06	6.13928535e-06	0	5.463373552e-06	170	0.9999593283	5.463373552e-06	1.09267471e-05	0
129	O14974	PPP1R12A	1	single	1.722774453e-05	129	0.9995627566	4.142509174e-06	3.031297989e-05	10	3.864613248e-05	115	0.9992640604	0	0.0001927061555	17	9.500756665e-06	147	0.9997967809	0	4.244548714e-05	10
130	Q13203	MYBPH	1	single	1.701059873e-05	130	0.9995797672	0	0.000130771415	16	2.506087416e-05	121	0.999446	0	0.0002142212686	23	5.015426941e-05	111	0.999029897	0	0.0001652522718	12
131	Q9UKP3	ITGB1BP2	1	single	1.447276474e-05	131	0.9995942399	9.807552861e-06	1.913797662e-05	4	3.00844846e-06	178	0.9999789016	1.9743049e-06	4.04259202e-06	3	1.116598245e-05	141	0.9997361831	6.43033906e-06	1.590162584e-05	2
132	Q86YM7	HOMER1	1	single	1.382140205e-05	132	0.9996080613	5.923794621e-07	2.705042464e-05	19	8.572241119e-06	149	0.9998216968	0	0.0001203193043	23	6.225380408e-06	161	0.9999075572	0	1.62639948e-05	10
133	Q14896	MYBPC3	1	single	1.371075956e-05	133	0.9996217721	1.793624424e-06	2.56278947e-05	11	5.757484399e-06	162	0.9999091036	0	1.890586805e-05	17	9.242686634e-06	149	0.9998154765	0	2.027993176e-05	7
134	P23634	ATP2B4	1	single	1.360878229e-05	134	0.9996353809	0	5.528040833e-05	14	1.275051812e-05	133	0.9996490479	0	6.976597553e-05	21	6.216823969e-06	162	0.999913774	0	0.000105362599	11
135	Q8WXH0	SYNE2	1	single	1.354157591e-05	135	0.9996489224	0	4.729865277e-05	16	1.545642152e-05	129	0.9995926998	0	0.0001315635963	27	9.863576581e-06	145	0.9997775968	0	2.429619798e-05	10
136	P02730	SLC4A1	1	single	1.349392896e-05	136	0.9996624164	0	9.148508674e-05	14	6.45251572e-06	158	0.9998847898	0	2.401168276e-05	21	6.796153527e-06	158	0.9998882968	0	4.199463908e-05	8
137	P30626	SRI	1	single	1.231853086e-05	137	0.9996747349	0	2.468427751e-05	2	5.569849973e-06	166	0.9999315319	3.830962617e-06	7.308737329e-06	5	6.825405415e-06	157	0.9998815006	6.825405415e-06	6.825405415e-06	1
138	O00757	FBP2	1	single	1.22645421e-05	138	0.9996869994	0	0.0002452550619	14	0.0002020359841	77	0.9956982226	0	0.0005502823172	27	0.0002652896345	74	0.9942958067	0	0.0008153467315	13
139	A4UGR9	XIRP2	1	single	1.202721386e-05	139	0.9996990267	0	0.0001796915865	16	0.000116291479	88	0.9973975478	0	0.0003452492765	26	0.0002717489047	72	0.9937604375	0	0.0007643084806	10
140	Q9H7C4	SYNC	1	single	1.17904725e-05	140	0.9997108171	0	2.434580853e-05	18	1.211356674e-05	137	0.9996988419	0	5.235435086e-05	26	2.049957542e-05	126	0.9995069748	0	0.0001018217246	13
141	Q9ULV4	CORO1C	1	single	1.140165312e-05	141	0.9997222188	3.096663722e-06	1.970664252e-05	9	6.19466952e-06	160	0.9998974333	0	1.891079526e-05	17	5.734693909e-06	165	0.9999314187	3.212324611e-06	8.257063208e-06	7
142	Q13501	SQSTM1	1	single	1.099127571e-05	142	0.9997332101	0	2.372591792e-05	2	6.57753316e-06	156	0.9998718325	0	1.35179919e-05	12	5.709961023e-06	166	0.9999371286	1.293551551e-06	1.012637049e-05	9
143	Q9Y623	MYH4	1	single	1.086538612e-05	143	0.9997440754	0	0.0005769657213	19	0.006222182739	27	0.928947987	0.004200772995	0.008243592482	29	0.0003213474389	67	0.9922721895	0	0.001031334957	13
144	Q9UNE7	STUB1	1	single	1.075156334e-05	144	0.999754827	6.769298633e-07	2.082619681e-05	17	1.914679624e-05	124	0.9995065524	0	9.375181496e-05	26	1.874923137e-05	129	0.9995652802	0	8.284172542e-05	13
145	Q12955	ANK3	1	single	1.045312382e-05	145	0.9997652801	3.636753487e-06	1.726949414e-05	15	1.133920469e-05	140	0.9997335507	7.8264117e-07	2.189576821e-05	27	1.487560046e-05	134	0.9996494964	8.331221924e-06	2.1419979e-05	12
146	P29475	NOS1	1	single	1.023837298e-05	146	0.9997755185	4.03773708e-08	2.043636858e-05	16	1.566823536e-05	128	0.9995772434	0	3.482103838e-05	23	9.452966707e-06	148	0.9998062338	0	3.171245387e-05	12
147	Q5VU43	PDE4DIP	1	single	9.628326025e-06	147	0.9997851468	6.326149237e-06	1.293050281e-05	4	2.548133635e-06	181	0.9999867604	2.548133635e-06	2.548133635e-06	1	0	222	1	0	0	0
148	Q92736	RYR2	1	single	9.52275645e-06	148	0.9997946696	1.187538345e-06	1.785797456e-05	9	2.039284484e-05	123	0.9994874056	0	5.755690349e-05	22	3.634383348e-05	115	0.9992016699	0	7.56173026e-05	8
149	Q9BYV2	TRIM54	1	single	9.42561089e-06	149	0.9998040952	3.207364382e-06	1.56438574e-05	13	7.764079029e-06	151	0.9998374791	3.732179772e-07	1.515494008e-05	24	6.288803993e-06	160	0.9999013318	1.515067589e-06	1.10625404e-05	9
150	Q01449	MYL7	1	summed:2	9.316376022e-06	150	0.9998134116	0	2.690657335e-05	10	0.0001857559927	79	0.9960723634	1.908792245e-05	0.0003524240629	25	0.0002353955267	75	0.9945312022	8.949018372e-05	0.0003813008696	9
151	Q711Q0	CEFIP	1	single+via_mapping:C10orf71	9.117556525e-06	151	0.9998225291	0	2.178270147e-05	17	6.786542017e-06	155	0.999865255	1.759489747e-06	1.181359429e-05	22	4.546770536e-06	173	0.999974051	0	9.740695129e-06	10
152	O95749	GGPS1	1	single	8.942992405e-06	152	0.9998314721	4.668709482e-06	1.321727533e-05	2	4.760818697e-06	168	0.9999411965	0	1.088577844e-05	4	0	189	1	0	0	0
153	P19429	TNNI3	1	single	8.496205438e-06	153	0.9998399683	0	1.831994632e-05	7	7.169826775e-06	152	0.999844649	1.300471579e-07	1.420960639e-05	8	1.16052739e-05	140	0.9997250172	1.16052739e-05	1.16052739e-05	1
154	Q86VF2	IGFN1	1	single	8.291694365e-06	154	0.99984826	0	3.558325788e-05	16	6.324298749e-05	101	0.9985542872	0	0.0001301371443	29	2.024434992e-05	127	0.9995272192	0	4.420564818e-05	12
155	P50479	PDLIM4	1	single	8.257688134e-06	155	0.9998565177	5.271562622e-06	1.124381365e-05	4	5.606889998e-06	164	0.9999203857	2.87070592e-06	8.343074077e-06	4	5.485970264e-06	169	0.9999538649	0	1.405694728e-05	3
156	P29536	LMOD1	1	single	8.091944752e-06	156	0.9998646097	0	0.000227572232	5	3.57558172e-06	174	0.9999660936	0	5.460023064e-05	16	2.509772221e-05	123	0.9994426052	1.481630543e-05	3.537913899e-05	9
157	Q15327	ANKRD1	1	single	7.931227097e-06	157	0.9998725409	3.642255377e-06	1.222019882e-05	2	6.924053628e-06	153	0.999851573	0	2.324238924e-05	11	1.908075573e-06	182	0.999998171	0	4.261056645e-06	5
158	A7E2Y1	MYH7B	1	single	7.500869373e-06	158	0.9998800418	0	4.004744731e-05	3	1.260720056e-05	135	0.999674281	0	9.984419064e-05	22	9.683277875e-06	146	0.9997872801	0	0.000156236433	9
159	Q13418	ILK	1	single	7.390248651e-06	159	0.999887432	3.34343487e-06	1.143706243e-05	12	8.610208136e-06	148	0.9998131246	7.502564342e-07	1.647015984e-05	19	5.541290901e-06	168	0.999948379	0	2.831543287e-05	10
160	Q8IUG5	MYO18B	1	single	7.334890011e-06	160	0.9998947669	0	1.603163407e-05	10	6.895433138e-06	154	0.9998584684	0	1.75441528e-05	18	1.775301461e-05	131	0.9996016113	0	6.720315672e-05	8
161	P13535	MYH8	1	single	7.256467237e-06	161	0.9999020234	0	1.477690733e-05	6	1.472299145e-05	131	0.9996224218	6.748704849e-07	2.877111242e-05	17	1.170886991e-05	139	0.9997134119	4.17839121e-06	1.923934861e-05	8
162	O76003	GLRX3	1	single	6.912481343e-06	162	0.9999089358	0	1.76523832e-05	6	6.504791755e-06	157	0.9998783373	0	0.0004225125806	12	5.228826205e-06	171	0.9999645571	2.346665425e-06	8.110986986e-06	4
163	Q9HBI1	PARVB	1	single	6.236928819e-06	163	0.9999151728	2.648732254e-06	9.825125383e-06	14	4.90375696e-06	167	0.9999364356	0	1.712475612e-05	21	1.733671444e-05	132	0.999618948	0	0.0002489878706	13
164	O75190	DNAJB6	1	single	6.068638709e-06	164	0.9999212414	0	2.212756656e-05	8	6.448849746e-06	159	0.9998912387	0	1.42523242e-05	14	6.746244536e-06	159	0.999895043	6.578138003e-07	1.283467527e-05	7
165	P16298	PPP3CB	1	single	6.012185884e-06	165	0.9999272536	0	1.403367315e-05	5	1.244728514e-05	136	0.9996867283	3.344309641e-06	2.155026065e-05	14	1.180823129e-05	138	0.999701703	0	2.640902308e-05	8
166	Q14192	FHL2	1	single	5.960190573e-06	166	0.9999332138	1.090820904e-06	1.082956024e-05	3	1.059991104e-05	142	0.9997551265	0	2.663817594e-05	10	0.0001103515151	94	0.9977693084	0.0001103515151	0.0001103515151	1
167	P12829	MYL4	1	single	5.50541002e-06	167	0.9999387192	2.498253908e-06	8.512566131e-06	6	1.896068203e-06	187	1	0	2.991078375e-05	12	2.080440463e-06	181	0.9999962629	3.575075677e-07	3.803373359e-06	5
168	P35222	CTNNB1	1	single	5.400553157e-06	168	0.9999441198	0	1.527374306e-05	17	5.5763396e-06	165	0.999925962	0	2.63110508e-05	22	1.014955441e-05	144	0.9997677333	0	3.209540286e-05	10
169	Q8N0Z2	ABRA	1	single	5.152483965e-06	169	0.9999492722	0	1.1179126e-05	2	1.021186524e-05	144	0.9997756545	1.083746146e-06	1.933998433e-05	12	2.527624169e-06	178	0.9999896694	1.382925994e-06	3.672322345e-06	7
170	Q08209	PPP3CA	1	single	4.612418412e-06	170	0.9999538847	0	1.414182815e-05	11	1.2625909e-05	134	0.9996616738	0	2.865442541e-05	28	2.747218414e-05	121	0.9993910974	2.867423928e-06	5.207694435e-05	13
171	Q15172	PPP2R5A	1	single	4.576944003e-06	171	0.9999584616	0	3.643601192e-05	14	4.057980091e-06	172	0.9999586913	0	1.345332149e-05	11	8.247681654e-06	154	0.9998591417	1.675112032e-06	1.482025128e-05	9
172	Q15413	RYR3	1	single	3.920265592e-06	172	0.9999623819	0	2.175503138e-05	6	5.304912638e-05	106	0.9988486032	2.803486683e-05	7.806338594e-05	6	0.0001570363186	87	0.9968672022	0	0.0003660388811	6
173	O43819	SCO2	1	single	3.888672235e-06	173	0.9999662705	2.75986037e-06	5.017484101e-06	10	2.504970317e-06	182	0.9999892653	0	7.426624254e-06	8	1.931178909e-05	128	0.999546531	8.553047136e-06	3.007053105e-05	4
174	Q96JY6	PDLIM2	1	single	3.649642233e-06	174	0.9999699202	3.186307447e-06	4.112977019e-06	3	4.364671668e-06	171	0.9999546334	2.742155741e-06	5.987187594e-06	7	3.579810688e-06	175	0.9999813524	3.087938179e-06	4.071683196e-06	3
175	P24844	MYL9	1	single	3.440760333e-06	175	0.9999733609	3.440760333e-06	3.440760333e-06	1	2.751937318e-06	179	0.9999816536	0	4.600572932e-05	6	1.829033737e-06	183	1	1.829033737e-06	1.829033737e-06	1
176	P84077	ARF1	1	shared_split	3.142110144e-06	176	0.999976503	3.142110144e-06	6.284220288e-06	0	5.675201128e-06	163	0.9999147788	5.675201128e-06	1.135040226e-05	0	9.101173749e-06	151	0.9998337975	9.101173749e-06	1.82023475e-05	0
177	Q9NYL9	TMOD3	1	single	3.081969999e-06	177	0.999979585	2.548668718e-06	3.615271279e-06	2	3.826651942e-06	173	0.999962518	2.219738458e-06	5.433565425e-06	5	3.721578867e-06	174	0.9999777726	3.721578867e-06	3.721578867e-06	1
178	P21291	CSRP1	1	single	3.007513637e-06	178	0.9999825925	3.007513637e-06	3.007513637e-06	1	4.523170703e-06	170	0.9999502687	1.185715417e-06	7.86062599e-06	10	0	199	1	0	0	0
179	Q13496	MTM1	1	single	2.966950348e-06	179	0.9999855595	0	6.253611517e-06	12	2.558644875e-06	180	0.9999842122	0	6.413785576e-06	14	7.32404293e-06	156	0.9998746752	9.056462656e-07	1.374243959e-05	3
180	Q13153	PAK1	1	single	2.871143098e-06	180	0.9999884306	1.136089171e-06	4.606197025e-06	2	2.474611198e-06	183	0.9999917399	1.428707644e-06	3.520514752e-06	2	2.138730407e-06	180	0.9999941825	2.138730407e-06	2.138730407e-06	1
181	Q13049	TRIM32	1	single	2.479903004e-06	181	0.9999909105	2.479903004e-06	2.479903004e-06	1	2.163201547e-06	184	0.9999939031	1.964217794e-06	2.3621853e-06	2	2.374348799e-06	179	0.9999920437	2.374348799e-06	2.374348799e-06	1
182	Q96Q27	ASB2	1	single	2.448946775e-06	182	0.9999933595	0	5.55378105e-06	12	4.549039934e-06	169	0.9999457455	0	0.0001910434471	18	0.0004446357279	60	0.9898255695	0.0002883856224	0.0006008858335	5
183	O60706	ABCC9	1	single	2.253115443e-06	183	0.9999956126	6.041742899e-07	3.902056595e-06	5	3.548997477e-06	175	0.9999696426	1.500973758e-06	5.597021195e-06	9	8.386091765e-06	153	0.999850894	1.190091336e-06	1.558209219e-05	10
184	P45379	TNNT2	1	shared_group	2.235368433e-06	184	0.999997848	2.235368433e-06	2.235368433e-06	0	3.180991155e-06	176	0.9999728236	3.180991155e-06	3.180991155e-06	0	5.955912616e-06	163	0.9999197299	5.955912616e-06	5.955912616e-06	0
185	Q12792	TWF1	1	single	2.152041575e-06	185	1	0	4.576537054e-06	3	2.142113853e-06	185	0.9999960453	2.142113853e-06	2.142113853e-06	1	3.233631385e-06	176	0.999984586	2.47644427e-07	6.219618342e-06	3
186	A0A1B0GWK0	PVALEF	1	none	0	186	1	0	0	0	0	188	1	0	0	0	0	184	1	0	0	0
187	A2RUH7	MYBPHL	1	none	0	187	1	0	0	0	0	189	1	0	0	0	0	185	1	0	0	0
188	O75052	NOS1AP	1	none	0	188	1	0	0	0	0	190	1	0	0	0	0	186	1	0	0	0
189	O75628	REM1	1	none	0	189	1	0	0	0	0	191	1	0	0	0	0	187	1	0	0	0
190	O95393	BMP10	1	none	0	190	1	0	0	0	0	192	1	0	0	0	0	188	1	0	0	0
191	P05787	KRT8	1	none	0	191	1	0	0	0	0	193	1	0	0	0	0	190	1	0	0	0
192	P08253	MMP2	1	none	0	192	1	0	0	0	0	194	1	0	0	0	0	191	1	0	0	0
193	P08727	KRT19	1	none	0	193	1	0	0	0	0	195	1	0	0	0	0	192	1	0	0	0
194	P0CAP1	MYZAP	1	none	0	194	1	0	0	0	0	196	1	0	0	0	0	193	1	0	0	0
195	P0CAP2	POLR2M	1	none	0	195	1	0	0	0	0	197	1	0	0	0	0	194	1	0	0	0
196	P0DP25	CALM3	1	none	0	196	1	0	0	0	0	198	1	0	0	0	0	195	1	0	0	0
197	P11166	SLC2A1	1	single	0	197	1	0	0	0	5.91278729e-06	161	0.9999033461	5.91278729e-06	5.91278729e-06	1	0	196	1	0	0	0
198	P15172	MYOD1	1	none	0	198	1	0	0	0	0	199	1	0	0	0	0	197	1	0	0	0
199	P15382	KCNE1	1	none	0	199	1	0	0	0	0	200	1	0	0	0	0	198	1	0	0	0
200	P22460	KCNA5	1	none	0	200	1	0	0	0	0	201	1	0	0	0	0	200	1	0	0	0
201	P31431	SDC4	1	none	0	201	1	0	0	0	0	202	1	0	0	0	0	201	1	0	0	0
202	P32418	SLC8A1	1	none	0	202	1	0	0	0	0	203	1	0	0	0	0	202	1	0	0	0
203	P35498	SCN1A	1	none	0	203	1	0	0	0	0	204	1	0	0	0	0	203	1	0	0	0
204	P68032	ACTC1	1	none	0	204	1	0	0	0	0	205	1	0	0	0	0	204	1	0	0	0
205	P68106	FKBP1B	1	none	0	205	1	0	0	0	0	206	1	0	0	0	0	205	1	0	0	0
206	Q01668	CACNA1D	1	none	0	206	1	0	0	0	0	207	1	0	0	0	0	206	1	0	0	0
207	Q07343	PDE4B	1	none	0	207	1	0	0	0	0	208	1	0	0	0	0	207	1	0	0	0
208	Q13936	CACNA1C	1	none	0	208	1	0	0	0	0	209	1	0	0	0	0	208	1	0	0	0
209	Q14331	FRG1	1	none	0	209	1	0	0	0	0	210	1	0	0	0	0	209	1	0	0	0
210	Q14524	SCN5A	1	none	0	210	1	0	0	0	0	211	1	0	0	0	0	210	1	0	0	0
211	Q14596	NBR1	1	none	0	211	1	0	0	0	0	212	1	0	0	0	0	211	1	0	0	0
212	Q15139	PRKD1	1	none	0	212	1	0	0	0	0	213	1	0	0	0	0	212	1	0	0	0
213	Q15842	KCNJ8	1	none	0	213	1	0	0	0	0	214	1	0	0	0	0	213	1	0	0	0
214	Q16527	CSRP2	1	none	0	214	1	0	0	0	0	215	1	0	0	0	0	214	1	0	0	0
215	Q16637	SMN1	1	none	0	215	1	0	0	0	0	216	1	0	0	0	0	215	1	0	0	0
216	Q2TBC4	PRICKLE4	1	none	0	216	1	0	0	0	0	217	1	0	0	0	0	216	1	0	0	0
217	Q2V2M9	FHOD3	1	none	0	217	1	0	0	0	0	218	1	0	0	0	0	217	1	0	0	0
218	Q5BKY1	LRRC10	1	none	0	218	1	0	0	0	0	219	1	0	0	0	0	218	1	0	0	0
219	Q5JQC9	AKAP4	1	none	0	219	1	0	0	0	0	220	1	0	0	0	0	219	1	0	0	0
220	Q5JVS0	HABP4	1	none	0	220	1	0	0	0	0	221	1	0	0	0	0	220	1	0	0	0
221	Q5TD97	FHL5	1	none	0	221	1	0	0	0	0	222	1	0	0	0	0	221	1	0	0	0
222	Q5VZP5	STYXL2	1	none	0	222	1	0	0	0	0	223	1	0	0	0	0	223	1	0	0	0
223	Q6P050	FBXL22	1	none	0	223	1	0	0	0	0	224	1	0	0	0	0	224	1	0	0	0
224	Q86SG2	ANKRD23	1	none	0	224	1	0	0	0	0	225	1	0	0	0	0	225	1	0	0	0
225	Q86VW2	ARHGEF25	1	none	0	225	1	0	0	0	0	226	1	0	0	0	0	226	1	0	0	0
226	Q8NBH2	KY	1	none	0	226	1	0	0	0	0	227	1	0	0	0	0	227	1	0	0	0
227	Q8NC69	KCTD6	1	none	0	227	1	0	0	0	0	228	1	0	0	0	0	228	1	0	0	0
228	Q8NDZ2	SIMC1	1	none	0	228	1	0	0	0	0	229	1	0	0	0	0	229	1	0	0	0
229	Q8NEZ5	FBXO22	1	none	0	229	1	0	0	0	0	230	1	0	0	0	0	230	1	0	0	0
230	Q8WU10	PYROXD1	1	none	0	230	1	0	0	0	0	231	1	0	0	0	0	231	1	0	0	0
231	Q92831	KAT2B	1	none	0	231	1	0	0	0	0	232	1	0	0	0	0	232	1	0	0	0
232	Q92952	KCNN1	1	none	0	232	1	0	0	0	0	233	1	0	0	0	0	233	1	0	0	0
233	Q969P5	FBXO32	1	none	0	233	1	0	0	0	0	234	1	0	0	0	0	234	1	0	0	0
234	Q969Q1	TRIM63	1	none	0	234	1	0	0	0	0	235	1	0	0	0	0	235	1	0	0	0
235	Q9C0I1	MTMR12	1	none	0	235	1	0	0	0	0	236	1	0	0	0	0	236	1	0	0	0
236	Q9H2S1	KCNN2	1	none	0	236	1	0	0	0	0	237	1	0	0	0	0	237	1	0	0	0
237	Q9NNX1	TUFT1	1	none	0	237	1	0	0	0	0	238	1	0	0	0	0	238	1	0	0	0
238	Q9NY72	SCN3B	1	none	0	238	1	0	0	0	0	239	1	0	0	0	0	239	1	0	0	0
239	Q9NZR1	TMOD2	1	none	0	239	1	0	0	0	0	240	1	0	0	0	0	240	1	0	0	0
240	Q9UGI6	KCNN3	1	none	0	240	1	0	0	0	0	241	1	0	0	0	0	241	1	0	0	0
241	Q9UJW0	DCTN4	1	single	0	241	1	0	0	0	2.05867463e-06	186	0.9999981039	0	4.33960035e-06	6	5.954048088e-06	164	0.999925684	4.672047882e-06	7.236048294e-06	2
242	Q9UQD0	SCN8A	1	none	0	242	1	0	0	0	0	242	1	0	0	0	0	242	1	0	0	0
