accession	gene_primary	protein_name	length	reviewed	organism_id	dataset_rows	identity_cell
P14324	FDPS	Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)	419	reviewed	9606	831	P14324;P14324-2;A0A087X090;A0A087WVN4;A0A087X1D8;A0A087WTP2
P14406	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa-liver/heart) (Cytochrome c oxidase subunit VIIa-L) (Cytochrome c oxidase subunit VIIaL)	83	reviewed	9606	518	P14406;D6R9C3;D6RIE3;H0UI06
P14415	ATP1B2	Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)	290	reviewed	9606	242	P14415;I3L3J8;I3L1V9
P14543	NID1	Nidogen-1 (NID-1) (Entactin)	1247	reviewed	9606	1467	P14543;P14543-2
P14550	AKR1A1	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20) (S-nitroso-CoA reductase) (ScorR) (EC 1.6.-.-)	325	reviewed	9606	92	P14550;V9GYG2;V9GYP9;Q5T621
P14598	NCF1	Neutrophil cytosol factor 1 (NCF-1) (47 kDa autosomal chronic granulomatous disease protein) (47 kDa neutrophil oxidase factor) (NCF-47K) (Neutrophil NADPH oxidase factor 1) (Nox organizer 2) (Nox-organizing protein 2) (SH3 and PX domain-containing protein 1A) (p47-phox)	390	reviewed	9606	1448	P14598;A6NI72;A8MVU1;P14598-2
P14625	HSP90B1	Endoplasmin (EC 3.6.4.-) (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Heat shock protein family C member 4) (Tumor rejection antigen 1) (gp96 homolog)	803	reviewed	9606	1068	P14625;Q96GW1;H0YIV0;F8W026;Q58FF3
P14672	SLC2A4	Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)	509	reviewed	9606	2142	P14672;I3L2R4;F5H081;P14672-2;I3L1S2
P14735	IDE	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	1019	reviewed	9606	1096	P14735;P14735-2;Q5T5N3
P14868	DARS1	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)	501	reviewed	9606	580	P14868;P14868-2;C9J7S3;C9JLC1;C9JQM9;H7C278;H7BZ35
P14923	JUP	Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3)	745	reviewed	9606	1155	P14923;C9JTX4;C9J826;C9JK18;C9JKY1;P35222;B4DGU4;P35222-2
P15104	GLUL	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL) (EC 2.3.1.225)	373	reviewed	9606	914	P15104;A0A087WYJ1
P15121	AKR1B1	Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Alditol:NADP oxidoreductase) (Aldose reductase) (AR)	316	reviewed	9606	93	P15121;E9PCX2;E9PEF9
P15151	PVR	Poliovirus receptor (Nectin-like protein 5) (NECL-5) (CD antigen CD155)	417	reviewed	9606	1821	P15151;A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4
P15153	RAC2	Ras-related C3 botulinum toxin substrate 2 (EC 3.6.5.2) (GX) (Small G protein) (p21-Rac2)	192	reviewed	9606	1868	P15153;B1AH80;B1AH77;B1AH78
P15170	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (EC 3.6.5.-) (G1 to S phase transition protein 1 homolog)	499	reviewed	9606	970	P15170-3;P15170-2;P15170;H3BR35;Q8IYD1;H3BSV8;H3BMT9
P15311	EZR	Ezrin (Cytovillin) (Villin-2) (p81)	586	reviewed	9606	795	P15311;E7EQR4
P15374	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)	230	reviewed	9606	2474	P15374;A0A087WTB8
P15531	NME1	Nucleoside diphosphate kinase A (NDP kinase A) (NDPK A) (EC 2.7.4.6) (Farnesyl diphosphate kinase NME1) (EC 2.7.4.18) (Histidine protein kinase NME1) (EC 2.7.13.3) (Metastasis inhibition factor nm23) (NM23-H1) (Non-specific serine/threonine protein kinase NME1) (EC 2.7.11.1) (Nucleoside diphoshate kinase 1) (NDK1) (Putative 3'-5'-DNA exonuclease NDK1) (EC 3.1.11.-) (Putative granzyme A-activated DNA endonuclease) (GAAD) (EC 3.1.24.-) (Tumor metastatic process-associated protein)	152	reviewed	9606	1474	P15531;P15531-2
P15735	PHKG2	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (PHK-gamma-LT) (PHK-gamma-T) (EC 2.7.11.19) (PSK-C3) (Phosphorylase kinase subunit gamma-2)	406	reviewed	9606	1612	P15735;J3KNN3;P15735-2;H3BP07;H3BTW6;H3BTI9
P15880	RPS2	Small ribosomal subunit protein uS5 (40S ribosomal protein S2) (40S ribosomal protein S4) (Protein LLRep3)	293	reviewed	9606	1999	P15880;H0YEN5;E9PQD7;I3L404;E9PM36;E9PMM9;E9PPT0;H3BNG3;H0YE27
P15924	DSP	Desmoplakin (DP) (250/210 kDa paraneoplastic pemphigus antigen)	2871	reviewed	9606	678	P15924;P15924-3;P15924-2
P16070	CD44	CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44)	742	reviewed	9606	413	P16070;P16070-18;P16070-12;P16070-14;P16070-13;P16070-11;P16070-10;P16070-16;P16070-8;P16070-17;P16070-6;P16070-4;P16070-3;P16070-7;P16070-5;H0YD13;H0YE40;H0YDW7;H0YCV9;H0Y5E4;P16070-15;P16070-9;E9PKC6;H0YDX6;H0YD17;Q86UZ1;P16070-19;H0YD90;J3KN83;H0YEV3;H0YEU1;H0YF08
P16083	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone] (EC 1.10.5.1) (NRH dehydrogenase [quinone] 2) (NRH:quinone oxidoreductase 2) (Quinone reductase 2) (QR2)	231	reviewed	9606	1486	P16083;Q5TD07;Q5TD05;A2A2U4
P16152	CBR1	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)	277	reviewed	9606	386	P16152;E9PQ63;A8MTM1;P16152-2
P16157	ANK1	Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)	1881	reviewed	9606	120;121;122;123;124;125;126;127	P16157;P16157-2;H0YAY8;P16157-23;A0A087X0B4;C9JN86;D6RHY3;Q96HA7;A0A087X1F6;H0Y931;P16157-19;Q96HA7-2
P16452	EPB42	Protein 4.2 (P4.2) (Erythrocyte membrane protein band 4.2) (Erythrocyte protein 4.2)	691	reviewed	9606	762	P16452-2;P16452;P16452-3;F5H563;H3BTE6;H3BUR1;H3BPV8;P00488;H0Y4W5
P16455	MGMT	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	207	reviewed	9606	1352	P16455
P16591	FER	Tyrosine-protein kinase Fer (EC 2.7.10.2) (Feline encephalitis virus-related kinase FER) (Fujinami poultry sarcoma/Feline sarcoma-related protein Fer) (Proto-oncogene c-Fer) (Tyrosine kinase 3) (p94-Fer)	822	reviewed	9606	833	P16591;P16591-2
P16615	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	1042	reviewed	9606	245	P16615;P16615-5;P16615-2;P16615-3;P16615-4;H7C5W9;A0A0C4DH86;J3QSY6;H3BVB2
P16671	CD36	Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36)	472	reviewed	9606	410	P16671;E9PLT1;E7EU05;P16671-4;P16671-2;P16671-3;E7EX47
P16930	FAH	Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)	419	reviewed	9606	802	P16930;P16930-2;H0YLC7
P16949	STMN1	Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)	149	reviewed	9606	2235	P16949;P16949-2;A2A2D0
P16989	YBX3	Y-box-binding protein 3 (Cold shock domain-containing protein A) (DNA-binding protein A) (Single-strand DNA-binding protein NF-GMB)	372	reviewed	9606	2595	P16989;P16989-2;P16989-3;A0A0D9SEI8
P17066	HSPA6	Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B') (Heat shock protein family A member 6)	643	reviewed	9606	1074	P17066;P48741
P17174	GOT1	Aspartate aminotransferase, cytoplasmic (cAspAT) (EC 2.6.1.1) (EC 2.6.1.3) (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic) (cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)	413	reviewed	9606	949	P17174;P17174-2
P17612	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	351	reviewed	9606	1716	P17612;P17612-2;Q15136;K7ERP6;K7ENJ5;K7EMV1
P17655	CAPN2	Calpain-2 catalytic subunit (EC 3.4.22.53) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain large polypeptide L2) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	700	reviewed	9606	367	P17655;P17655-2
P17812	CTPS1	CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (Protein-asparagine deamidase CTPS1) (EC 3.5.1.-) (UTP--ammonia ligase 1)	591	reviewed	9606	552	P17812;P17812-2
P17813	ENG	Endoglin (CD antigen CD105)	658	reviewed	9606	746	P17813;P17813-2;F5GX88
P17858	PFKL	ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)	780	reviewed	9606	1592	P17858;P17858-2;F8WEU2
P17927	CR1	Complement receptor type 1 (C3b/C4b receptor) (CD antigen CD35)	2039	reviewed	9606	525	P17927;Q5SR44;E9PDY4;H0YE06;E9PQN4;Q2VPA4;A0A0C4DGF5;Q2VPA4-3;Q2VPA4-2
P17931	LGALS3	Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)	250	reviewed	9606	1266	P17931;G3V3R6
P17980	PSMC3	26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1) (TBP-1)	439	reviewed	9606	1776	R4GNH3;P17980;E9PM69;E9PKD5;E9PMD8;E9PN50;E9PLG2
P17987	TCP1	T-complex protein 1 subunit alpha (TCP-1-alpha) (EC 3.6.1.-) (CCT-alpha) (Chaperonin containing T-complex polypeptide 1 subunit 1)	556	reviewed	9606	2299	P17987;E7ERF2;E7EQR6;F5H282;F5GZ03;F5GZI8;F5H7Y1;F5GYL4
P18031	PTPN1	Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B)	435	reviewed	9606	1810	P18031;B4DSN5
P18077	RPL35A	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a) (Cell growth-inhibiting gene 33 protein)	110	reviewed	9606	1970	P18077;C9K025;F8WBS5;F8WB72
P18124	RPL7	Large ribosomal subunit protein uL30 (60S ribosomal protein L7)	248	reviewed	9606	1978	P18124;A8MUD9;C9JIJ5;C9JZ88
P18433	PTPRA	Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48)	802	reviewed	9606	1816	P18433;P18433-2;P18433-4;P18433-3;Q5JWG0;P23469;P23469-2;S4R2Y5;P23469-3
P18577	RHCE	Blood group Rh(CE) polypeptide (Rh polypeptide 1) (RhPI) (Rh30A) (RhIXB) (Rhesus C/E antigens) (CD antigen CD240CE)	417	reviewed	9606	1919	P18577;P18577-9;P18577-10;F6XSS0;P18577-4;P18577-11;P18577-5;P18577-6;P18577-14;P18577-3;P18577-8;P18577-7;P18577-2;P18577-13;P18577-12
P18621	RPL17	Large ribosomal subunit protein uL22 (60S ribosomal protein L17) (60S ribosomal protein L23) (PD-1)	184	reviewed	9606	1950	P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621-3;J3QLC8;J3KRB3;A0A087WWH0;J3QS96;A0A0A0MRF8;P18621-2;A0A087WY81;J3KSJ0
P18669	PGAM1	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	254	reviewed	9606	1596	P18669;Q8N0Y7;P15259
P19086	GNAZ	Guanine nucleotide-binding protein G(z) subunit alpha (G(x) alpha chain) (Gz-alpha)	355	reviewed	9606	933	P19086
P19105	MYL12A	Myosin regulatory light chain 12A (Epididymis secretory protein Li 24) (HEL-S-24) (MLC-2B) (Myosin RLC) (Myosin regulatory light chain 2, nonsarcomeric) (Myosin regulatory light chain MRLC3)	171	reviewed	9606	1411	P19105;J3QRS3;P24844;J3KTJ1;P24844-2
P19174	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)	1290	reviewed	9606	1642	P19174;P19174-2
P19256	CD58	Lymphocyte function-associated antigen 3 (Ag3) (Surface glycoprotein LFA-3) (CD antigen CD58)	250	reviewed	9606	418	P19256-3;P19256;B1AMW1;P19256-2;H0YDI1
P19474	TRIM21	E3 ubiquitin-protein ligase TRIM21 (EC 2.3.2.27) (52 kDa Ro protein) (52 kDa ribonucleoprotein autoantigen Ro/SS-A) (RING finger protein 81) (Ro(SS-A)) (Sjoegren syndrome type A antigen) (SS-A) (Tripartite motif-containing protein 21)	475	reviewed	9606	2404	P19474;P19474-2;H0YDP8
P19784	CSNK2A2	Casein kinase II subunit alpha' (CK II alpha') (EC 2.7.11.1)	350	reviewed	9606	546	P19784;H3BSA1;H3BV19;H3BNI9
P19827	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1) (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein) (SHAP)	911	reviewed	9606	1149	P19827;P19827-2;F8WAS2;H7C0N0;P19827-3
P20020	ATP2B1	Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1)	1220	reviewed	9606	247	P20020;P20020-6;P20020-3;P20020-4;P20020-5;P20020-2;E7ERY9;H0YHH6;F8W1V5
P20042	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta)	333	reviewed	9606	715	P20042
P20073	ANXA7	Annexin A7 (Annexin VII) (Annexin-7) (Synexin)	488	reviewed	9606	149	P20073;P20073-2
P20339	RAB5A	Ras-related protein Rab-5A (EC 3.6.5.2)	215	reviewed	9606	1849	P20339;P20339-2;F8WCY6;F8WD79
P20340	RAB6A	Ras-related protein Rab-6A (Rab-6) (EC 3.6.5.2)	208	reviewed	9606	1853	P20340-2;P20340;P20340-4;P20340-3;F5H3K7;F5GX61
P20618	PSMB1	Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain) (Proteasome subunit beta-6) (beta-6)	241	reviewed	9606	1763	P20618
P20674	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	150	reviewed	9606	516	P20674;H3BRM5;H3BV69;H3BNX8
P20810	CAST	Calpastatin (Calpain inhibitor) (Sperm BS-17 component)	708	reviewed	9606	383;384	P20810;B7Z574;A0A0C4DGB5;P20810-8;P20810-10;P20810-6;P20810-4;P20810-9;P20810-7;E7ES10;E9PDE4;H0Y7F0;E7EQA0;A0A0C4DGD1;H0YA91;E9PSG1;H0Y944;E7EQK6;D6RBR1;D6RBZ8;E7EN75
P20930	FLG	Filaggrin	4061	reviewed	9606	850	P20930;CON__P20930
P21108	PRPS1L1	Ribose-phosphate pyrophosphokinase 3 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 1-like 1) (PRPS1-like 1) (Phosphoribosyl pyrophosphate synthetase subunit I) (PRS-III)	318	reviewed	9606	1739	P21108;A0A0B4J207
P21145	MAL	Myelin and lymphocyte protein (T-lymphocyte maturation-associated protein)	153	reviewed	9606	1310	P21145-3;P21145
P21266	GSTM3	Glutathione S-transferase Mu 3 (EC 2.5.1.18) (GST class-mu 3) (GSTM3-3) (hGSTM3-3)	225	reviewed	9606	975	P21266;A0A0A0MTN3
P21281	ATP6V1B2	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	511	reviewed	9606	263	P21281;H0YC04;P15313;C9JL73;E5RGH6;C9J5E3;C9JNS9;H0YAT8;H0YC45;C9JZ02
P21333	FLNA	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	2647	reviewed	9606	853	P21333;P21333-2;Q5HY54;Q60FE5;A0A087WWY3;F8WE98;H0Y5C6;Q14315;H0Y5F3;Q14315-2;O75369;O75369-8;O75369-6;O75369-3;O75369-2;O75369-9;E7EN95;O75369-5;O75369-4;O75369-7
P21399	ACO1	Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Ferritin repressor protein) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1)	889	reviewed	9606	34	P21399
P21439	ABCB4	Phosphatidylcholine translocator ABCB4 (EC 7.6.2.1) (ATP-binding cassette sub-family B member 4) (Multidrug resistance protein 3) (P-glycoprotein 3)	1286	reviewed	9606	11	P21439;P21439-3;P21439-2
P21796	VDAC1	Non-selective voltage-gated ion channel VDAC1 (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM) (Voltage-dependent anion-selective channel protein 1) (VDAC-1) (hVDAC1)	283	reviewed	9606	2528	P21796;C9JI87
P21964	COMT	Catechol O-methyltransferase (EC 2.1.1.6)	271	reviewed	9606	497	P21964;P21964-2;E7EMS6;E7EUU8;F8WBW9;H7BZ45
P21980	TGM2	Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Erythrocyte transglutaminase) (Heart G alpha(h)) (hhG alpha(h)) (Isopeptidase TGM2) (EC 3.4.-.-) (Protein G alpha(h)) (G(h)) (Protein-glutamine deamidase TGM2) (EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2) (EC 2.3.1.-) (Tissue transglutaminase) (tTG) (tTgase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase II) (TGase II) (Transglutaminase-2) (TG2) (TGase-2) (hTG2)	687	reviewed	9606	2313	P21980;P21980-2;A2A299;P21980-3;A2A2A0;P49221
P22059	OSBP	Oxysterol-binding protein 1	807	reviewed	9606	1526	P22059;H0YCV6
P22061	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)	227	reviewed	9606	1561	P22061;P22061-2;A0A0A0MRJ6;H7BY58;F6S8N6;C9J0F2;F8WDT3;F8WAV5;F8WAX2;H7C4X2
P22102	GART	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]	1010	reviewed	9606	891	P22102;P22102-2;F8WD69
P22234	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (EC 6.3.2.6) (SAICAR synthetase)]	425	reviewed	9606	1544	P22234;E9PBS1;P22234-2;D6RF62
P22303	ACHE	Acetylcholinesterase (AChE) (EC 3.1.1.7)	614	reviewed	9606	31	P22303;P22303-4;P22303-2;P22303-3;F8WD68;C9JZL6;F8WAR7;C9J2S3;C9JD78;O00748;Q5XG92;J3QSC0;A0A0C4DGH1;A0A024R6X1;Q5XG92-4;Q5XG92-6;Q5XG92-2;O00748-2
P22314	UBA1	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1)	1058	reviewed	9606	2444	P22314;P22314-2;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS2;Q5JRS1;Q5JRS3
P22392	NME2	Nucleoside diphosphate kinase B (NDP kinase B) (NDPK B) (EC 2.7.4.6) (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB) (EC 2.7.13.3) (Nucleoside diphoshate kinase 2) (NDK2) (nm23-H2)	152	reviewed	9606	1475;1476	P22392;F6XY72
P22612	PRKACG	cAMP-dependent protein kinase catalytic subunit gamma (PKA C-gamma) (EC 2.7.11.11)	351	reviewed	9606	1718	P22612
P22626	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)	353	reviewed	9606	1047	P22626;P22626-2;A0A087WUI2
P22694	PRKACB	cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)	351	reviewed	9606	1717	P22694;P22694-2;A0A0A0MS54;P22694-4;P22694-3;P22694-5;P22694-7;P22694-6;P22694-9;A0A087WVC4;P22694-10;B1APF9;B1APG3;P22694-8;B1APG2;B1APF8;B1APG1;B1APG0;B1APF7
P22695	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)	453	reviewed	9606	2488	P22695;H3BRG4;H3BSJ9;H3BP04
P22736	NR4A1	Nuclear receptor subfamily 4immunitygroup A member 1 (Early response protein NAK1) (Nuclear hormone receptor NUR/77) (Nur77) (Orphan nuclear receptor HMR) (Orphan nuclear receptor TR3) (ST-59) (Testicular receptor 3)	598	reviewed	9606	1489	F5GXF0;P22736;P22736-2
P22830	FECH	Ferrochelatase, mitochondrial (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	423	reviewed	9606	832	P22830;P22830-2;K7ELX4;K7EJX5;K7EPN2;K7EKP7;K7EJM8
P23193	TCEA1	Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o)	301	reviewed	9606	2293	P23193;E5RJ93;E5RIS7;E5RK46;E5RFI1;B7Z4S1;P23193-2
P23258	TUBG1	Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	451	reviewed	9606	2436	P23258;Q9NRH3;K7EIS0
P23276	KEL	Kell blood group glycoprotein (EC 3.4.24.-) (CD antigen CD238)	732	reviewed	9606	1174	P23276;E9PHG0;H0Y8A1
P23284	PPIB	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)	216	reviewed	9606	1675	P23284
P23381	WARS1	Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]	471	reviewed	9606	2556	P23381;P23381-2;G3V277;G3V3H8;G3V3Y5;G3V3P2;G3V227;G3V3X0;G3V423;G3V456;G3V2Y7;G3V3S7;H0YJP3;G3V5W1;G3V4C7;G3V4N8;G3V2F2;G3V3R3;G3V4S4;G3V313;G3V339;G3V2C0;G3V5H5;P78534;G3V4A3;G3V4Q0;G3V4N0
P23396	RPS3	Small ribosomal subunit protein uS3 (40S ribosomal protein S3) (EC 4.2.99.18)	243	reviewed	9606	2009	P23396;P23396-2;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YF32;H0YEU2;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8
P23526	AHCY	Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase)	432	reviewed	9606	84	P23526;P23526-2
P23528	CFL1	Cofilin-1 (18 kDa phosphoprotein) (p18) (Cofilin, non-muscle isoform)	166	reviewed	9606	444	P23528;E9PP50;E9PS23
P23588	EIF4B	Eukaryotic translation initiation factor 4B (eIF-4B)	611	reviewed	9606	730	P23588;E7EX17;P23588-2;F8VX11;F8VP89;F8VSC7;F8W0K0;F8VYE9;F8VRU1
P23610	F8A1; F8A2; F8A3	40-kDa huntingtin-associated protein (HAP40) (CpG island protein) (Factor VIII intron 22 protein)	371	reviewed	9606	797	P23610
