accession	gene_primary	protein_name	length	reviewed	organism_id	dataset_rows	identity_cell
P07333	CSF1R	Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115)	972	reviewed	9606	240	P07333;E9PEK4;B5A955
P07357	C8A	Complement component C8 alpha chain (Complement component 8 subunit alpha)	584	reviewed	9606	83	P07357
P07358	C8B	Complement component C8 beta chain (Complement component 8 subunit beta)	591	reviewed	9606	84	P07358;F5GY80;F5H7G1
P07359	GP1BA	Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (Antigen CD42b-alpha) (CD antigen CD42b) [Cleaved into: Glycocalicin]	652	reviewed	9606	272	P07359;E7ES66
P07360	C8G	Complement component C8 gamma chain	202	reviewed	9606	85	P07360;Q5SQ08
P08185	SERPINA6	Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin)	405	reviewed	9606	94	P08185
P08294	SOD3	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1)	240	reviewed	9606	108	P08294
P08571	CD14	Monocyte differentiation antigen CD14 (My23 antigen) (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form]	375	reviewed	9606	248	P08571;D6RFL4
P08603	CFH	Complement factor H (H factor 1)	1231	reviewed	9606	89	P08603
P08637	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (CD16-II) (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcgammaRIIIA) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a)	254	reviewed	9606	234	P08637;H0Y755;E9PG94;C9JC71
P08697	SERPINF2	Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)	491	reviewed	9606	14	P08697;P08697-2;C9JMH6
P08709	F7	Coagulation factor VII (EC 3.4.21.21) (Proconvertin) (Serum prothrombin conversion accelerator) (SPCA) (Eptacog alfa) [Cleaved into: Factor VII light chain; Factor VII heavy chain]	466	reviewed	9606	62	P08709;F5H8B0;P08709-2
P09172	DBH	Dopamine beta-hydroxylase (EC 1.14.17.1) (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase]	617	reviewed	9606	103	P09172
P09871	C1S	Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain (Complement C1s subcomponent chain A); Complement C1s subcomponent light chain (Complement C1s subcomponent chain B)]	688	reviewed	9606	75	P09871;A6NG18;F8WCZ6
P0DJI8	SAA1	Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]	122	reviewed	9606	293	P0DJI8;E9PQD6
P0DJI9	SAA2	Serum amyloid A-2 protein (SAA2) [Cleaved into: Amyloid A2 protein (AA2)]	122	reviewed	9606	294	P0DJI9
P10643	C7	Complement component C7	843	reviewed	9606	82	P10643;E7EPA5
P10720	PF4V1	Platelet factor 4 variant (C-X-C motif chemokine 4 variant) (CXCL4L1) (PF4alt) (PF4var1) [Cleaved into: Platelet factor 4 variant(4-74); Platelet factor 4 variant(5-74); Platelet factor 4 variant(6-74)]	104	reviewed	9606	271	P10720;P02776
P10721	KIT	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117)	976	reviewed	9606	245	P10721;P10721-2;P10721-3
P10909	CLU	Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain) (SP-40,40 beta-chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) (SP-40,40 alpha-chain)]	449	reviewed	9606	59	P10909;P10909-4;P10909-5;P10909-2;E7ETA7;P10909-3;H0YC35;H0YLK8
P11021	HSPA5	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	654	reviewed	9606	2	P11021;B4DEF7
P11137	MAP2	Microtubule-associated protein 2 (MAP-2)	1827	reviewed	9606	247	P11137;P11137-3;P11137-4;P11137-2;A8MZ31;E7EV03
P11226	MBL2	Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin)	248	reviewed	9606	243	P11226
P11597	CETP	Cholesteryl ester transfer protein (Lipid transfer protein I)	493	reviewed	9606	57	P11597;P11597-2;H3BRJ9
P12259	F5	Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]	2224	reviewed	9606	61	P12259
P12955	PEPD	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)	493	reviewed	9606	320	P12955;E9PCE8;P12955-2
P13473	LAMP2	Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b)	410	reviewed	9606	238	P13473;P13473-2;B4E2S7;P13473-3;B7Z2R9;H0YCG2
P13591	NCAM1	Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)	858	reviewed	9606	251	P13591;P13591-3;P13591-1;H7BYX6;P13591-5;P13591-4;E9PLH7;P13591-6
P13598	ICAM2	Intercellular adhesion molecule 2 (ICAM-2) (CD antigen CD102)	275	reviewed	9606	218	P13598
P13671	C6	Complement component C6	934	reviewed	9606	81	P13671
P13796	LCP1	Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1) (LCP-1)	627	reviewed	9606	269	P13796
P14151	SELL	L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L)	372	reviewed	9606	235	P14151;P14151-2
P15144	ANPEP	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)	967	reviewed	9606	17	P15144;B4DP96
P15169	CPN1	Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N) (SCPN)	458	reviewed	9606	46	P15169
P15814	IGLL1	Immunoglobulin lambda-like polypeptide 1 (CD179 antigen-like family member B) (Ig lambda-5) (Immunoglobulin omega polypeptide) (Immunoglobulin-related protein 14.1) (CD antigen CD179b)	213	reviewed	9606	209	P15814
P15924	DSP	Desmoplakin (DP) (250/210 kDa paraneoplastic pemphigus antigen)	2871	reviewed	9606	101	P15924;P15924-2
P16070	CD44	CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44)	742	reviewed	9606	54	P16070;H0YD13;H0YDW7;H0YCV9;H0Y5E4;E7EPC6;P16070-15;P16070-18;P16070-12;P16070-14;P16070-13;P16070-11;P16070-10;P16070-16;P16070-8;P16070-9;P16070-17;P16070-6;P16070-4;P16070-3;P16070-7;P16070-5;E9PKC6;Q86UZ1;H0YDX6;H0YD17;H0Y2P0;P16070-19
P17066	HSPA6	Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B') (Heat shock protein family A member 6)	643	reviewed	9606	126	P17066;P48741
P17936	IGFBP3	Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3)	291	reviewed	9606	211	P17936;H0Y5K2;B3KTS0;B3KWK7;F5H4S6;B3KRZ1;C9JMX4;H0Y485
P18428	LBP	Lipopolysaccharide-binding protein (LBP)	481	reviewed	9606	232	P18428;Q8TCF0
P19320	VCAM1	Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (INCAM-100) (CD antigen CD106) [Cleaved into: Soluble Vascular Cell Adhesion Molecule-1]	739	reviewed	9606	311	P19320;E9PDD1;P19320-2;E9PDD2
P19652	ORM2	Alpha-1-acid glycoprotein 2 (AGP 2) (Orosomucoid-2) (OMD 2)	201	reviewed	9606	10	P19652
P19823	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP)	946	reviewed	9606	214	P19823;Q5T985
P19827	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1) (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein) (SHAP)	911	reviewed	9606	213	P19827;B7Z549;F5H7E1;F5H165
P20742	PZP	Pregnancy zone protein (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 6)	1482	reviewed	9606	274	P20742;P20742-2
P20851	C4BPB	C4b-binding protein beta chain	252	reviewed	9606	40	P20851;P20851-2;Q5VVQ7;E7EQT9
P22105	TNXB	Tenascin-X (TN-X) (Hexabrachion-like protein)	4244	reviewed	9606	303	P22105;H0Y6M7;H0Y3W5;G5E9A9;B0V046;B0UYX3;E7EWZ8;E7EU03;E7EPQ1;E7EPZ9;P22105-3;P22105-2
P22352	GPX3	Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Extracellular glutathione peroxidase) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)	226	reviewed	9606	123	P22352
P22792	CPN2	Carboxypeptidase N subunit 2 (Carboxypeptidase N 83 kDa chain) (Carboxypeptidase N large subunit) (Carboxypeptidase N polypeptide 2) (Carboxypeptidase N regulatory subunit)	545	reviewed	9606	47	P22792
P22891	PROZ	Vitamin K-dependent protein Z	400	reviewed	9606	317	P22891;P22891-2
P23083	IGHV1-2	Immunoglobulin heavy variable 1-2 (Ig heavy chain V-I region ND) (Ig heavy chain V-I region V35)	117	reviewed	9606	147	P23083
P23142	FBLN1	Fibulin-1 (FIBL-1)	703	reviewed	9606	116;117	P23142-4;B1AHL2
P23470	PTPRG	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	1445	reviewed	9606	287	P23470;P23470-2
P25311	AZGP1	Zinc-alpha-2-glycoprotein (Zn-alpha-2-GP) (Zn-alpha-2-glycoprotein)	298	reviewed	9606	321	P25311;C9JEV0
P26927	MST1	Hepatocyte growth factor-like protein (Macrophage stimulatory protein) (Macrophage-stimulating protein) (MSP) [Cleaved into: Hepatocyte growth factor-like protein alpha chain; Hepatocyte growth factor-like protein beta chain]	711	reviewed	9606	134	P26927;G3XAK1;F5H0W9;Q2TV78
P27169	PON1	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)	355	reviewed	9606	297	P27169;F5H4W9
P27918	CFP	Properdin (Complement factor P)	469	reviewed	9606	276	P27918;E9PAQ1
P29622	SERPINA4	Kallistatin (Kallikrein inhibitor) (Peptidase inhibitor 4) (PI-4) (Serpin A4)	427	reviewed	9606	220	P29622
P31327	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)	1500	reviewed	9606	43	P31327;H0YGP4;P31327-2
P31944	CASP14	Caspase-14 (CASP-14) (EC 3.4.22.-) [Cleaved into: Caspase-14 subunit p17, mature form; Caspase-14 subunit p10, mature form; Caspase-14 subunit p20, intermediate form; Caspase-14 subunit p8, intermediate form]	242	reviewed	9606	51	P31944
P32119	PRDX2	Peroxiredoxin-2 (EC 1.11.1.24) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2)	198	reviewed	9606	258	P32119;A6NIW5
P33151	CDH5	Cadherin-5 (7B4 antigen) (Vascular endothelial cadherin) (VE-cadherin) (CD antigen CD144)	784	reviewed	9606	42	P33151;E7EPJ8;I3L1J2
P33908	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA (EC 3.2.1.113) (Man(9)-alpha-mannosidase) (Man9-mannosidase) (Mannosidase alpha class 1A member 1) (Processing alpha-1,2-mannosidase IA) (Alpha-1,2-mannosidase IA)	653	reviewed	9606	244	P33908;Q6P052
P35542	SAA4	Serum amyloid A-4 protein (Constitutively expressed serum amyloid A protein) (C-SAA)	130	reviewed	9606	295	P35542
P35858	IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit (ALS)	605	reviewed	9606	212	P35858;E9PGU3
P36955	SERPINF1	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	418	reviewed	9606	263	P36955;I3L3M1
P36980	CFHR2	Complement factor H-related protein 2 (FHR-2) (DDESK59) (H factor-like 3) (H factor-like protein 2)	270	reviewed	9606	90	P36980;P36980-2
P41222	PTGDS	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	190	reviewed	9606	278	P41222;H0Y5A1;F8W7I2;Q5SQ11
P43251	BTD	Biotinidase (Biotinase) (EC 3.5.1.12)	523	reviewed	9606	38	P43251;F8W1Q3;B4DLJ9;A6NHF2;C9JSN9
P43652	AFM	Afamin (Alpha-albumin) (Alpha-Alb)	599	reviewed	9606	8	P43652
P48740	MASP1	Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain]	699	reviewed	9606	241	P48740-4;P48740-2;F5H2J0;F8W876;P48740-3
P49747	COMP	Cartilage oligomeric matrix protein (COMP) (Thrombospondin-5) (TSP5)	757	reviewed	9606	49	G3XAP6;E9PFW4;B4DKJ3;P49747;CON__ENSEMBL:ENSBTAP00000006074
P49908	SELENOP	Selenoprotein P (SeP)	381	reviewed	9606	290	P49908;D6REX5;D6RIS9
P49913	CAMP	Cathelicidin antimicrobial peptide (18 kDa cationic antimicrobial protein) (CAP-18) (hCAP-18) [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37; Antibacterial peptide KR-20; Antibacterial peptide LL-23; Antibacterial peptide LL-29; Antibacterial peptide KS-30; Antibacterial peptide RK-31; Antibacterial peptide FF-33]	170	reviewed	9606	52	P49913
P51884	LUM	Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican)	338	reviewed	9606	236	P51884
P54108	CRISP3	Cysteine-rich secretory protein 3 (CRISP-3) (Specific granule protein of 28 kDa) (SGP28)	245	reviewed	9606	98	P54108;I3L0A1;P54108-2;P54108-3
P55056	APOC4	Apolipoprotein C-IV (Apo-CIV) (ApoC-IV) (Apolipoprotein C4)	127	reviewed	9606	28	P55056
P55058	PLTP	Phospholipid transfer protein (Lipid transfer protein II)	493	reviewed	9606	261	P55058;B3KUE5;E7EV16;P55058-2
P55290	CDH13	Cadherin-13 (Heart cadherin) (H-cadherin) (P105) (Truncated cadherin) (T-cad) (T-cadherin)	713	reviewed	9606	41	P55290;F5H6D5;B7Z590
P60709	ACTB	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	375	reviewed	9606	4	P60709;B4E335;P63261;F5H0N0;B4DW52;I3L3I4;F5GYT4;I3L3I0;I3L1U9
P61626	LYZ	Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)	148	reviewed	9606	239	P61626;F8VV32
P61769	B2M	Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3]	119	reviewed	9606	36	P61769;F5H6I0;H0YLF3
P63267	ACTG2	Actin, gamma-enteric smooth muscle (EC 3.6.4.-) (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin) [Cleaved into: Actin, gamma-enteric smooth muscle, intermediate form]	376	reviewed	9606	5	P63267;P68133;P62736;P68032;Q5T8M8;A6NL76;B4DUI8;Q5T8M7;F5H1C1;E7EQV5;E9PG30;F8WB63;B8ZZJ2;C9JFL5;F6UVQ4;F6QUT6
P69892	HBG2	Hemoglobin subunit gamma-2 (Gamma-2-globin) (Hb F Ggamma) (Hemoglobin gamma-2 chain) (Hemoglobin gamma-G chain)	147	reviewed	9606	130	P69892;P69891;E9PBX7;E9PBW4
P80108	GPLD1	Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D)	840	reviewed	9606	260	P80108
P80748	IGLV3-21	Immunoglobulin lambda variable 3-21 (Ig lambda chain V-III region LOI) (Ig lambda chain V-V region DEL) (Ig lambda chain V-VII region MOT)	117	reviewed	9606	198	P80748
P81605	DCD	Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1]	110	reviewed	9606	99	P81605;P81605-2
Q01459	CTBS	Di-N-acetylchitobiase (EC 3.2.1.-)	385	reviewed	9606	102	Q01459
Q01469	FABP5	Fatty acid-binding protein 5 (Epidermal-type fatty acid-binding protein) (E-FABP) (Fatty acid-binding protein, epidermal) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)	135	reviewed	9606	109	Q01469
Q02985	CFHR3	Complement factor H-related protein 3 (FHR-3) (DOWN16) (H factor-like protein 3)	330	reviewed	9606	91	Q02985;Q02985-2;Q92496;B1ALQ8;C9J7J7
Q04756	HGFAC	Hepatocyte growth factor activator serine protease (HGF activator) (HGFA) (HGFA serine protease) (EC 3.4.21.-) (Serine protease HGFAC) [Cleaved into: Hepatocyte growth factor activator short chain; Hepatocyte growth factor activator long chain]	655	reviewed	9606	133	Q04756;D6RAR4;CON__ENSEMBL:ENSBTAP00000023055
Q06033	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP)	890	reviewed	9606	215	Q06033;C9JX84;Q06033-2;A8MXF4;F5H6B4;E7ET33
Q06830	PRDX1	Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)	199	reviewed	9606	257	Q06830
Q08380	LGALS3BP	Galectin-3-binding protein (Basement membrane autoantigen p105) (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein) (MAC2BP) (Mac-2 BP) (Tumor-associated antigen 90K)	585	reviewed	9606	120	Q08380;B4DVE1;B4DI70
Q08830	FGL1	Fibrinogen-like protein 1 (HP-041) (Hepassocin) (HPS) (Hepatocyte-derived fibrinogen-related protein 1) (HFREP-1) (Liver fibrinogen-related protein 1) (LFIRE-1)	312	reviewed	9606	114	Q08830;E7ERS0
Q12805	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3)	493	reviewed	9606	105	Q12805;E9PGL6;B4DW75;Q12805-2;Q12805-4;Q12805-3
Q12860	CNTN1	Contactin-1 (Glycoprotein gp135) (Neural cell surface protein F3)	1018	reviewed	9606	93	Q12860;Q12860-3;Q12860-2
Q12913	PTPRJ	Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)	1337	reviewed	9606	286	Q12913;Q9NPR5;Q12913-2
Q13093	PLA2G7	Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (Group-VIIA phospholipase A2) (gVIIA-PLA2) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase)	441	reviewed	9606	273	Q13093
Q13740	ALCAM	CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166)	583	reviewed	9606	53	Q13740;F5GXJ9;Q13740-2;B4DTU0
Q13790	APOF	Apolipoprotein F (Apo-F) (Lipid transfer inhibitor protein) (LTIP)	326	reviewed	9606	31	Q13790;F5GXS5
Q13822	ENPP2	Autotaxin (EC 3.1.4.39) (EC 3.1.4.4) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 2) (E-NPP 2) (Extracellular lysophospholipase D) (LysoPLD)	863	reviewed	9606	104	Q13822;Q13822-3;E7EUF1;E9PHP7;Q13822-2;E5RIA2
Q14126	DSG2	Desmoglein-2 (Cadherin family member 5) (HDGC)	1118	reviewed	9606	100	Q14126
Q14515	SPARCL1	SPARC-like protein 1 (High endothelial venule protein) (Hevin) (MAST 9)	664	reviewed	9606	300	Q14515;B4E2Z0
Q14520	HABP2	Factor VII-activating protease (FSAP) (EC 3.4.21.-) (FVII activator) (Hepatocyte growth factor activator-like protein) (Hyaluronan-binding protein 2) (Plasma hyaluronan-binding protein) (PHBP) (Plasma hyaluronan-binding serine protease) (PHBSP) [Cleaved into: Factor VII-activating protease 50 kDa N-terminal heavy chain; Factor VII-activating protease 50 kDa N-terminal heavy chain alternate form; Factor VII-activating protease 27 kDa C-terminal light chain; Factor VII-activating protease 27 kDa C-terminal light chain alternate form]	560	reviewed	9606	137	Q14520;F5H5M6
Q14624	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4]	930	reviewed	9606	216;217	Q14624-2;E9PGN5;F5H194;H7C0L5
Q15166	PON3	Serum paraoxonase/lactonase 3 (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1)	354	reviewed	9606	298	Q15166;C9JZ99;F8WD41
Q15485	FCN2	Ficolin-2 (37 kDa elastin-binding protein) (EBP-37) (Collagen/fibrinogen domain-containing protein 2) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35)	313	reviewed	9606	118	Q15485;Q15485-2
Q15582	TGFBI	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)	683	reviewed	9606	308	Q15582;G8JLA8;B9ZVW9;H0Y8L3
Q15848	ADIPOQ	Adiponectin (30 kDa adipocyte complement-related protein) (Adipocyte complement-related 30 kDa protein) (ACRP30) (Adipocyte, C1q and collagen domain-containing protein) (Adipose most abundant gene transcript 1 protein) (apM-1) (Gelatin-binding protein)	244	reviewed	9606	7	Q15848
Q16610	ECM1	Extracellular matrix protein 1 (Secretory component p85)	540	reviewed	9606	107	Q16610;Q16610-4;Q16610-2
Q16853	AOC3	Amine oxidase [copper-containing] 3 (EC 1.4.3.21) (Amine oxidase copper-containing 3) (Copper amine oxidase) (HPAO) (Semicarbazide-sensitive amine oxidase) (SSAO) (Vascular adhesion protein 1) (VAP-1)	763	reviewed	9606	246	Q16853
Q6EMK4	VASN	Vasorin (Protein slit-like 2)	673	reviewed	9606	312	Q6EMK4
Q6P387	C16orf46	Uncharacterized protein C16orf46	395	reviewed	9606	310	Q6P387;Q6P387-2
Q6UXB8	PI16	Peptidase inhibitor 16 (PI-16) (Cysteine-rich secretory protein 9) (CRISP-9) (PSP94-binding protein) (CD antigen CD364)	463	reviewed	9606	256	Q6UXB8;Q6UXB8-2
Q76LX8	ADAMTS13	A disintegrin and metalloproteinase with thrombospondin motifs 13 (ADAM-TS 13) (ADAM-TS13) (ADAMTS-13) (EC 3.4.24.87) (von Willebrand factor-cleaving protease) (vWF-CP) (vWF-cleaving protease)	1427	reviewed	9606	3	Q76LX8;Q76LX8-3;Q76LX8-2
Q7KZ85	SUPT6H	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	1726	reviewed	9606	306	Q7KZ85;Q7KZ85-2;Q7KZ85-3
Q8NBP7	PCSK9	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	692	reviewed	9606	277	Q8NBP7;B4DEZ9;F5GWF0;Q8NBP7-2
Q92820	GGH	Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	318	reviewed	9606	121	Q92820;E5RGF0
Q92954	PRG4	Proteoglycan 4 (Lubricin) (Megakaryocyte-stimulating factor) (Superficial zone proteoglycan) [Cleaved into: Proteoglycan 4 C-terminal part]	1404	reviewed	9606	283	Q92954;Q92954-4;Q92954-3;Q92954-6;Q92954-2;Q92954-5;E7EQ48
Q96CV9	OPTN	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	577	reviewed	9606	254	Q96CV9;Q96CV9-3;Q96CV9-2
